cik10,candidate_symbols,company_name_as_filed,sector,symbol_source,ticker,started_at_utc,status,rows,first_observed_date,last_observed_date,history_file,uncompressed_sha256,compressed_sha256,error_type,error_message,completed_at_utc,first_eligible_decision,last_eligible_decision,history_overlaps_eligible_interval,issuer_period_probe_status
0000911650,SPDC,"SPEED COMMERCE, INC.",technology,last_filing_instance_xbrl,SPDC,2026-08-13T10:06:04.414536+00:00,ok,8217,1993-12-16 00:00:00+00:00,2026-08-12 00:00:00+00:00,histories/SPDC.csv.gz,1b9b4a60f430d87b9edf9672a3833a1c2d4d420a64ae5f45e6d160665312d43d,d241aa0a6538a765a52a92b43a5cb44810b005d74ece18463071dfe54d4efbcb,,,2026-08-13T10:06:04.733016+00:00,2012-04-01 00:00:00+00:00,2017-04-01 00:00:00+00:00,True,history_overlaps_eligible_period
0000913885,TQNT,TRIQUINT SEMICONDUCTOR INC,technology,last_filing_instance_xbrl,TQNT,2026-08-13T10:06:12.172261+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:12.355660+00:00,2012-04-01 00:00:00+00:00,2016-01-01 00:00:00+00:00,False,no_free_history
0000914025,POLY,PLANTRONICS INC /CA/,technology,last_filing_inline_xbrl,POLY,2026-08-13T10:05:52.126131+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:52.368212+00:00,2012-04-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,False,no_free_history
0000915735,SSYS,STRATASYS INC,technology,last_filing_instance_xbrl,SSYS,2026-08-13T10:06:07.054542+00:00,ok,8004,1994-10-21 00:00:00+00:00,2026-08-12 00:00:00+00:00,histories/SSYS.csv.gz,00910c436b27d03bcbe77037239955332b1c2536bcd85b04f6ffd59f2c9f087b,5ff419eff52a0a8bcc04c95e7022e811d1d26fa0abc62c8ce1497777c9493cce,,,2026-08-13T10:06:07.404369+00:00,2012-04-01 00:00:00+00:00,2014-01-01 00:00:00+00:00,True,history_overlaps_eligible_period
0000915778,DSPG,DSP GROUP INC /DE/,technology,last_filing_inline_xbrl,DSPG,2026-08-13T10:05:13.453584+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:13.713320+00:00,2012-04-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,False,no_free_history
0000917491,FARO,FARO TECHNOLOGIES INC,technology,last_filing_inline_xbrl,FARO,2026-08-13T10:05:20.277362+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:20.589444+00:00,2012-04-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,False,no_free_history
0000918386,QLGC,QLOGIC CORP,technology,last_filing_instance_xbrl,QLGC,2026-08-13T10:05:55.258414+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:55.515787+00:00,2012-04-01 00:00:00+00:00,2017-10-01 00:00:00+00:00,False,no_free_history
0000929940,AZPN,ASPEN TECHNOLOGY INC /DE/,technology,last_filing_inline_xbrl,AZPN,2026-08-13T10:04:59.622120+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:04:59.821531+00:00,2012-04-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,False,no_free_history
0000935494,NATI,NATIONAL INSTRUMENTS CORP,technology,last_filing_inline_xbrl,NATI,2026-08-13T10:05:45.686661+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:45.892687+00:00,2012-04-01 00:00:00+00:00,2024-10-01 00:00:00+00:00,False,no_free_history
0000940332,ANAD,ANADIGICS INC,technology,last_filing_instance_xbrl,ANAD,2026-08-13T10:04:52.975730+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:04:53.190430+00:00,2012-04-01 00:00:00+00:00,2017-04-01 00:00:00+00:00,False,no_free_history
0000943580,LCRY,LECROY CORP,technology,last_filing_instance_xbrl,LCRY,2026-08-13T10:05:33.874388+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:34.081513+00:00,2012-04-01 00:00:00+00:00,2013-07-01 00:00:00+00:00,False,no_free_history
0000944739,TXCC,TRANSWITCH CORP /DE,technology,last_filing_instance_xbrl,TXCC,2026-08-13T10:06:14.079032+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:14.221074+00:00,2012-04-01 00:00:00+00:00,2014-01-01 00:00:00+00:00,False,no_free_history
0000945699,IXYS,IXYS CORP /DE/,technology,last_filing_instance_xbrl,IXYS,2026-08-13T10:05:31.984195+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:32.114913+00:00,2012-04-01 00:00:00+00:00,2019-01-01 00:00:00+00:00,False,no_free_history
0000946454,BTN,"BALLANTYNE STRONG, INC.",technology,last_filing_instance_xbrl,BTN,2026-08-13T10:05:01.785216+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:02.040009+00:00,2012-04-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,False,no_free_history
0000949158,CRAY,CRAY INC,technology,last_filing_inline_xbrl,CRAY,2026-08-13T10:05:07.866824+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:08.077248+00:00,2012-04-01 00:00:00+00:00,2020-10-01 00:00:00+00:00,False,no_free_history
0001002517,NUAN,"NUANCE COMMUNICATIONS, INC.",technology,last_filing_inline_xbrl,NUAN,2026-08-13T10:05:47.839980+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:48.082438+00:00,2012-04-01 00:00:00+00:00,2023-04-01 00:00:00+00:00,False,no_free_history
0001003214,SIMG,SILICON IMAGE INC,technology,last_filing_instance_xbrl,SIMG,2026-08-13T10:06:02.330691+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:02.465287+00:00,2012-04-01 00:00:00+00:00,2016-04-01 00:00:00+00:00,False,no_free_history
0001005757,CSGS,CSG SYSTEMS INTERNATIONAL INC,technology,last_filing_inline_xbrl,CSGS,2026-08-13T10:05:08.463752+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:08.662790+00:00,2012-04-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,False,no_free_history
0001006269,LORL,LORAL SPACE & COMMUNICATIONS INC.,technology,last_filing_inline_xbrl,LORL,2026-08-13T10:05:35.271592+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:35.467455+00:00,2012-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,False,no_free_history
0001010552,PLCM,POLYCOM INC,technology,last_filing_instance_xbrl,PLCM,2026-08-13T10:05:51.845295+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:51.981737+00:00,2012-04-01 00:00:00+00:00,2017-10-01 00:00:00+00:00,False,no_free_history
0001010612,SYKE,SYKES ENTERPRISES INC,technology,last_filing_inline_xbrl,SYKE,2026-08-13T10:06:09.287502+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:09.494399+00:00,2012-04-01 00:00:00+00:00,2022-10-01 00:00:00+00:00,False,no_free_history
0001011006,YHOO,YAHOO INC,technology,last_filing_instance_xbrl,YHOO,2026-08-13T10:06:21.435138+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:21.794363+00:00,2012-04-01 00:00:00+00:00,2018-07-01 00:00:00+00:00,False,no_free_history
0001013462,ANSS,ANSYS INC,technology,last_filing_inline_xbrl,ANSS,2026-08-13T10:04:53.190443+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:04:53.390131+00:00,2012-04-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,False,no_free_history
0001017968,EDGW,EDGEWATER TECHNOLOGY INC/DE/,technology,last_filing_instance_xbrl,EDGW,2026-08-13T10:05:14.953113+00:00,ok,5549,1996-09-27 00:00:00+00:00,2018-11-01 00:00:00+00:00,histories/EDGW.csv.gz,b641c0a5bc648ff3d9a5e1f16451914a1c63748bfde2af8f66b4b8b26d619049,2ab1e5c60a01515c479ed8d585cfe9409556feb4c12275c2c702a20dac94d633,,,2026-08-13T10:05:15.308152+00:00,2015-04-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,True,history_overlaps_eligible_period
0001018003,IM,INGRAM MICRO INC,technology,last_filing_instance_xbrl,IM,2026-08-13T10:05:28.253106+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:28.382558+00:00,2012-04-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,False,no_free_history
0001019671,SEAC,SEACHANGE INTERNATIONAL INC,technology,last_filing_inline_xbrl,SEAC,2026-08-13T10:06:00.649296+00:00,ok,7488,1996-11-05 00:00:00+00:00,2026-08-12 00:00:00+00:00,histories/SEAC.csv.gz,415050c412d19f37807195d51a77cd0311c8ce5ab2332195023d38edb6f7a473,b3bca45a610083c4160706fe75a1bc4a931d8f6e86b835867c8e64ea2f6990ea,,,2026-08-13T10:06:01.022817+00:00,2012-07-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,True,history_overlaps_eligible_period
0001023362,PWAV,POWERWAVE TECHNOLOGIES INC,technology,last_filing_instance_xbrl,PWAV,2026-08-13T10:05:53.940372+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:54.077569+00:00,2012-04-01 00:00:00+00:00,2014-01-01 00:00:00+00:00,False,no_free_history
0001023364,AUTO,"AUTOWEB, INC.",technology,last_filing_instance_xbrl,AUTO,2026-08-13T10:04:57.218394+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:04:57.495009+00:00,2015-04-01 00:00:00+00:00,2019-07-01 00:00:00+00:00,False,no_free_history
0001024732,IGTE,IGATE CORP,technology,last_filing_instance_xbrl,IGTE,2026-08-13T10:05:27.839722+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:27.966025+00:00,2012-04-01 00:00:00+00:00,2016-07-01 00:00:00+00:00,False,no_free_history
0001031028,GCOM,GLOBECOMM SYSTEMS INC,technology,last_filing_instance_xbrl,GCOM,2026-08-13T10:05:23.013843+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:23.151737+00:00,2012-04-01 00:00:00+00:00,2015-01-01 00:00:00+00:00,False,no_free_history
0001036960,FCS,FAIRCHILD SEMICONDUCTOR INTERNATIONAL INC,technology,last_filing_instance_xbrl,FCS,2026-08-13T10:05:20.589472+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:20.729082+00:00,2012-04-01 00:00:00+00:00,2017-10-01 00:00:00+00:00,False,no_free_history
0001037760,CPHD,CEPHEID,technology,last_filing_instance_xbrl,CPHD,2026-08-13T10:05:07.698285+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:07.866792+00:00,2012-04-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,False,no_free_history
0001040426,SYNT,SYNTEL INC,technology,last_filing_instance_xbrl,SYNT,2026-08-13T10:06:10.042801+00:00,ok,5328,1997-08-12 00:00:00+00:00,2018-10-18 00:00:00+00:00,histories/SYNT.csv.gz,346d59e601fe1c3e9e526f7e8a6bb18f1ad16a77e2bed76b8bdf0e9835bc0ec3,75525d8b9432c719e3e22be272fb49c4fe1087151b90ace621d9f9a6ad79f6ee,,,2026-08-13T10:06:10.462052+00:00,2012-04-01 00:00:00+00:00,2019-10-01 00:00:00+00:00,True,history_overlaps_eligible_period
0001043604,JNPR,JUNIPER NETWORKS INC,technology,last_filing_inline_xbrl,JNPR,2026-08-13T10:05:32.763928+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:33.035982+00:00,2012-04-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,False,no_free_history
0001044590,IN,"INTERMEC, INC.",technology,last_filing_instance_xbrl,IN,2026-08-13T10:05:29.036908+00:00,ok,5102,1997-10-22 00:00:00+00:00,2018-03-29 00:00:00+00:00,histories/IN.csv.gz,e8025b856fdb5b801eee983972871917241acc099534bbadf0936ecdc173d5d3,d277438ae1942597892880466e60d6b5138546329d34b28718afdbd3a3f7c9ba,,,2026-08-13T10:05:29.374331+00:00,2012-04-01 00:00:00+00:00,2014-10-01 00:00:00+00:00,True,history_overlaps_eligible_period
0001047122,RTN,RAYTHEON CO/,technology,last_filing_inline_xbrl,RTN,2026-08-13T10:05:59.046350+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:59.328185+00:00,2012-04-01 00:00:00+00:00,2021-04-01 00:00:00+00:00,False,no_free_history
0001056239,LLL,L 3 COMMUNICATIONS HOLDINGS INC,technology,last_filing_instance_xbrl,LLL,2026-08-13T10:05:34.419185+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:34.723267+00:00,2012-04-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,False,no_free_history
0001057083,PCTI,PC TEL INC,technology,last_filing_inline_xbrl,PCTI,2026-08-13T10:05:50.072774+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:50.336600+00:00,2012-04-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,False,no_free_history
0001062047,CVG,CONVERGYS CORP,technology,last_filing_instance_xbrl,CVG,2026-08-13T10:05:10.648587+00:00,ok,6899,1998-08-13 00:00:00+00:00,2026-08-12 00:00:00+00:00,histories/CVG.csv.gz,57627798febf27ebbb5e34603aeb3bd46e2c44c0815bcd09ad07f60694779c45,7b29d5b0d58b1199de26042164602de190abac240fb0f752aa6d53bd723572d6,,,2026-08-13T10:05:11.056291+00:00,2012-04-01 00:00:00+00:00,2019-10-01 00:00:00+00:00,True,history_overlaps_eligible_period
0001062478,BIRT,ACTUATE CORP,technology,last_filing_instance_xbrl,BIRT,2026-08-13T10:05:00.834589+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:01.057684+00:00,2012-04-01 00:00:00+00:00,2016-01-01 00:00:00+00:00,False,no_free_history
0001068874,IMSC,IMPLANT SCIENCES CORP,technology,last_filing_instance_xbrl,IMSC,2026-08-13T10:05:28.907087+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:29.036891+00:00,2016-01-01 00:00:00+00:00,2017-01-01 00:00:00+00:00,False,no_free_history
0001068875,BCOR,"BLUCORA, INC.",technology,last_filing_instance_xbrl,BCOR,2026-08-13T10:05:00.466692+00:00,ok,322,2025-04-30 00:00:00+00:00,2026-08-12 00:00:00+00:00,histories/BCOR.csv.gz,e9376539883ecec00e15e09c81e3e72953aab08a070525ffc2b451453105ec6e,5a9382d0977b2eb4031f766798556afcda07504f15bcb3ca0b9cf7f332392eb8,,,2026-08-13T10:05:00.639223+00:00,2012-04-01 00:00:00+00:00,2018-10-01 00:00:00+00:00,False,history_outside_eligible_period_possible_ticker_reuse
0001073349,EPAY,BOTTOMLINE TECHNOLOGIES INC,technology,last_filing_inline_xbrl,EPAY,2026-08-13T10:05:17.764581+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:17.975171+00:00,2012-04-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,False,no_free_history
0001076682,COOL,MAJESCO ENTERTAINMENT CO,technology,last_filing_instance_xbrl,COOL,2026-08-13T10:05:07.096100+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:07.280760+00:00,2012-04-01 00:00:00+00:00,2014-07-01 00:00:00+00:00,False,no_free_history
0001080099,INFA,INFORMATICA CORP,technology,last_filing_instance_xbrl,INFA,2026-08-13T10:05:29.374342+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:29.576462+00:00,2012-04-01 00:00:00+00:00,2016-10-01 00:00:00+00:00,False,no_free_history
0001080747,GWAY,GREENWAY MEDICAL TECHNOLOGIES INC,technology,last_filing_instance_xbrl,GWAY,2026-08-13T10:05:24.986503+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:25.176411+00:00,2013-10-01 00:00:00+00:00,2015-01-01 00:00:00+00:00,False,no_free_history
0001081078,ATNY,API TECHNOLOGIES CORP.,technology,last_filing_instance_xbrl,ATNY,2026-08-13T10:04:56.627827+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:04:56.795311+00:00,2012-07-01 00:00:00+00:00,2017-01-01 00:00:00+00:00,False,no_free_history
0001082506,GEC,"GREAT ELM CAPITAL GROUP, INC.",technology,last_filing_instance_xbrl,GEC,2026-08-13T10:05:23.401514+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:23.672669+00:00,2012-04-01 00:00:00+00:00,2021-07-01 00:00:00+00:00,False,no_free_history
0001082526,SQI,SCIQUEST INC,technology,last_filing_instance_xbrl,SQI,2026-08-13T10:06:05.648708+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:05.782535+00:00,2012-04-01 00:00:00+00:00,2017-07-01 00:00:00+00:00,False,no_free_history
0001084755,ARBA,ARIBA INC,technology,last_filing_instance_xbrl,ARBA,2026-08-13T10:04:54.396437+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:04:54.526564+00:00,2012-04-01 00:00:00+00:00,2013-10-01 00:00:00+00:00,False,no_free_history
0001084817,MKTG,RESPONSYS INC,technology,last_filing_instance_xbrl,MKTG,2026-08-13T10:05:40.052869+00:00,ok,703,2011-04-21 00:00:00+00:00,2014-02-06 00:00:00+00:00,histories/MKTG.csv.gz,6a717258cf8bd547ccb3549ec5b675b7fc7f769c6a04644fa74471d1ac1b4daa,6b7ef00db676d2749b684e350023e0125cf1565978c02bfdba8e5d8d7f08524a,,,2026-08-13T10:05:40.246623+00:00,2013-04-01 00:00:00+00:00,2015-01-01 00:00:00+00:00,True,history_overlaps_eligible_period
0001085621,ACTA,ACTUA CORP,technology,last_filing_instance_xbrl,ACTA,2026-08-13T10:04:50.838835+00:00,ok,4707,1999-08-05 00:00:00+00:00,2018-04-19 00:00:00+00:00,histories/ACTA.csv.gz,5e22f5ebd98e55d2086e4a7ca0393d9de54d162c7adfa43ea51c38a441ea0d04,cb9c1c2b1e312272cc1210c8804c7abff4c749c76ab67dc7917e5097cce1fbf0,,,2026-08-13T10:04:51.173741+00:00,2014-04-01 00:00:00+00:00,2019-04-01 00:00:00+00:00,True,history_overlaps_eligible_period
0001085869,PRFT,PERFICIENT INC,technology,last_filing_inline_xbrl,PRFT,2026-08-13T10:05:52.559414+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:52.760713+00:00,2012-04-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,False,no_free_history
0001087934,SAAS,"INCONTACT, INC.",technology,last_filing_instance_xbrl,SAAS,2026-08-13T10:05:59.457773+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:59.589661+00:00,2014-04-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,False,no_free_history
0001088033,QSFT,QUEST SOFTWARE INC,technology,last_filing_instance_xbrl,QSFT,2026-08-13T10:05:55.779616+00:00,ok,3310,1999-08-13 00:00:00+00:00,2012-10-05 00:00:00+00:00,histories/QSFT.csv.gz,e228a71529b47b1d60f7c78dcf23d003997e3916cda786a2dce53911403420e4,e2e70fc796108a50eec1138382f16ee0fea969aafbb3dd11f0699bfbe7baa80c,,,2026-08-13T10:05:56.097719+00:00,2012-04-01 00:00:00+00:00,2013-10-01 00:00:00+00:00,True,history_overlaps_eligible_period
0001092367,SCMR,SYCAMORE NETWORKS INC,technology,last_filing_instance_xbrl,SCMR,2026-08-13T10:06:00.054728+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:00.232590+00:00,2012-04-01 00:00:00+00:00,2014-04-01 00:00:00+00:00,False,no_free_history
0001094348,MATR,MATTERSIGHT CORP,technology,last_filing_instance_xbrl,MATR,2026-08-13T10:05:35.731863+00:00,ok,4633,2000-02-10 00:00:00+00:00,2018-08-20 00:00:00+00:00,histories/MATR.csv.gz,a1e518f7dc3e11bc740d76467c174e132374c11b354f9d7cc3c44c1ff44b0429,c0690f7b3c113f24f345edfe206844978bbdf05bb92943a20c2a4c8e6142b293,,,2026-08-13T10:05:36.028442+00:00,2016-07-01 00:00:00+00:00,2019-10-01 00:00:00+00:00,True,history_overlaps_eligible_period
0001095291,WEB,"WEB.COM GROUP, INC.",technology,last_filing_instance_xbrl,WEB,2026-08-13T10:06:17.147312+00:00,ok,3257,2005-11-02 00:00:00+00:00,2018-10-11 00:00:00+00:00,histories/WEB.csv.gz,34fd5ebfe5b87cd6deb70219d036c0fa23c6432d8f11de94c8646c5d353ae3db,ea54a0e0a79ec18eaf1359c3afa0c78cd0402a2608129abe1e6f3f0b34c913d4,,,2026-08-13T10:06:17.373488+00:00,2012-04-01 00:00:00+00:00,2019-10-01 00:00:00+00:00,True,history_overlaps_eligible_period
0001096325,ISIL,INTERSIL CORP/DE,technology,last_filing_instance_xbrl,ISIL,2026-08-13T10:05:31.580482+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:31.715150+00:00,2012-04-01 00:00:00+00:00,2018-04-01 00:00:00+00:00,False,no_free_history
0001100969,ASIA,"ASIAINFO-LINKAGE, INC",technology,last_filing_instance_xbrl,ASIA,2026-08-13T10:04:56.156966+00:00,ok,722,2023-09-25 00:00:00+00:00,2026-08-12 00:00:00+00:00,histories/ASIA.csv.gz,82d72a2914b55300dede161c511383df861f5e8f5d547b4c0c0eb52413e3dd14,901f997928b4a0401b3c6bc0e049d3be4cf9d3dddc3e0f4234bd9e828c5318de,,,2026-08-13T10:04:56.374750+00:00,2012-04-01 00:00:00+00:00,2015-01-01 00:00:00+00:00,False,history_outside_eligible_period_possible_ticker_reuse
0001101169,VIAS,VIASYSTEMS GROUP INC,technology,last_filing_instance_xbrl,VIAS,2026-08-13T10:06:14.911985+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:15.042808+00:00,2012-04-01 00:00:00+00:00,2016-07-01 00:00:00+00:00,False,no_free_history
0001101680,DZSI,DZS INC.,technology,last_filing_inline_xbrl,DZSI,2026-08-13T10:05:13.850251+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:14.093842+00:00,2015-04-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,False,no_free_history
0001102741,STEC,"STEC, INC.",technology,last_filing_instance_xbrl,STEC,2026-08-13T10:06:07.404380+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:07.639249+00:00,2012-04-01 00:00:00+00:00,2014-10-01 00:00:00+00:00,False,no_free_history
0001102934,CCMP,"CMC MATERIALS, INC.",technology,last_filing_inline_xbrl,CCMP,2026-08-13T10:05:03.609511+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:03.873748+00:00,2012-04-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,False,no_free_history
0001104042,AATI,ADVANCED ANALOGIC TECHNOLOGIES INC,technology,last_filing_instance_xbrl,AATI,2026-08-13T10:04:49.485471+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:04:50.065833+00:00,2012-04-01 00:00:00+00:00,2013-01-01 00:00:00+00:00,False,no_free_history
0001104188,SOHU,SOHU COM INC,technology,last_filing_instance_xbrl,SOHU,2026-08-13T10:06:04.091768+00:00,ok,6560,2000-07-12 00:00:00+00:00,2026-08-12 00:00:00+00:00,histories/SOHU.csv.gz,46265f547cb539e1399d26971b70bae522e042292ecb94a8775fc5b3078a2aec,dd9dcdf9c389b2771437b646fcc7f67d2453b30736a7d2d297e0fe37745b27d5,,,2026-08-13T10:06:04.414527+00:00,2012-04-01 00:00:00+00:00,2019-07-01 00:00:00+00:00,True,history_overlaps_eligible_period
0001108320,SMTX,SMTC CORP,technology,last_filing_inline_xbrl,SMTX,2026-08-13T10:06:03.079586+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:03.377793+00:00,2020-04-01 00:00:00+00:00,2022-04-01 00:00:00+00:00,False,no_free_history
0001110611,ONTF,ON24 INC.,technology,last_filing_inline_xbrl,ONTF,2026-08-13T10:05:49.016055+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:49.287300+00:00,2023-04-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,False,no_free_history
0001110647,OCLR,"OCLARO, INC.",technology,last_filing_instance_xbrl,OCLR,2026-08-13T10:05:48.361135+00:00,ok,3587,2004-09-10 00:00:00+00:00,2018-12-10 00:00:00+00:00,histories/OCLR.csv.gz,85ffe680b5f1a0a354e05e04eb029b2a0f3047e5b6b5b3bb73359f7837e3d22a,c3ef3f9b7373b6393be18765161b979d4e59d220fefc9cb9bfef990d956cad7c,,,2026-08-13T10:05:48.607164+00:00,2012-04-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,True,history_overlaps_eligible_period
0001111665,TSYS,TELECOMMUNICATION SYSTEMS INC /FA/,technology,last_filing_instance_xbrl,TSYS,2026-08-13T10:06:13.079620+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:13.223517+00:00,2012-04-01 00:00:00+00:00,2017-01-01 00:00:00+00:00,False,no_free_history
0001112920,GSB,GLOBALSCAPE INC,technology,last_filing_inline_xbrl,GSB,2026-08-13T10:05:24.356541+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:24.644031+00:00,2019-01-01 00:00:00+00:00,2021-10-01 00:00:00+00:00,False,no_free_history
0001114714,KNXA,KENEXA CORP,technology,last_filing_instance_xbrl,KNXA,2026-08-13T10:05:33.731217+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:33.874366+00:00,2012-04-01 00:00:00+00:00,2014-01-01 00:00:00+00:00,False,no_free_history
0001117106,N,NETSUITE INC,technology,last_filing_instance_xbrl,N,2026-08-13T10:05:45.553117+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:45.686631+00:00,2012-04-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,False,no_free_history
0001118417,MODN,"MODEL N, INC.",technology,last_filing_inline_xbrl,MODN,2026-08-13T10:05:42.018405+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:42.223829+00:00,2015-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,False,no_free_history
0001121142,MAXR,MAXAR TECHNOLOGIES INC.,technology,last_filing_inline_xbrl,MAXR,2026-08-13T10:05:36.028452+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:36.307228+00:00,2019-04-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,False,no_free_history
0001122342,AFOP,ALLIANCE FIBER OPTIC PRODUCTS INC,technology,last_filing_instance_xbrl,AFOP,2026-08-13T10:04:51.898379+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:04:52.077683+00:00,2014-04-01 00:00:00+00:00,2017-07-01 00:00:00+00:00,False,no_free_history
0001122897,CVT,CVENT INC,technology,last_filing_instance_xbrl,CVT,2026-08-13T10:05:11.056300+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:11.254192+00:00,2015-04-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,False,no_free_history
0001124610,VMW,"VMWARE, INC.",technology,last_filing_inline_xbrl,VMW,2026-08-13T10:06:15.439706+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:15.645256+00:00,2012-04-01 00:00:00+00:00,2024-10-01 00:00:00+00:00,False,no_free_history
0001124804,MDRX,VERADIGM INC.,technology,last_filing_inline_xbrl,MDRX,2026-08-13T10:05:37.367101+00:00,ok,6804,1999-07-26 00:00:00+00:00,2026-08-12 00:00:00+00:00,histories/MDRX.csv.gz,a680c302747f56df400d0eb31d532e821aefd583cc7ae65602223ae21ad19849,4353398a6b15599a5c0d04615d6ecffc5cbd9a4a9b7612b1412a4a3ec09ae0e7,,,2026-08-13T10:05:37.783567+00:00,2012-04-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,True,history_overlaps_eligible_period
