decision_at,adsh,cik10,company_name_as_filed,sic,sector,form,afs,filing_date,available_at,period,fy,fp,source_quarter,filing_age_days,current_tickers,current_exchanges,identity_status,candidate_symbols,symbol_source,symbol_count,collision_flag,single_symbol_usable_for_price_probe,free_execution_price_available
2017-07-01 00:00:00+00:00,0001598014-17-000112,0001598014,IHS MARKIT LTD.,7370,technology,10-Q,1-LAF,2017-06-27,2017-06-28 00:00:00+00:00,20170531,2017,Q2,2017Q2,3.0,,,former_or_unmapped,INFO,last_filing_inline_xbrl,1,False,True,False
2017-07-01 00:00:00+00:00,0001558370-17-004021,0001606745,"LIBERTY TRIPADVISOR HOLDINGS, INC.",7374,technology,10-Q,1-LAF,2017-05-09,2017-05-10 00:00:00+00:00,20170331,2017,Q1,2017Q2,52.0,,,former_or_unmapped,LTRPA|LTRPB,last_filing_inline_xbrl,2,False,False,False
2017-07-01 00:00:00+00:00,0001193125-17-164152,0001610532,"HORTONWORKS, INC.",7372,technology,10-Q,2-ACC,2017-05-09,2017-05-10 00:00:00+00:00,20170331,2017,Q1,2017Q2,52.0,,,former_or_unmapped,HDP,last_filing_instance_xbrl,1,False,True,True
2017-07-01 00:00:00+00:00,0001047469-17-003175,0001619954,"INOVALON HOLDINGS, INC.",7374,technology,10-Q,1-LAF,2017-05-04,2017-05-05 00:00:00+00:00,20170331,2017,Q1,2017Q2,57.0,,,former_or_unmapped,INOV,last_filing_inline_xbrl,1,False,True,False
2017-07-01 00:00:00+00:00,0001193125-17-164198,0001645494,ARRIS INTERNATIONAL PLC,3663,technology,10-Q,1-LAF,2017-05-09,2017-05-10 00:00:00+00:00,20170331,2017,Q1,2017Q2,52.0,,,former_or_unmapped,ARRS,last_filing_instance_xbrl,1,True,False,False
2017-07-01 00:00:00+00:00,0001628280-17-004789,0001690666,XPERI CORP,3674,technology,10-Q,1-LAF,2017-05-03,2017-05-04 00:00:00+00:00,20170331,2017,Q1,2017Q2,58.0,,,former_or_unmapped,XPER,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0000002178-17-000050,0000002178,"ADAMS RESOURCES & ENERGY, INC.",5172,energy,10-Q,2-ACC,2017-08-09,2017-08-10 00:00:00+00:00,20170630,2017,Q3,2017Q3,52.0,,,former_or_unmapped,AE,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001564590-17-015349,0000004447,HESS CORP,2911,energy,10-Q,1-LAF,2017-08-03,2017-08-04 00:00:00+00:00,20170630,2017,Q2,2017Q3,58.0,,,former_or_unmapped,HES,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0000007039-17-000032,0000007039,TRECORA RESOURCES,2911,energy,10-Q,2-ACC,2017-08-08,2017-08-09 00:00:00+00:00,20170630,2017,Q2,2017Q3,53.0,,,former_or_unmapped,TREC,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0000007332-17-000026,0000007332,SOUTHWESTERN ENERGY CO,1311,energy,10-Q,1-LAF,2017-08-03,2017-08-04 00:00:00+00:00,20170630,2017,Q2,2017Q3,58.0,,,former_or_unmapped,SWN,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0000008411-17-000030,0000008411,ATWOOD OCEANICS INC,1381,energy,10-Q,1-LAF,2017-08-03,2017-08-04 00:00:00+00:00,20170630,2017,Q3,2017Q3,58.0,,,former_or_unmapped,ATW,last_filing_instance_xbrl,1,False,True,True
2017-10-01 00:00:00+00:00,0001564590-17-018236,0000010254,EARTHSTONE ENERGY INC,1311,energy,10-K/A,2-ACC,2017-09-01,2017-09-02 00:00:00+00:00,20161231,2016,FY,2017Q3,29.0,,,former_or_unmapped,ESTE,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0000034088-17-000041,0000034088,EXXON MOBIL CORP,2911,energy,10-Q,1-LAF,2017-08-02,2017-08-03 00:00:00+00:00,20170630,2017,Q2,2017Q3,59.0,,,former_or_unmapped,XOM|XOM28|XOM32|XOM39A,last_filing_inline_xbrl,4,False,False,False
2017-10-01 00:00:00+00:00,0000048039-17-000039,0000048039,HOLLYFRONTIER CORP,2911,energy,10-Q,1-LAF,2017-08-02,2017-08-03 00:00:00+00:00,20170630,2017,Q2,2017Q3,59.0,,,former_or_unmapped,HFC,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0000072207-17-000066,0000072207,NOBLE ENERGY INC,1311,energy,10-Q,1-LAF,2017-08-03,2017-08-04 00:00:00+00:00,20170630,2017,Q2,2017Q3,58.0,,,former_or_unmapped,NBL,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0000077159-16-000074,0000077159,PENN VIRGINIA CORP,1311,energy,10-Q,2-ACC,2016-07-29,2016-07-30 00:00:00+00:00,20160630,2016,Q2,2016Q3,428.0,,,former_or_unmapped,ROCC,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0000077877-17-000024,0000077877,"PDC ENERGY, INC.",1311,energy,10-Q,1-LAF,2017-08-08,2017-08-09 00:00:00+00:00,20170630,2017,Q2,2017Q3,53.0,,,former_or_unmapped,PDCE,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0000101778-17-000108,0000101778,MARATHON OIL CORP,1311,energy,10-Q,1-LAF,2017-08-03,2017-08-04 00:00:00+00:00,20170630,2017,Q2,2017Q3,58.0,,,former_or_unmapped,MRO,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001564590-17-016068,0000315131,PANHANDLE OIL & GAS INC,1311,energy,10-Q,2-ACC,2017-08-07,2017-08-08 00:00:00+00:00,20170630,2017,Q3,2017Q3,54.0,,,former_or_unmapped,PHX,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0000351817-17-000048,0000351817,"SILVERBOW RESOURCES, INC.",1311,energy,10-Q,2-ACC,2017-08-09,2017-08-10 00:00:00+00:00,20170630,2017,Q2,2017Q3,52.0,,,former_or_unmapped,SBOW,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0000732834-17-000011,0000732834,"CONTINENTAL RESOURCES, INC",1311,energy,10-Q,1-LAF,2017-08-09,2017-08-10 00:00:00+00:00,20170630,2017,Q2,2017Q3,52.0,,,former_or_unmapped,CLR,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0000773910-17-000047,0000773910,ANADARKO PETROLEUM CORP,1311,energy,10-Q,1-LAF,2017-07-24,2017-07-25 00:00:00+00:00,20170630,2017,Q2,2017Q3,68.0,,,former_or_unmapped,APC,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0000858470-17-000023,0000858470,CABOT OIL & GAS CORP,1311,energy,10-Q,1-LAF,2017-07-28,2017-07-29 00:00:00+00:00,20170630,2017,Q2,2017Q3,64.0,,,former_or_unmapped,CTRA,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0000866609-17-000022,0000866609,ION GEOPHYSICAL CORP,1382,energy,10-Q,2-ACC,2017-08-03,2017-08-04 00:00:00+00:00,20170630,2017,Q2,2017Q3,58.0,,,former_or_unmapped,IO,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0000867665-17-000077,0000867665,ABRAXAS PETROLEUM CORP,1311,energy,10-Q,2-ACC,2017-08-09,2017-08-10 00:00:00+00:00,20170630,2017,Q2,2017Q3,52.0,,,former_or_unmapped,AXAS,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0000886835-17-000013,0000886835,SUPERIOR ENERGY SERVICES INC,1389,energy,10-Q,1-LAF,2017-07-27,2017-07-28 00:00:00+00:00,20170630,2017,Q2,2017Q3,65.0,,,former_or_unmapped,SPNX,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0000904080-17-000041,0000904080,STONE ENERGY CORP,1311,energy,10-Q,2-ACC,2017-08-07,2017-08-08 00:00:00+00:00,20170630,2017,Q2,2017Q3,54.0,,,former_or_unmapped,SGY,last_filing_instance_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0000928022-17-000057,0000928022,CALLON PETROLEUM CO,1311,energy,10-Q,1-LAF,2017-08-02,2017-08-03 00:00:00+00:00,20170630,2017,Q2,2017Q3,59.0,,,former_or_unmapped,CPE,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001564590-16-028596,0000943861,GOODRICH PETROLEUM CORP,1311,energy,10-Q,2-ACC,2016-11-09,2016-11-10 00:00:00+00:00,20160930,2016,Q3,2016Q4,325.0,,,former_or_unmapped,GDP,last_filing_instance_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001193125-17-241644,0000949039,"DIAMOND OFFSHORE DRILLING, INC.",1381,energy,10-Q,1-LAF,2017-07-31,2017-08-01 00:00:00+00:00,20170630,2017,Q2,2017Q3,61.0,,,former_or_unmapped,DO,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001000229-17-000079,0001000229,CORE LABORATORIES N V,1389,energy,10-Q,1-LAF,2017-07-26,2017-07-27 00:00:00+00:00,20170630,2017,Q2,2017Q3,66.0,,,former_or_unmapped,CLB,last_filing_inline_xbrl,1,True,False,False
2017-10-01 00:00:00+00:00,0001628280-16-021057,0001037676,ARCH COAL INC,1221,energy,10-Q,2-ACC,2016-11-09,2016-11-10 00:00:00+00:00,20160930,2016,Q3,2016Q4,325.0,,,former_or_unmapped,ARCH,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001038357-17-000065,0001038357,PIONEER NATURAL RESOURCES CO,1311,energy,10-Q,1-LAF,2017-08-01,2017-08-02 00:00:00+00:00,20170630,2017,Q2,2017Q3,60.0,,,former_or_unmapped,PXD,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001040593-17-000156,0001040593,CARRIZO OIL & GAS INC,1311,energy,10-Q,1-LAF,2017-08-10,2017-08-11 00:00:00+00:00,20170630,2017,Q2,2017Q3,51.0,,,former_or_unmapped,CRZO,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001493152-17-009218,0001102392,"ROYAL ENERGY RESOURCES, INC.",1221,energy,10-Q,2-ACC,2017-08-14,2017-08-15 00:00:00+00:00,20170630,2017,Q2,2017Q3,47.0,,,former_or_unmapped,ROYE,last_filing_instance_xbrl,1,False,True,True
2017-10-01 00:00:00+00:00,0001108827-17-000054,0001108827,"QEP RESOURCES, INC.",1311,energy,10-Q,1-LAF,2017-07-26,2017-07-27 00:00:00+00:00,20170630,2017,Q2,2017Q3,66.0,,,former_or_unmapped,QEP,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001109189-17-000075,0001109189,BASIC ENERGY SERVICES INC,1389,energy,10-Q,2-ACC,2017-07-31,2017-08-01 00:00:00+00:00,20170630,2017,Q2,2017Q3,61.0,,,former_or_unmapped,BAS,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001193125-17-234570,0001157806,ENCANA CORP,1311,energy,10-Q,1-LAF,2017-07-25,2017-07-26 00:00:00+00:00,20170630,2017,Q2,2017Q3,67.0,,,former_or_unmapped,ECA,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001558370-17-006379,0001168054,CIMAREX ENERGY CO,1311,energy,10-Q,1-LAF,2017-08-09,2017-08-10 00:00:00+00:00,20170630,2017,Q2,2017Q3,52.0,,,former_or_unmapped,XEC,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001172139-17-000103,0001172139,BILL BARRETT CORP,1311,energy,10-Q,2-ACC,2017-08-01,2017-08-02 00:00:00+00:00,20170630,2017,Q2,2017Q3,60.0,,,former_or_unmapped,BBG,last_filing_instance_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001144204-17-040070,0001173911,ENBRIDGE ENERGY MANAGEMENT L L C,1311,energy,10-Q,1-LAF,2017-08-03,2017-08-04 00:00:00+00:00,20170630,2017,Q2,2017Q3,58.0,,,former_or_unmapped,EEQ,last_filing_instance_xbrl,1,False,True,True
2017-10-01 00:00:00+00:00,0001255474-17-000020,0001255474,WHITING PETROLEUM CORP,1311,energy,10-Q,1-LAF,2017-07-27,2017-07-28 00:00:00+00:00,20170630,2017,Q2,2017Q3,65.0,,,former_or_unmapped,WLL,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001144204-17-039983,0001289790,MACQUARIE INFRASTRUCTURE CORP,5172,energy,10-Q,1-LAF,2017-08-02,2017-08-03 00:00:00+00:00,20170630,2017,Q2,2017Q3,59.0,,,former_or_unmapped,MIC,last_filing_inline_xbrl,1,True,False,False
2017-10-01 00:00:00+00:00,0001340122-17-000158,0001340122,"CALUMET SPECIALTY PRODUCTS PARTNERS, L.P.",2911,energy,10-Q,2-ACC,2017-08-07,2017-08-08 00:00:00+00:00,20170630,2017,Q2,2017Q3,54.0,,,former_or_unmapped,CLMT,last_filing_inline_xbrl,1,True,False,False
2017-10-01 00:00:00+00:00,0001144204-16-134337,0001343719,ENERGY XXI LTD,1382,energy,10-Q,2-ACC,2016-11-14,2016-11-15 00:00:00+00:00,20160930,2017,Q1,2016Q4,320.0,,,former_or_unmapped,EXXI,last_filing_instance_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001358071-17-000013,0001358071,CONCHO RESOURCES INC,1311,energy,10-Q,1-LAF,2017-08-03,2017-08-04 00:00:00+00:00,20170630,2017,Q2,2017Q3,58.0,,,former_or_unmapped,CXO,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001144204-17-041344,0001361937,"EV ENERGY PARTNERS, LP",1311,energy,10-Q,2-ACC,2017-08-09,2017-08-10 00:00:00+00:00,20170630,2017,Q2,2017Q3,52.0,,,former_or_unmapped,EVEP,last_filing_instance_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001564590-16-028616,0001397516,REX ENERGY CORP,1311,energy,10-Q,2-ACC,2016-11-09,2016-11-10 00:00:00+00:00,20160930,2016,Q3,2016Q4,325.0,,,former_or_unmapped,REXX,last_filing_instance_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001402281-17-000101,0001402281,ERIN ENERGY CORP.,1381,energy,10-Q,2-ACC,2017-08-09,2017-08-10 00:00:00+00:00,20170630,2017,Q2,2017Q3,52.0,,,former_or_unmapped,ERN,last_filing_instance_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001403853-16-000079,0001403853,"NUVERRA ENVIRONMENTAL SOLUTIONS, INC.",1389,energy,10-Q,2-ACC,2016-11-07,2016-11-08 00:00:00+00:00,20160930,2016,Q3,2016Q4,327.0,,,former_or_unmapped,NESC,last_filing_instance_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001564590-17-015364,0001405073,APPROACH RESOURCES INC,1311,energy,10-Q,2-ACC,2017-08-03,2017-08-04 00:00:00+00:00,20170630,2017,Q2,2017Q3,58.0,,,former_or_unmapped,AREX,last_filing_instance_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001413507-17-000114,0001413507,SRC ENERGY INC.,1311,energy,10-Q,1-LAF,2017-08-03,2017-08-04 00:00:00+00:00,20170630,2017,Q2,2017Q3,58.0,,,former_or_unmapped,SRCI,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001445866-16-002894,0001419583,"EOS PETRO, INC.",1311,energy,10-Q,2-ACC,2016-11-14,2016-11-15 00:00:00+00:00,20160930,2016,Q3,2016Q4,320.0,,,former_or_unmapped,EOPT,last_filing_instance_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001564590-17-015377,0001431372,GASTAR EXPLORATION INC.,1311,energy,10-Q,2-ACC,2017-08-03,2017-08-04 00:00:00+00:00,20170630,2017,Q2,2017Q3,58.0,,,former_or_unmapped,GST,last_filing_instance_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001449488-17-000010,0001449488,CSI COMPRESSCO LP,1389,energy,10-Q,2-ACC,2017-08-08,2017-08-09 00:00:00+00:00,20170630,2017,Q2,2017Q3,53.0,,,former_or_unmapped,CCLP,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001449732-17-000011,0001449732,"WILLBROS GROUP, INC.NEW",1389,energy,10-Q,2-ACC,2017-08-01,2017-08-02 00:00:00+00:00,20170630,2017,Q2,2017Q3,60.0,,,former_or_unmapped,WGRP,last_filing_instance_xbrl,1,False,True,True
2017-10-01 00:00:00+00:00,0001628280-17-008078,0001458891,NOBLE CORP PLC,1381,energy,10-Q,1-LAF,2017-08-04,2017-08-05 00:00:00+00:00,20170630,2017,Q2,2017Q3,57.0,,,former_or_unmapped,NE,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001564590-16-027964,0001469510,RESOLUTE ENERGY CORP,1311,energy,10-Q,2-ACC,2016-11-07,2016-11-08 00:00:00+00:00,20160930,2016,Q3,2016Q4,327.0,,,former_or_unmapped,REN,last_filing_instance_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001564590-17-016327,0001471261,"COBALT INTERNATIONAL ENERGY, INC.",1311,energy,10-Q,2-ACC,2017-08-08,2017-08-09 00:00:00+00:00,20170630,2017,Q2,2017Q3,53.0,,,former_or_unmapped,CIE,last_filing_instance_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001489136-17-000037,0001489136,SEMGROUP CORP,1389,energy,10-Q,1-LAF,2017-08-07,2017-08-08 00:00:00+00:00,20170630,2017,Q2,2017Q3,54.0,,,former_or_unmapped,SEMG,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001509589-17-000048,0001509589,"BONANZA CREEK ENERGY, INC.",1311,energy,10-Q,2-ACC,2017-08-09,2017-08-10 00:00:00+00:00,20170630,2017,Q2,2017Q3,52.0,,,former_or_unmapped,CIVI,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001518832-17-000013,0001518832,"WPX ENERGY, INC.",1311,energy,10-Q,1-LAF,2017-08-03,2017-08-04 00:00:00+00:00,20170630,2017,Q2,2017Q3,58.0,,,former_or_unmapped,WPX,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001564590-17-016982,0001521847,AMPLIFY ENERGY CORP,1311,energy,10-Q,2-ACC,2017-08-09,2017-08-10 00:00:00+00:00,20170630,2017,Q2,2017Q3,52.0,,,former_or_unmapped,AMPY,last_filing_instance_xbrl,1,True,False,False
2017-10-01 00:00:00+00:00,0001525287-17-000072,0001525287,SPRAGUE RESOURCES LP,5171,energy,10-Q,2-ACC,2017-08-09,2017-08-10 00:00:00+00:00,20170630,2017,Q2,2017Q3,52.0,,,former_or_unmapped,SRLP,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001527709-16-000127,0001527709,"MID-CON ENERGY PARTNERS, LP",1311,energy,10-Q,2-ACC,2016-10-31,2016-11-01 00:00:00+00:00,20160930,2016,Q3,2016Q4,334.0,,,former_or_unmapped,MCEP,last_filing_instance_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001528129-17-000110,0001528129,"LAREDO PETROLEUM, INC.",1311,energy,10-Q,1-LAF,2017-08-08,2017-08-09 00:00:00+00:00,20170630,2017,Q2,2017Q3,53.0,,,former_or_unmapped,VTLE,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001564590-16-029545,0001532750,"TITAN ENERGY, LLC",1381,energy,10-Q,2-ACC,2016-11-21,2016-11-22 00:00:00+00:00,20160930,2016,Q3,2016Q4,313.0,,,former_or_unmapped,ARP,last_filing_instance_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001537028-17-000080,0001537028,"INDEPENDENCE CONTRACT DRILLING, INC.",1381,energy,10-Q,2-ACC,2017-07-27,2017-07-28 00:00:00+00:00,20170630,2017,Q3,2017Q3,65.0,,,former_or_unmapped,ICD,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001564590-16-028464,0001540729,FORESIGHT ENERGY LP,1220,energy,10-Q,2-ACC,2016-11-09,2016-11-10 00:00:00+00:00,20160930,2016,Q3,2016Q4,325.0,,,former_or_unmapped,FELP,last_filing_instance_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001144204-17-025603,0001574963,"WORLD POINT TERMINALS, LP",5171,energy,10-Q,2-ACC,2017-05-09,2017-05-10 00:00:00+00:00,20170331,2017,Q1,2017Q2,144.0,,,former_or_unmapped,WPT,last_filing_instance_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001575828-17-000023,0001575828,FRANK'S INTERNATIONAL N.V.,1389,energy,10-Q,1-LAF,2017-08-07,2017-08-08 00:00:00+00:00,20170630,2017,Q2,2017Q3,54.0,,,former_or_unmapped,XPRO,last_filing_inline_xbrl,1,False,True,True
2017-10-01 00:00:00+00:00,0001564590-17-017034,0001583744,ARC LOGISTICS PARTNERS LP,5171,energy,10-Q,2-ACC,2017-08-09,2017-08-10 00:00:00+00:00,20170630,2017,Q2,2017Q3,52.0,,,former_or_unmapped,ARCX,last_filing_instance_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001588238-17-000016,0001588238,RICE ENERGY INC.,1311,energy,10-Q,1-LAF,2017-08-03,2017-08-04 00:00:00+00:00,20170630,2017,Q2,2017Q3,58.0,,,former_or_unmapped,RICE,last_filing_instance_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001594466-17-000090,0001594466,"PARSLEY ENERGY, INC.",1311,energy,10-Q,1-LAF,2017-08-04,2017-08-05 00:00:00+00:00,20170630,2017,Q2,2017Q3,57.0,,,former_or_unmapped,PE,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001564590-16-021712,0001599222,MEMORIAL RESOURCE DEVELOPMENT CORP.,1311,energy,10-Q,1-LAF,2016-07-28,2016-07-29 00:00:00+00:00,20160630,2016,Q2,2016Q3,429.0,,,former_or_unmapped,MRD,last_filing_instance_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001564590-17-015336,0001600470,ECLIPSE RESOURCES CORP,1311,energy,10-Q,2-ACC,2017-08-03,2017-08-04 00:00:00+00:00,20170630,2017,Q2,2017Q3,58.0,,,former_or_unmapped,MR,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001602065-17-000066,0001602065,VIPER ENERGY PARTNERS LP,1311,energy,10-Q,2-ACC,2017-08-02,2017-08-03 00:00:00+00:00,20170630,2017,Q2,2017Q3,59.0,,,former_or_unmapped,VNOM,last_filing_inline_xbrl,1,True,False,False
2017-10-01 00:00:00+00:00,0001628280-16-020942,0001615817,C&J ENERGY SERVICES LTD.,1389,energy,10-Q,1-LAF,2016-11-07,2016-11-08 00:00:00+00:00,20160930,2016,Q3,2016Q4,327.0,,,former_or_unmapped,CJ,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001564590-16-029403,0001623595,"ATLAS ENERGY GROUP, LLC",1311,energy,10-Q,2-ACC,2016-11-17,2016-11-18 00:00:00+00:00,20160930,2016,Q3,2016Q4,317.0,,,former_or_unmapped,ATLS,last_filing_instance_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001564590-17-018981,0000006284,ANALOGIC CORP,3825,technology,10-K,1-LAF,2017-09-26,2017-09-27 00:00:00+00:00,20170731,2017,FY,2017Q3,4.0,,,former_or_unmapped,ALOG,last_filing_instance_xbrl,1,False,True,True
2017-10-01 00:00:00+00:00,0000021510-17-000026,0000021510,COHERENT INC,3826,technology,10-Q,1-LAF,2017-08-09,2017-08-10 00:00:00+00:00,20170630,2017,Q3,2017Q3,52.0,,,former_or_unmapped,COHR,last_filing_inline_xbrl,1,True,False,False
2017-10-01 00:00:00+00:00,0001564590-17-014388,0000023111,COMPUTER TASK GROUP INC,7371,technology,10-Q,2-ACC,2017-07-28,2017-07-29 00:00:00+00:00,20170630,2017,Q2,2017Q3,64.0,,,former_or_unmapped,CTG,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001558370-17-005831,0000026076,CUBIC CORP /DE/,3829,technology,10-Q,1-LAF,2017-08-03,2017-08-04 00:00:00+00:00,20170630,2017,Q3,2017Q3,58.0,,,former_or_unmapped,CUB,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001564590-17-015665,0000033619,ESTERLINE TECHNOLOGIES CORP,3823,technology,10-Q,1-LAF,2017-08-04,2017-08-05 00:00:00+00:00,20170630,2017,Q3,2017Q3,57.0,,,former_or_unmapped,ESL,last_filing_instance_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0000036047-17-000043,0000036047,"CORELOGIC, INC.",7374,technology,10-Q,1-LAF,2017-07-26,2017-07-27 00:00:00+00:00,20170630,2017,Q2,2017Q3,66.0,,,former_or_unmapped,CLGX,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001437749-17-008558,0000067279,MOCON INC,3829,technology,10-Q,2-ACC,2017-05-10,2017-05-11 00:00:00+00:00,20170331,2017,Q1,2017Q2,143.0,,,former_or_unmapped,MOCO,last_filing_instance_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0000068709-17-000043,0000068709,MTS SYSTEMS CORP,3829,technology,10-Q,1-LAF,2017-08-07,2017-08-08 00:00:00+00:00,20170630,2017,Q3,2017Q3,54.0,,,former_or_unmapped,MTSC,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0000310568-17-000124,0000310568,MICROSEMI CORP,3674,technology,10-Q,1-LAF,2017-07-28,2017-07-29 00:00:00+00:00,20170630,2017,Q3,2017Q3,64.0,,,former_or_unmapped,MSCC,last_filing_instance_xbrl,1,False,True,True
2017-10-01 00:00:00+00:00,0001104659-17-050248,0000350868,"ITERIS, INC.",3669,technology,10-Q,2-ACC,2017-08-08,2017-08-09 00:00:00+00:00,20170630,2017,Q1,2017Q3,53.0,,,former_or_unmapped,ITI,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0000354908-17-000055,0000354908,FLIR SYSTEMS INC,3812,technology,10-Q,1-LAF,2017-07-28,2017-07-29 00:00:00+00:00,20170630,2017,Q2,2017Q3,64.0,,,former_or_unmapped,FLIR,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001193125-17-281716,0000357020,XCERRA CORP,3825,technology,10-K,2-ACC,2017-09-11,2017-09-12 00:00:00+00:00,20170731,2017,FY,2017Q3,19.0,,,former_or_unmapped,XCRA,last_filing_instance_xbrl,1,False,True,True
2017-10-01 00:00:00+00:00,0000701811-17-000004,0000701811,MENTOR GRAPHICS CORP,7373,technology,10-K,1-LAF,2017-03-17,2017-03-18 00:00:00+00:00,20170131,2016,FY,2017Q1,197.0,,,former_or_unmapped,MENT,last_filing_instance_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0000708818-17-000023,0000708818,"QUALITY SYSTEMS, INC",7373,technology,10-Q,1-LAF,2017-08-01,2017-08-02 00:00:00+00:00,20170630,2017,Q1,2017Q3,60.0,,,former_or_unmapped,NXGN,last_filing_inline_xbrl,1,False,True,False
2017-10-01 00:00:00+00:00,0001193125-17-280439,0000713425,AMERICAN SOFTWARE INC,7372,technology,10-Q,2-ACC,2017-09-08,2017-09-09 00:00:00+00:00,20170731,2018,Q1,2017Q3,22.0,,,former_or_unmapped,LGTY,last_filing_inline_xbrl,1,False,True,False
