feature_name,source,feature_family,feature_type,lag_rule,used_in_models,leakage_check,economic_interpretation,left_feature,right_feature,rule_formula,missingness,non_missing_rows,selected_base_model,selected_interaction_model
int_bab_x_highvol,QQQ explicit economic interaction,bab_x_volatility,explicit_pairwise_interaction,both legs are lagged PPP or generated lagged context,True,no target/future return/state input,defensive BAB profile under high volatility,z_l1_bab_bab_score_asset_class_neutral_tradable,z_vol_13w,asset-class-neutral BAB score > 0.5 and z_vol_13w > 0.5,0.10226512226512227,34877.0,False,True
int_carry_x_lowvol,QQQ explicit economic interaction,carry_x_volatility,explicit_pairwise_interaction,both legs are lagged PPP or generated lagged context,True,no target/future return/state input,carry works best when volatility is controlled,z_l1_carry_carry_score_tradable,z_vol_13w,carry score > 0.5 and z_vol_13w < -0.5,0.15148005148005148,32965.0,False,True
int_reversal_x_drawdown,QQQ explicit economic interaction,reversal_x_drawdown,explicit_pairwise_interaction,both legs are lagged PPP or generated lagged context,True,no target/future return/state input,mean-reversion attempt in assets with relatively poor drawdowns,z_l1_reversal_reversal_4w_score_tradable,z_drawdown_26w,4w reversal score > 0.5 and z_drawdown_26w < -0.5,0.047747747747747746,36995.0,False,True
int_efa_spy_strength_x_market_trend,QQQ explicit economic interaction,ooo_leadlag_x_market_trend,explicit_pairwise_interaction,both legs are lagged PPP or generated lagged context,True,no target/future return/state input,international leadership signal under positive market trend,ooo2_leadlag_EFA_minus_SPY_13w_signal,ooo2_market_trend_positive_signal,EFA-SPY lead/lag strength > 0 and market trend positive,0.006306306306306306,38605.0,False,True
int_gld_spy_strength_x_stress,QQQ explicit economic interaction,ooo_leadlag_x_state,explicit_pairwise_interaction,both legs are lagged PPP or generated lagged context,True,no target/future return/state input,gold leadership during lagged stress,ooo2_leadlag_GLD_minus_SPY_13w_signal,state_lag1_stressed_panic,GLD-SPY lead/lag strength > 0 and lagged stressed_panic,0.006306306306306306,38605.0,False,True
int_dba_spy_strength_x_inflation_proxy,QQQ explicit economic interaction,real_asset_x_inflation_proxy,explicit_pairwise_interaction,both legs are lagged PPP or generated lagged context,True,no target/future return/state input,agriculture/commodity leadership confirmed by broad commodity return,ooo2_leadlag_DBA_minus_SPY_13w_signal,proxy_PDBC_ret_lag1,DBA-SPY strength > 0 and lagged PDBC return > 0,0.46396396396396394,20825.0,False,True
int_ppp_equity_factor_x_lowvol_mom,QQQ explicit economic interaction,ppp_factor_x_asset_interaction,explicit_pairwise_interaction,both legs are lagged PPP or generated lagged context,True,no target/future return/state input,PPP equity factor context gated by asset-specific momentum/low-vol interaction,ppp_factor_pca_pca_exp_f1_lag1,int_mom13_x_lowvol13,lagged PPP equity factor positive and high momentum/low vol event,0.2418018018018018,29456.0,False,True
int_ppp_duration_factor_x_quality,QQQ explicit economic interaction,ppp_factor_x_quality,explicit_pairwise_interaction,both legs are lagged PPP or generated lagged context,True,no target/future return/state input,quality selection when PPP duration/defensive factor is favorable,ppp_factor_pca_pca_exp_f2_lag1,z_l1_quality_quality_score_tradable,lagged PPP duration/defense factor positive and quality score > 0.5,0.24296010296010295,29411.0,False,True
int_breadth_recovery_x_mom13,QQQ explicit economic interaction,ooo_state_breadth_x_momentum,explicit_pairwise_interaction,both legs are lagged PPP or generated lagged context,True,no target/future return/state input,recovery-confirmed breadth with ETF momentum,ooo2_breadth_ret13_positive_x_recovery_confirmed_signal,z_mom_13w,OOO breadth recovery signal active and z_mom_13w > 0.5,0.04144144144144144,37240.0,False,True
int_calm_neutral_trend_x_relspy,QQQ explicit economic interaction,ooo_event_x_relative_strength,explicit_pairwise_interaction,both legs are lagged PPP or generated lagged context,True,no target/future return/state input,asset relative leadership during calm/neutral trend windows,ooo3event_market_trend_calm_neutral_event,z_rel_strength_SPY_13w,OOO calm/neutral trend event and ETF relative strength vs SPY > 0.5,0.04144144144144144,37240.0,False,True
