cik10,company_name_as_filed,sector,last_eligible_accession,last_eligible_available_at,recovered_symbols,recovery_status,primary_document,source_sha256
0000918386,QLOGIC CORP,technology,0001564590-16-023347,2016-08-09 00:00:00+00:00,,no_explicit_symbol_tag,qlgc-10q_20160703.htm,812e47fe8e9c4be6a6f90e77eb17074e3eebb65b83c30151562d85d2d5fe7100
0000918581,CIBER INC,technology,0000918581-16-000256,2016-11-10 00:00:00+00:00,,no_explicit_symbol_tag,a93016-10qxciber.htm,42eff593fdfd04fee43c28c9b5f8822b82d33193ed12c02a70a6e0cbf4f1ddef
0000919013,WAVE SYSTEMS CORP,technology,0001104659-13-082852,2013-11-09 00:00:00+00:00,,no_explicit_symbol_tag,a13-19550_110q.htm,48042c3acc05fe7cfe5cd431cdce5772927ca7129d0440e2639898a7e4f3b505
0000922521,FALCONSTOR SOFTWARE INC,technology,0000922521-16-000065,2016-11-04 00:00:00+00:00,,no_explicit_symbol_tag,a10q-q32016.htm,fdcbc63c43d92a3304594b3bd2bca630ddb7c079a5c2a8ee7c027917cceeacd3
0000932111,MICREL INC,technology,0000932111-15-000013,2015-04-24 00:00:00+00:00,,no_explicit_symbol_tag,mcrl-2015331x10q.htm,9da3a461a3b48c1f1b074de4a6c17558caeab724680a1de0dd9349e63afb1dd5
0000940332,ANADIGICS INC,technology,0001437749-16-027554,2016-03-15 00:00:00+00:00,,no_explicit_symbol_tag,anad20151231_10k.htm,a50767a6f03c9833f5c037b5c6a3f5ce44a5fabe572c2f6606550bad25473072
0000941685,IMAGEWARE SYSTEMS INC,technology,0001654954-20-005674,2020-05-16 00:00:00+00:00,,no_explicit_symbol_tag,iwsy10k_dec312019.htm,71cb4626171168c2586bfad36d6287d0225c37db4c156360cbc768c47fa44172
0000943580,LECROY CORP,technology,0001193125-12-215112,2012-05-08 00:00:00+00:00,,no_explicit_symbol_tag,d300392d10q.htm,0db415eb869be57691cbd7b4a175fba0eef35d9a10d80b325a170a4916ffee14
0000944739,TRANSWITCH CORP /DE,technology,0001144204-12-060862,2012-11-10 00:00:00+00:00,,no_explicit_symbol_tag,v326078_10q.htm,e53b240a80ea109e65c654021397514ef29298257d2e22826a390adc3faef4c2
0000944765,MERGE HEALTHCARE INC,technology,0001140361-15-028823,2015-07-29 00:00:00+00:00,,no_explicit_symbol_tag,form10q.htm,79584d6fd3b74908220846c3c25cdf3cb8db2294fdcf31a7d32512c6e7650a4c
0000945436,"SUNEDISON, INC.",technology,0000945436-15-000274,2015-11-10 00:00:00+00:00,,no_explicit_symbol_tag,suned-930201510q.htm,6e03d622c08c4128438c3eb2348e33c57f333f4a0fb452620fa69479e8556a60
0000945699,IXYS CORP /DE/,technology,0001193125-17-331841,2017-11-04 00:00:00+00:00,,no_explicit_symbol_tag,d481705d10q.htm,7b48749af22088d59349002a4634f1a08b89a621d2e6a78cd9c4f1909d1586d8
0000946454,"BALLANTYNE STRONG, INC.",technology,0001493152-18-015280,2018-11-08 00:00:00+00:00,,no_explicit_symbol_tag,form10-q.htm,2bea8ecf5f09ce88d081487cdf870f84084c8783ef177d184e733be11cddb8e8
0001000180,SANDISK CORP,technology,0001000180-16-000094,2016-05-03 00:00:00+00:00,,no_explicit_symbol_tag,sndk2016-q110xq.htm,bb0aeba366ebd566660463d314c2886f9b331c2424ac479b89288fb8f1c36a5c
0001001288,LEXMARK INTERNATIONAL INC /KY/,technology,0001001288-16-000088,2016-11-05 00:00:00+00:00,,no_explicit_symbol_tag,thirdqtr201610q.htm,4ada5dc1c2ff01dee328ac54042e9585cb130545d67996c4470312c08ba9dd21
0001001426,PERICOM SEMICONDUCTOR CORP,technology,0001206774-15-003374,2015-11-03 00:00:00+00:00,,no_explicit_symbol_tag,pericom_10q.htm,11313601b6c30b30ede26cf434a22baa4b5787da42249dc3cd71cf634fa0b961
0001002135,WESTELL TECHNOLOGIES INC,technology,0001002135-16-000062,2016-02-06 00:00:00+00:00,,no_explicit_symbol_tag,wstl-20151231x10q.htm,6b6662f10cbd6ecdf1e854231d111c6e1ce9e7858af0c92668ac3ece4ba31276
0001002225,ADVENT SOFTWARE INC /DE/,technology,0001104659-15-035591,2015-05-08 00:00:00+00:00,,no_explicit_symbol_tag,a15-7327_110q.htm,bd2fc0b13d8bbb60684adca75e2991f64ada6718a8d3205e1fe9dcb63d59ba73
0001002388,"ACCELRYS, INC.",technology,0001002388-14-000006,2014-03-11 00:00:00+00:00,,no_explicit_symbol_tag,accl-201312311310xkxasofq4.htm,cf2c8a3caf0857213549c0985a2b4b67364a29bf013658efea93b2081ff07691
0001003214,SILICON IMAGE INC,technology,0001003214-15-000017,2015-02-26 00:00:00+00:00,,no_explicit_symbol_tag,simg-20141231x10k.htm,c37310566a79a8fbb5ce68f48283650a8b4c673254e309c4c51631d8bea632f5
0001006892,JDA SOFTWARE GROUP INC,technology,0001006892-12-000040,2012-11-02 00:00:00+00:00,,no_explicit_symbol_tag,jdas-9302012x10q.htm,0ac9cd2e3ec5e4ce207e88a0b5710e62f34a85fd3a8fe4d18c8dd120ed710497
0001008586,STREAMLINE HEALTH SOLUTIONS INC.,technology,0001008586-15-000004,2015-12-11 00:00:00+00:00,,no_explicit_symbol_tag,strm2015103110q.htm,3a070f0afd7507388ab53cfdf2f079d63c1ad30d337cece94c99f5e2f8b6a6e7
0001008817,SAPIENT CORP,technology,0001008817-14-000011,2014-11-07 00:00:00+00:00,,no_explicit_symbol_tag,q314form10-q.htm,ad4905c0d2f3f55969a3561cb425b0d7dd4920b17dd92852e7ed30cec124a68a
0001009626,BROCADE COMMUNICATIONS SYSTEMS INC,technology,0001009626-17-000082,2017-09-02 00:00:00+00:00,,no_explicit_symbol_tag,brcd-10qxfy17q3.htm,74ca661896ccc9a997895692f26985703ebac7ad9d0afddd6843c1ea55f07ba2
0001010552,POLYCOM INC,technology,0001564590-16-022712,2016-08-05 00:00:00+00:00,,no_explicit_symbol_tag,plcm-10q_20160630.htm,1a79720b6faabc31eb173574eae1ba9aa37d1888d3741bf9079ef11915215a53
0001011006,YAHOO INC,technology,0001193125-17-164173,2017-05-10 00:00:00+00:00,,no_explicit_symbol_tag,d358906d10q.htm,2511c28b5e9f16c64eab4236895f1a7b19efc780d5a53267c3db84bab0455442
0001011452,"MEDICAL INFORMATION TECHNOLOGY, INC.",technology,0001011452-18-000003,2018-02-01 00:00:00+00:00,,no_explicit_symbol_tag,tenk.htm,10fb02f69c9bffd5b2aa1757c1096b5a9416306ace936e513f6ba64f96d190c4
0001016125,ULTIMATE SOFTWARE GROUP INC,technology,0001016125-19-000057,2019-05-02 00:00:00+00:00,,no_explicit_symbol_tag,ulti03312019q1.htm,6017034ca2292d09498ed13d081cd27772a414f2916bddee9b8a5666c4bf4fb5
0001017968,EDGEWATER TECHNOLOGY INC/DE/,technology,0001193125-18-323498,2018-11-10 00:00:00+00:00,,no_explicit_symbol_tag,d581395d10q.htm,84f319fdf484339635cd55e6049f2704452702a1c0e851485b14a4df62f7b179
0001018003,INGRAM MICRO INC,technology,0001018003-16-000112,2016-10-28 00:00:00+00:00,,no_explicit_symbol_tag,im-fy16q3.htm,fd24965f412358046b9f1183d0fa4d5f207ac0348a659e7bccc4b8e8aba03dea
0001022225,OPLINK COMMUNICATIONS INC,technology,0001022225-14-000049,2014-11-08 00:00:00+00:00,,no_explicit_symbol_tag,form10-q.htm,1d650115a32305021c5ac2bbcbb6ee44d14433fcfb264b975869f8797ad11358
0001023362,POWERWAVE TECHNOLOGIES INC,technology,0001193125-12-463671,2012-11-10 00:00:00+00:00,,no_explicit_symbol_tag,d409735d10q.htm,ebd8f13c16bf557949f6028d51c4aba9f5aef7b73cf11444d7fe87361de85873
0001023364,"AUTOWEB, INC.",technology,0001654954-18-005052,2018-05-11 00:00:00+00:00,,no_explicit_symbol_tag,auto10q_mar312018.htm,589e61715fb20940070ded803398bc9b4e25b738a78c90c97b00059e5ab20605
0001024732,IGATE CORP,technology,0001193125-15-173796,2015-05-07 00:00:00+00:00,,no_explicit_symbol_tag,d888024d10q.htm,48d2870daffd4148bbff0e023330f97b701893dec1b1930a2f9b44a0b914144a
0001027207,EPIQ SYSTEMS INC,technology,0001104659-16-138312,2016-08-10 00:00:00+00:00,,no_explicit_symbol_tag,a16-11586_110q.htm,ff63c3d243a241dafd4cbe5c6a6d29f3f38cdbca033edb5531d29c1a524f7d31
0001029299,"DELTEK, INC",technology,0001193125-12-347867,2012-08-10 00:00:00+00:00,,no_explicit_symbol_tag,d351897d10q.htm,bb7f39c83b1c9e6bcfdca63606fad98f5f12d3f59992e8fdf4d1e41c72896efb
0001031028,GLOBECOMM SYSTEMS INC,technology,0001193125-13-435181,2013-11-09 00:00:00+00:00,,no_explicit_symbol_tag,d610265d10q.htm,755e70882d237218edc0e3b2e4fec4f5dd3949beb36f9d11853874d4afdca23d
0001035748,CALLIDUS SOFTWARE INC,technology,0001035748-18-000007,2018-03-01 00:00:00+00:00,,no_explicit_symbol_tag,cald-12312017x10k.htm,f3cfe9e0668807ec1a13140785a611310be0b67ca1177bf677f4d1e7e23a74c0
0001036960,FAIRCHILD SEMICONDUCTOR INTERNATIONAL INC,technology,0001193125-16-678237,2016-08-11 00:00:00+00:00,,no_explicit_symbol_tag,d199456d10q.htm,321c17c89d6744c28bfc5ad85d00584432028700445f6c21a3a6fb04539eceec
0001037760,CEPHEID,technology,0001628280-16-020755,2016-11-04 00:00:00+00:00,,no_explicit_symbol_tag,q3_201610q.htm,cd5e0597a5e90bbb329d4c162efb3f161835fa396c3f745398757c8758243e75
0001039101,"L3 TECHNOLOGIES, INC.",technology,0001039101-19-000013,2019-05-02 00:00:00+00:00,,no_explicit_symbol_tag,lll-032919x10q.htm,f318f5cdddb796f9c979d74ac512af82b68f5c05da70554189e06ce331cb54ee
0001040426,SYNTEL INC,technology,0001193125-18-234146,2018-08-02 00:00:00+00:00,,no_explicit_symbol_tag,d556670d10q.htm,96d3cf90b535abe95e9f963d31aa1b98248fa0417b13582d0336e5a5c8bac1c9
0001042783,DOT HILL SYSTEMS CORP,technology,0001042783-15-000047,2015-08-07 00:00:00+00:00,,no_explicit_symbol_tag,hill-2015630xq2.htm,ce177a03558d423703bec5cea9a483db1303e4742fd7d21d9f0cb4720e80cdcb
0001042825,POWER ONE INC,technology,0001047469-13-005903,2013-05-11 00:00:00+00:00,,no_explicit_symbol_tag,a2215130z10-q.htm,a96aa5a628edc04303b07b4b7c96bd6d2040d854e37c057b03b6e3be5c365aa7
0001044590,"INTERMEC, INC.",technology,0001445305-13-002036,2013-08-09 00:00:00+00:00,,no_explicit_symbol_tag,in-20130630x10q.htm,d8c9db0592c2fdc212e7b33c6c57cf6a088e0d751546647750afc0375b454334
0001045150,"OFFICIAL PAYMENTS HOLDINGS, INC.",technology,0001045150-12-000072,2012-12-15 00:00:00+00:00,,no_explicit_symbol_tag,form10k.htm,a5b26dd8447986eb66ee73445c7898f9139084f781f3b590d2d076dcb7d53ced
0001046327,REALNETWORKS INC,technology,0001046327-19-000041,2019-11-01 00:00:00+00:00,,no_explicit_symbol_tag,q310q2019.htm,c7dc8b23a7f4e4004cedf575419054c26c1773117b0ca8ae41e94cd8fd6453cd
0001046995,EMAGIN CORP,technology,0001013762-12-002045,2012-11-09 00:00:00+00:00,,no_explicit_symbol_tag,form10q.htm,bf82c9926a26dc67e80a3773a3176f32e1c87dd434909648070dbe2c665a14ad
0001050550,VOLTERRA SEMICONDUCTOR CORP,technology,0001193125-13-319146,2013-08-06 00:00:00+00:00,,no_explicit_symbol_tag,d559419d10q.htm,f0ae823df502caba6bf3f44aaa17faefdc624d98cf9621ddfafd4c84480c0467
0001053374,IPASS INC,technology,0001053374-18-000079,2018-11-14 00:00:00+00:00,,no_explicit_symbol_tag,ipas-20180930x10q.htm,93643fe47e9232b63d16fdcab8de5c938ecd38d829310a4776eaba1afa71d15b
0001054374,BROADCOM CORP,technology,0001054374-15-000124,2015-10-27 00:00:00+00:00,,no_explicit_symbol_tag,a20150930-10q.htm,ff559ba619f6bdfa4a362579e8ba4819c1ddd3e20cc557dee9a580522377e908
0001056239,L 3 COMMUNICATIONS HOLDINGS INC,technology,0001193125-16-749383,2016-10-28 00:00:00+00:00,,no_explicit_symbol_tag,d258317d10q.htm,601d525016333dda012b60d16ae18e7d8c1ca81bbce4a5441a6c4f76f35919a2
0001056386,INTERNAP CORP,technology,0001628280-20-007086,2020-05-09 00:00:00+00:00,,no_explicit_symbol_tag,inap-123119x10k.htm,71f63626ed3d69bba5515d09f24317997fd26fd7411c275730e9614a78db930e
0001056923,DATALINK CORP,technology,0001104659-16-155765,2016-11-10 00:00:00+00:00,,no_explicit_symbol_tag,a16-17118_110q.htm,b61d28d1faf874b4c3ae93a7e1b731808831045f7eb7b4289c635268e1cb967c
0001059786,MIPS TECHNOLOGIES INC,technology,0001103969-13-000015,2013-02-06 00:00:00+00:00,,no_explicit_symbol_tag,f10qfy13q2.htm,5a03f220a784bb724f3c1d7ae3d5dfb50a0fdc2710269b455492ab1602c8feb7
0001062047,CONVERGYS CORP,technology,0001062047-18-000048,2018-08-08 00:00:00+00:00,,no_explicit_symbol_tag,cvg2018630-10q.htm,e34166e811e4797012d410ed7b4cbcfa3a72dfc7adf21fb52d38e0644e6d93ee
0001062478,ACTUATE CORP,technology,0001193125-14-401006,2014-11-07 00:00:00+00:00,,no_explicit_symbol_tag,d795746d10q.htm,1fe79f138f728d88887141b12c2df81a5841b5c0f59ed6a1025a6ccc1ad7bb09
0001062530,DIGITAL RIVER INC /DE,technology,0001558370-14-000246,2014-11-01 00:00:00+00:00,,no_explicit_symbol_tag,driv-20140930x10q.htm,e45c9e797432971da6be63d185a8ad999e387301726d4fcbe4bce8783a818685
0001066026,CONCUR TECHNOLOGIES INC,technology,0001066026-14-000019,2014-11-19 00:00:00+00:00,,no_explicit_symbol_tag,cnqr-2014x10k.htm,a334ebc687767dc265926941fbbe13b86b981eae030c48c8733306a6eb210dda
0001068874,IMPLANT SCIENCES CORP,technology,0001068874-15-000069,2015-11-17 00:00:00+00:00,,no_explicit_symbol_tag,imsc150930_10q.htm,86371207682ecdf3b7783000e051da75c9d26a7f2291f080867b23b3ef9d1897
0001068875,"BLUCORA, INC.",technology,0001068875-17-000057,2017-07-28 00:00:00+00:00,,no_explicit_symbol_tag,bcor10-qq22017.htm,30c870aa17e08219cb9eb75057e5044bda3b276f32cc93332d15fc7789b02b1e
0001070380,SABA SOFTWARE INC,technology,0001193125-12-004960,2012-01-07 00:00:00+00:00,,no_explicit_symbol_tag,d255973d10q.htm,6a68b9ffea47daeaa3759f3ec1febd21ae8dbcf2f13270feb3e193d582882bd4
0001076481,SEQUENOM INC,technology,0001076481-16-000083,2016-08-06 00:00:00+00:00,,no_explicit_symbol_tag,sqnm2016q210q.htm,a9a81b00d401986205cf63894dee99a36bf7d5563a99a7a17d9d74ae2383cc16
0001076682,MAJESCO ENTERTAINMENT CO,technology,0001144204-13-034092,2013-06-11 00:00:00+00:00,,no_explicit_symbol_tag,v346681_10q.htm,78f121ba62e7c8050f24d30b00fba21038533bb2929d5f74a6e0eb10639d3873
0001080099,INFORMATICA CORP,technology,0001080099-15-000018,2015-08-07 00:00:00+00:00,,no_explicit_symbol_tag,infa-20150630x10q.htm,7fabc409f33f3d2a59f1340343a54b3c8647d1815ef6c20640fa95d7af039712
0001080747,GREENWAY MEDICAL TECHNOLOGIES INC,technology,0001188112-13-003308,2013-11-13 00:00:00+00:00,,no_explicit_symbol_tag,t77764_10q.htm,b8f3dc92e91a722a7ec3569829c9ce6fa0d221301c75df07f00a693f8974b6f5
0001081078,API TECHNOLOGIES CORP.,technology,0001193125-15-340373,2015-10-09 00:00:00+00:00,,no_explicit_symbol_tag,d80020d10q.htm,a9c8691336c45dda79683d6f3166a1f772a7f7698582035cfe8a31ad930f9837
0001082506,"GREAT ELM CAPITAL GROUP, INC.",technology,0001564590-20-024364,2020-05-12 00:00:00+00:00,,no_explicit_symbol_tag,gec-10q_20200331.htm,9e557cc36252d6a39b7176b8bf70d36aed44b3a51e1e8e56b61020ca467e430a
0001082526,SCIQUEST INC,technology,0001564590-16-018270,2016-05-07 00:00:00+00:00,,no_explicit_symbol_tag,sqi-10q_20160331.htm,14c22652653ee320b99ee29c4a5b0d966aad34b7d0347e2b2785e945e70bcb29
0001084384,PARETEUM CORP,technology,0001628280-21-016441,2021-08-11 00:00:00+00:00,,no_explicit_symbol_tag,teum-20200930.htm,dc2b6a9f4e46fa4314f5778b6e2394ed258bc6b3784758094590ffb32d5ec9f1
0001084755,ARIBA INC,technology,0001193125-12-337068,2012-08-07 00:00:00+00:00,,no_explicit_symbol_tag,d361648d10q.htm,a3d7eca862257463b98c3547ad8f53c324c521ed413d7276e0f15c319dc8e36b
0001084817,RESPONSYS INC,technology,0001193125-13-433154,2013-11-08 00:00:00+00:00,,no_explicit_symbol_tag,d603980d10q.htm,e934ff88b31e808542e3f26e4648c2f84e8f962274885534decc8df6ec7f5f0e
0001085280,TIBCO SOFTWARE INC,technology,0001085280-14-000169,2014-10-09 00:00:00+00:00,,no_explicit_symbol_tag,tibx831201410q.htm,93c399a2741f96eca8501811e278ee8b1fd8002f2ba898d6aa07beffbe17d944
0001085621,ACTUA CORP,technology,0001085621-18-000003,2018-03-31 00:00:00+00:00,,no_explicit_symbol_tag,actuacorp12312017.htm,066c6cd9d00fa65897527de12efda081523b106e080cdbad37b4de48f7a30c5e
0001086909,"BROADSOFT, INC.",technology,0001086909-17-000024,2017-11-07 00:00:00+00:00,,no_explicit_symbol_tag,bsft-2017930x10q.htm,748eaab19effad600b044a85fbcb86e80543394c54ba266dc9b1f542254b3644
0001087423,RED HAT INC,technology,0001087423-19-000017,2019-06-29 00:00:00+00:00,,no_explicit_symbol_tag,rht-10qq1fy20.htm,e6ab76b91c2d24c2203eaaae47db4877214a7f6b16cc8e5669d2e068b044f7d4
0001087934,"INCONTACT, INC.",technology,0001564590-16-028621,2016-11-10 00:00:00+00:00,,no_explicit_symbol_tag,saas-10q_20160930.htm,8dee03c414ab4aed516ed559e3950d3e13c6cfd4c5bd35e1e80d536dd4036929
0001088033,QUEST SOFTWARE INC,technology,0001193125-12-347980,2012-08-10 00:00:00+00:00,,no_explicit_symbol_tag,d358492d10q.htm,84c0484f351d1b8221e0aae1f9b238c4a60a4e7aa417f0f71dfed0e329b948d1
0001092367,SYCAMORE NETWORKS INC,technology,0001193125-13-091939,2013-03-06 00:00:00+00:00,,no_explicit_symbol_tag,d466071d10q.htm,905a797cfc9f4f691d48263f30b4c99a0ec07e79452bfeb9328f9d895817da9b
0001094348,MATTERSIGHT CORP,technology,0001564590-18-020921,2018-08-10 00:00:00+00:00,,no_explicit_symbol_tag,matr-10q_20180630.htm,88f6935ff3ac408219f64886715057f356e6fa02c61d17719c37dfb887b85174
0001094392,RUDOLPH TECHNOLOGIES INC,technology,0001564590-19-041872,2019-11-08 00:00:00+00:00,,no_explicit_symbol_tag,rtec-10q_20190930.htm,597a559960a9554ec1c129e2c3ae93a6e5b9e84ab00a33bb8fd2f4735938ac99
0001094739,FINISAR CORP,technology,0001094739-19-000078,2019-09-05 00:00:00+00:00,,no_explicit_symbol_tag,fnsr10qq1fy20.htm,ad52537d50872a13eb914df3ae6f7c017b97e37085ffa013b6ae9fd3e881143b
0001095277,INTERSECTIONS INC,technology,0001193125-14-195021,2014-05-13 00:00:00+00:00,,no_explicit_symbol_tag,d689247d10q.htm,10158e077d987bc5df975ed856e6edfb32ebadbf12037dd4e02e2bfb6ae11bea
0001095291,"WEB.COM GROUP, INC.",technology,0001095291-18-000091,2018-08-01 00:00:00+00:00,,no_explicit_symbol_tag,web20180630-10q.htm,5b936d528448e7a2af8b038395b5672b589166f8919f29eaa150520e1f7ae3a5
0001096325,INTERSIL CORP/DE,technology,0001096325-17-000006,2017-02-18 00:00:00+00:00,,no_explicit_symbol_tag,isil-20161230x10k.htm,e86eb9e6058ab871b8e8fd30b13feea62ba038955444190c9ab73fb0dac38370
0001096738,EPOCRATES INC,technology,0001096738-13-000002,2013-03-12 00:00:00+00:00,,no_explicit_symbol_tag,epoc2012form10-k.htm,2e3df4516a8549e46ca02e9a81a0ccc62519b79bff7d05155d5c8d745ca42708
0001100969,"ASIAINFO-LINKAGE, INC",technology,0001193125-13-433891,2013-11-09 00:00:00+00:00,,no_explicit_symbol_tag,d603086d10q.htm,b6ff8327e0c3e25b1353b41935deb246d9f8b50f2416b18cdec59e7618e4617e
0001101169,VIASYSTEMS GROUP INC,technology,0001193125-15-174816,2015-05-07 00:00:00+00:00,,no_explicit_symbol_tag,d901735d10q.htm,1a1d18aa0a51e47f91bc28dcd4fea9b139e07a24bc419f1a21f2055d536060eb
0001102541,EARTHLINK HOLDINGS CORP.,technology,0001102541-17-000014,2017-02-25 00:00:00+00:00,,no_explicit_symbol_tag,elnk-20161231x10k.htm,b834d400fc1d1a483c9fdaf5bfa4596dcbff64ca4c976107dfa8cd4a369651d5
0001102741,"STEC, INC.",technology,0001193125-13-324234,2013-08-08 00:00:00+00:00,,no_explicit_symbol_tag,d563023d10q.htm,22a2c7805c1437eee92ec253c6510d63d117ffe3e634b82c08a56a0e38c5f360
0001104042,ADVANCED ANALOGIC TECHNOLOGIES INC,technology,0001193125-12-002015,2012-01-05 00:00:00+00:00,,no_explicit_symbol_tag,d241101d10q.htm,89cf56c591401d3b7b1346b33da2d09d612e2089b0996cfe0a2a48f84933b44a
0001104188,SOHU COM INC,technology,0001193125-18-155137,2018-05-09 00:00:00+00:00,,no_explicit_symbol_tag,d579727d10q.htm,8bdf990552e72596d346daf6c0714781503363df5afda7de2bd8a7ac5f55571a
0001104252,DDI CORP,technology,0001193125-12-182392,2012-04-26 00:00:00+00:00,,no_explicit_symbol_tag,d328721d10q.htm,0443fe5071faafd5689bec505ea06bd53393e1bf693a745309addef3546f2cfa
0001104855,"SUPPORT.COM, INC.",technology,0001140361-16-084871,2016-11-05 00:00:00+00:00,,no_explicit_symbol_tag,form10q.htm,3fc2ec541ec0aa16b5d28f9693ba18078171cc7129cfac5d8e95d7caa1988ca3
0001105472,SONUS NETWORKS INC,technology,0001105472-17-000033,2017-10-28 00:00:00+00:00,,no_explicit_symbol_tag,sons9301710-q.htm,e210172263c9ca77784a9706b4654e63bf31b679ee66a6fa13b89e11e8e093bc
0001106851,OMNIVISION TECHNOLOGIES INC,technology,0001104659-15-083252,2015-12-08 00:00:00+00:00,,no_explicit_symbol_tag,a15-19866_110q.htm,98403f0b06665a05526e226a4e241103accae7bf4a83d3337e16219effd1e051
0001107694,"RACKSPACE HOSTING, INC.",technology,0001107694-16-000099,2016-11-10 00:00:00+00:00,,no_explicit_symbol_tag,rax0930201610-q.htm,c932a3ee4f40fd075d0cd90de911b50bbe04ad76b413fd0e0884f3979c4ce5df
0001108924,OPNET TECHNOLOGIES INC,technology,0001193125-12-457833,2012-11-08 00:00:00+00:00,,no_explicit_symbol_tag,d398587d10q.htm,7aa00ce488090dfceb74e8415db33d406b8f64b96c84d7d7026100cf53343f2b
0001110647,"OCLARO, INC.",technology,0001628280-18-013985,2018-11-09 00:00:00+00:00,,no_explicit_symbol_tag,oclr-9x29x2018x10q.htm,5a178410b91cdb3756ae3796d5c92d7be319ee2f51eaea77e4ed6a63dac4f8a3
0001110903,NETWORK ENGINES INC,technology,0001104659-12-056416,2012-08-10 00:00:00+00:00,,no_explicit_symbol_tag,a12-13708_110q.htm,27659b972426f84d8f3998ceb70de2b3f2015b6feb6441f3522c19743e3ce3b5
0001111665,TELECOMMUNICATION SYSTEMS INC /FA/,technology,0001564590-15-008934,2015-10-31 00:00:00+00:00,,no_explicit_symbol_tag,tsys-10q_20150930.htm,154a1c6c6119b0e581895e47cabe0eafb0d9947a7603339866e9511b7d93e716
0001114714,KENEXA CORP,technology,0001114714-12-000030,2012-11-10 00:00:00+00:00,,no_explicit_symbol_tag,knxa-20120930x10q.htm,00ebc474b69350b42a20e12486a47d05c8ae1e6ed220902a4bb9da2cd8885251
0001117106,NETSUITE INC,technology,0001117106-16-000072,2016-10-29 00:00:00+00:00,,no_explicit_symbol_tag,a930201610q.htm,6c5e6025514159b0bba0ef947cd801640c8966056be2866926671e899496972f
0001120295,IXIA,technology,0001120295-17-000006,2017-03-02 00:00:00+00:00,,no_explicit_symbol_tag,a2016q4form10-k.htm,d5bbcd74055018e8c122a1f50d68348e9e0c0b820676c51bceedb08e500290cc
0001122342,ALLIANCE FIBER OPTIC PRODUCTS INC,technology,0001206774-16-005738,2016-05-03 00:00:00+00:00,,no_explicit_symbol_tag,afop_10q.htm,d58576edddf129579d3ce9d7bc3e8a8e0fccc6267ea660d57e7c7dda3a19f7e9
0001122388,ELLIE MAE INC,technology,0001122388-19-000013,2019-03-02 00:00:00+00:00,,no_explicit_symbol_tag,elli-20181231x10k.htm,9ac0e029e33a2bf7f8908738bbdfaed023127dbbfca43e47c581cbdee6ade0cb
0001122897,CVENT INC,technology,0001122897-16-000061,2016-11-03 00:00:00+00:00,,no_explicit_symbol_tag,a10q-093016.htm,3d5605570f51ca767ab104316ee6068700de9dee058cb9d1fc808a6e5c8fafa2
0001130258,ACME PACKET INC,technology,0001193125-13-086647,2013-03-02 00:00:00+00:00,,no_explicit_symbol_tag,d440004d10k.htm,f8b7aec5e100acf0153a0339481bac9c4f850c701fcb468209e9cf6a516252c7
0001130866,HITTITE MICROWAVE CORP,technology,0001104659-14-035153,2014-05-07 00:00:00+00:00,,no_explicit_symbol_tag,a14-9947_110q.htm,b2c600cebb78b843ccdd9f89ceaafa5c3144f8d1e5233dd63a902a13b093c73c
0001134203,TALEO CORP,technology,0001193125-12-089437,2012-03-01 00:00:00+00:00,,no_explicit_symbol_tag,d254366d10k.htm,8f3fc526e249ea31d3d3dd36dc14a547caf5e66d6d32f3f37b29182f6765f2aa
0001135711,NETLOGIC MICROSYSTEMS INC,technology,0001135711-12-000008,2012-02-16 00:00:00+00:00,,no_explicit_symbol_tag,n10k.htm,a207af869e034775824ca0ce360fc3b44fde81548b36bb6a3dcff967f4f48059
0001137204,"HIPCRICKET, INC.",technology,0001415889-14-000083,2014-01-10 00:00:00+00:00,,no_explicit_symbol_tag,hipp10qnov302013.htm,de0d1bcabd3a52a3a2efa1374463cb2935607608db317a1c484d7b424de29819
0001138830,AUTHENTEC INC,technology,0001437749-12-007899,2012-08-09 00:00:00+00:00,,no_explicit_symbol_tag,ati_10q-062912.htm,a54c9ea115ac96f1275f00820ac8ed30287565e9268e943a6f27dabbf31faf94
0001141107,ARRIS GROUP INC,technology,0001193125-15-370106,2015-11-07 00:00:00+00:00,,no_explicit_symbol_tag,d70478d10q.htm,bb12293954551c408b6e6a6ea4893b2458b05245aad7189c3b25b360d00794ca
0001141982,COOPER INDUSTRIES PLC,technology,0001193125-12-451589,2012-11-06 00:00:00+00:00,,no_explicit_symbol_tag,d396803d10q.htm,808358ba2552269dc34cf2854f7b01cee7038d1066c79b534b3c1bfe1ce223ce
0001142701,UNITED ONLINE INC,technology,0001047469-16-013069,2016-05-11 00:00:00+00:00,,no_explicit_symbol_tag,a2228567z10-q.htm,100569e5beb951594e02888e853f0516a98506a0e0cfae20f46c2c041fc9af0f
0001157780,OPNEXT INC,technology,0001193125-12-265345,2012-06-09 00:00:00+00:00,,no_explicit_symbol_tag,d328135d10k.htm,751c59457e92c673c2fc70ef12b5edb930ba23f200eaf9b82d9e1d7d71cffcd3
0001163932,ACTIVE NETWORK INC,technology,0001193125-13-427873,2013-11-06 00:00:00+00:00,,no_explicit_symbol_tag,d599873d10q.htm,acf77a58f35961ed6cc2413f44606cc4b1f4ef4032ebd099d88b3940692f4531
