Date,Ticker,signal_value_observed,signal_name,source,frequency,lag_periods,research_only,notes,signal_value_tradable
2006-07-21,VNQ,0.1830630496573337,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.16883771772698578
2006-07-28,VNQ,0.19974882310049424,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.1830630496573337
2006-08-04,VNQ,0.25067225383374914,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.19974882310049424
2006-08-11,VNQ,0.16551699112971516,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.25067225383374914
2006-08-18,VNQ,0.15305797560552475,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.16551699112971516
2006-08-25,VNQ,0.1622791038669255,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.15305797560552475
2006-09-01,VNQ,0.19492043002683995,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.1622791038669255
2006-09-08,VNQ,0.15774350654265243,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.19492043002683995
2006-09-15,VNQ,0.1317003715991415,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.15774350654265243
2006-09-22,VNQ,0.16807577612350844,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.1317003715991415
2006-09-29,VNQ,0.16692175452355115,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.16807577612350844
2006-10-06,VNQ,0.3095413053858471,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.16692175452355115
2006-10-13,VNQ,0.4305624890482765,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.3095413053858471
2006-10-20,VNQ,0.3713127986366256,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.4305624890482765
2006-10-27,VNQ,0.4086746334705709,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.3713127986366256
2006-11-03,VNQ,0.2943706129600783,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.4086746334705709
2006-11-10,VNQ,0.4114763574168903,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.2943706129600783
2006-11-17,VNQ,0.49814212077241343,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.4114763574168903
2006-11-24,VNQ,0.5587412952867354,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.49814212077241343
2006-12-01,VNQ,0.5160227135262038,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.5587412952867354
2006-12-08,VNQ,0.4919109076648455,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.5160227135262038
2006-12-15,VNQ,0.4845209753829917,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.4919109076648455
2006-12-22,VNQ,0.4624915823353213,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.4845209753829917
2006-12-29,VNQ,0.4326587056125148,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.4624915823353213
2007-01-05,VNQ,0.35188448377267517,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.4326587056125148
2007-01-12,VNQ,0.47519418195578833,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.35188448377267517
2007-01-19,VNQ,0.5007406361161434,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.47519418195578833
2007-01-26,VNQ,0.4741556708719266,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.5007406361161434
2007-02-02,VNQ,0.4852096478958109,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.4741556708719266
2007-02-09,VNQ,0.6480044128642974,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.4852096478958109
2007-02-16,VNQ,0.6051820309272453,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.6480044128642974
2007-02-23,VNQ,0.517826322659512,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.6051820309272453
2007-03-02,VNQ,0.310330666330303,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.517826322659512
2007-03-09,VNQ,0.3182113945753723,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.310330666330303
2007-03-16,VNQ,0.22967489071900743,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.3182113945753723
2007-03-23,VNQ,0.30669681089961065,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.22967489071900743
2007-03-30,VNQ,0.2504950699854222,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.30669681089961065
2007-04-06,VNQ,0.23256273986357834,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.2504950699854222
2007-04-13,VNQ,0.1802289168047424,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.23256273986357834
2007-04-20,VNQ,0.19594131619802996,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.1802289168047424
2007-04-27,VNQ,0.18292555683750278,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.19594131619802996
2007-05-04,VNQ,0.20244675374826376,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.18292555683750278
2007-05-11,VNQ,0.20203940781789748,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.20244675374826376
2007-05-18,VNQ,0.025420807637794505,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.20203940781789748
2007-05-25,VNQ,-0.09575980806637213,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.025420807637794505
2007-06-01,VNQ,0.029737914324714666,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.09575980806637213
2007-06-08,VNQ,-0.03330369836638953,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.029737914324714666
2007-06-15,VNQ,-0.02708915156326333,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.03330369836638953
2007-06-22,VNQ,-0.0617168125639324,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.02708915156326333
2007-06-29,VNQ,-0.11127790374310499,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.0617168125639324
2007-07-06,VNQ,-0.024225165038190784,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.11127790374310499
2007-07-13,VNQ,-0.11391748111288669,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.024225165038190784
2007-07-20,VNQ,-0.19844205341326268,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.11391748111288669
2007-07-27,VNQ,-0.33678139871326773,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.19844205341326268
2007-08-03,VNQ,-0.36785053323225264,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.33678139871326773
2007-08-10,VNQ,-0.32879641885295546,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.36785053323225264
2007-08-17,VNQ,-0.3082965192469184,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.32879641885295546
2007-08-24,VNQ,-0.2523061447726704,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.3082965192469184
2007-08-31,VNQ,-0.18546624832290826,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.2523061447726704
2007-09-07,VNQ,-0.23599296470908315,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.18546624832290826
2007-09-14,VNQ,-0.15932811654408127,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.23599296470908315
2007-09-21,VNQ,-0.16019108317194145,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.15932811654408127
2007-09-28,VNQ,-0.1297344044282794,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.16019108317194145
2007-10-05,VNQ,-0.030050575961786643,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.1297344044282794
2007-10-12,VNQ,-0.062244048851286406,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.030050575961786643
2007-10-19,VNQ,-0.15938385037432432,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.062244048851286406
2007-10-26,VNQ,-0.11304984692478033,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.15938385037432432
2007-11-02,VNQ,-0.13358210520759692,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.11304984692478033
2007-11-09,VNQ,-0.17584160189259473,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.13358210520759692
2007-11-16,VNQ,-0.11708379809755468,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.17584160189259473
2007-11-23,VNQ,-0.14459466578465854,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.11708379809755468
2007-11-30,VNQ,-0.18516465102073199,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.14459466578465854
2007-12-07,VNQ,-0.11827724364490212,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.18516465102073199
2007-12-14,VNQ,-0.17621736570117377,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.11827724364490212
2007-12-21,VNQ,-0.12652712521975654,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.17621736570117377
2007-12-28,VNQ,-0.14403304950034124,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.12652712521975654
2008-01-04,VNQ,-0.23952742906729374,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.14403304950034124
2008-01-11,VNQ,-0.22693580171100303,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.23952742906729374
2008-01-18,VNQ,-0.23527550577610348,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.22693580171100303
2008-01-25,VNQ,-0.0464197453689145,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.23527550577610348
2008-02-01,VNQ,0.013669515212285488,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.0464197453689145
2008-02-08,VNQ,-0.09794517542724021,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.013669515212285488
2008-02-15,VNQ,-0.10454559019725881,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.09794517542724021
2008-02-22,VNQ,-0.12526099800309612,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.10454559019725881
2008-02-29,VNQ,-0.1384481670609108,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.12526099800309612
2008-03-07,VNQ,-0.13246587395324433,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.1384481670609108
2008-03-14,VNQ,-0.14860748033383991,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.13246587395324433
2008-03-21,VNQ,-0.09658043809563596,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.14860748033383991
2008-03-28,VNQ,-0.11410755127849918,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.09658043809563596
2008-04-04,VNQ,-0.12436260681625202,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.11410755127849918
2008-04-11,VNQ,-0.1325241439382329,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.12436260681625202
2008-04-18,VNQ,-0.01889751380342149,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.1325241439382329
2008-04-25,VNQ,-0.028513183099261263,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.01889751380342149
2008-05-02,VNQ,0.0137191729637553,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.028513183099261263
2008-05-09,VNQ,0.018191468924424938,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.0137191729637553
2008-05-16,VNQ,0.06030739149704165,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.018191468924424938
2008-05-23,VNQ,0.03592971296174305,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.06030739149704165
2008-05-30,VNQ,0.02921936314633624,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.03592971296174305
2008-06-06,VNQ,-0.022606152736531954,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.02921936314633624
2008-06-13,VNQ,0.05174821451199299,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.022606152736531954
2008-06-20,VNQ,0.004826757828251315,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.05174821451199299
2008-06-27,VNQ,-0.024914980186738322,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.004826757828251315
2008-07-04,VNQ,0.02654598792789406,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.024914980186738322
2008-07-11,VNQ,0.009950309390065894,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.02654598792789406
2008-07-18,VNQ,0.10565217326687502,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.009950309390065894
2008-07-25,VNQ,0.016143833045042574,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.10565217326687502
2008-08-01,VNQ,-0.04152277155329567,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.016143833045042574
2008-08-08,VNQ,0.09837000031947647,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.04152277155329567
2008-08-15,VNQ,0.10425698532451376,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.09837000031947647
2008-08-22,VNQ,0.063872794090882,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.10425698532451376
2008-08-29,VNQ,0.09202293759483177,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.063872794090882
2008-09-05,VNQ,0.1135570743844237,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.09202293759483177
2008-09-12,VNQ,0.11260710514264169,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.1135570743844237
2008-09-19,VNQ,0.06517004037239556,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.11260710514264169
2008-09-26,VNQ,0.017802002360736553,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.06517004037239556
2008-10-03,VNQ,-0.22567390823340444,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.017802002360736553
2008-10-10,VNQ,-0.2846414232478038,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.22567390823340444
2008-10-17,VNQ,-0.3788028427297584,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.2846414232478038
2008-10-24,VNQ,-0.4481239467037804,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.3788028427297584
2008-10-31,VNQ,-0.30349965065924855,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.4481239467037804
2008-11-07,VNQ,-0.3124034860296195,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.30349965065924855
2008-11-14,VNQ,-0.37411593542773375,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.3124034860296195
2008-11-21,VNQ,-0.38553741597023566,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.37411593542773375
2008-11-28,VNQ,-0.2890994408623132,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.38553741597023566
2008-12-05,VNQ,-0.26972596099992435,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.2890994408623132
2008-12-12,VNQ,-0.2563788835182846,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.26972596099992435
2008-12-19,VNQ,-0.2142643847763216,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.2563788835182846
2008-12-26,VNQ,-0.20689820100986545,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.2142643847763216
2009-01-02,VNQ,-0.20154796803743932,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.20689820100986545
2009-01-09,VNQ,-0.21499120012601522,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.20154796803743932
