cik10,company_name_as_filed,sector,current_tickers,current_exchanges,has_current_sec_ticker,identity_status,candidate_symbols,symbol_count,symbol_source,collision_flag,single_symbol_usable_for_price_probe,tiingo_symbol,first_eligible_decision,last_eligible_decision,inventory_interval_overlap,inventory_status,ticker,status
0001401680,CORNERSTONE ONDEMAND INC,technology,,,False,former_or_unmapped,CSOD,1,last_filing_inline_xbrl,False,True,CSOD,2013-04-01 00:00:00+00:00,2022-10-01 00:00:00+00:00,True,candidate_supported,CSOD,failed
0001407190,VIOLIN MEMORY INC,technology,,,False,former_or_unmapped,VMEM,1,last_filing_instance_xbrl,False,True,VMEM,2015-07-01 00:00:00+00:00,2017-07-01 00:00:00+00:00,True,candidate_supported,VMEM,failed
0001408278,"SYNACOR, INC.",technology,,,False,former_or_unmapped,SYNC,1,last_filing_inline_xbrl,False,True,SYNC,2018-04-01 00:00:00+00:00,2021-01-01 00:00:00+00:00,True,candidate_supported,SYNC,failed
0001412043,"OPOWER, INC.",technology,,,False,former_or_unmapped,OPWR,1,last_filing_instance_xbrl,False,True,OPWR,2016-04-01 00:00:00+00:00,2017-07-01 00:00:00+00:00,True,candidate_supported,OPWR,failed
0001418091,"TWITTER, INC.",technology,,,False,former_or_unmapped,TWTR,1,last_filing_inline_xbrl,False,True,TWTR,2015-04-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,True,candidate_supported,TWTR,failed
0001418100,AVAYA HOLDINGS CORP.,technology,,,False,former_or_unmapped,AVYA,1,last_filing_inline_xbrl,False,True,AVYA,2020-01-01 00:00:00+00:00,2024-10-01 00:00:00+00:00,True,candidate_supported,AVYA,failed
0001420302,"LOGMEIN, INC.",technology,,,False,former_or_unmapped,LOGM,1,last_filing_inline_xbrl,False,True,LOGM,2012-04-01 00:00:00+00:00,2021-10-01 00:00:00+00:00,True,candidate_supported,LOGM,failed
0001423542,"SKULLCANDY, INC.",technology,,,False,former_or_unmapped,SKUL,1,last_filing_instance_xbrl,False,True,SKUL,2013-04-01 00:00:00+00:00,2017-10-01 00:00:00+00:00,True,candidate_supported,SKUL,failed
0001423774,ZUORA INC,technology,,,False,former_or_unmapped,ZUO,1,last_filing_inline_xbrl,False,True,ZUO,2020-07-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,True,candidate_supported,ZUO,failed
0001428669,"SOLARWINDS, INC.",technology,,,False,former_or_unmapped,SWI,1,last_filing_instance_xbrl,False,True,SWI,2012-04-01 00:00:00+00:00,2017-01-01 00:00:00+00:00,True,candidate_supported,SWI,failed
0001431959,META MATERIALS INC.,technology,,,False,former_or_unmapped,MMAT,1,last_filing_inline_xbrl,False,True,MMAT,2019-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,False,not_supported_for_eligible_interval,MMAT,failed
0001433714,"CASTLIGHT HEALTH, INC.",technology,,,False,former_or_unmapped,CSLT,1,last_filing_inline_xbrl,False,True,CSLT,2016-04-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,True,candidate_supported,CSLT,failed
0001437352,"EVERBRIDGE, INC.",technology,,,False,former_or_unmapped,EVBG,1,last_filing_inline_xbrl,False,True,EVBG,2018-07-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,True,candidate_supported,EVBG,failed
0001439404,ZYNGA INC,technology,,,False,former_or_unmapped,ZNGA,1,last_filing_inline_xbrl,False,True,ZNGA,2013-04-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,True,candidate_supported,ZNGA,failed
0001447599,"FITBIT, INC.",technology,,,False,former_or_unmapped,FIT,1,last_filing_inline_xbrl,False,True,FIT,2017-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,True,candidate_supported,FIT,failed
0001448056,"NEW RELIC, INC.",technology,,,False,former_or_unmapped,NEWR,1,last_filing_inline_xbrl,False,True,NEWR,2016-07-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,True,candidate_supported,NEWR,failed
0001449278,TUBEMOGUL INC,technology,,,False,former_or_unmapped,TUBE,1,last_filing_instance_xbrl,False,True,TUBE,2016-04-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,True,candidate_supported,TUBE,failed
0001453814,"MEDIDATA SOLUTIONS, INC.",technology,,,False,former_or_unmapped,MDSO,1,last_filing_inline_xbrl,False,True,MDSO,2012-04-01 00:00:00+00:00,2020-10-01 00:00:00+00:00,True,candidate_supported,MDSO,failed
0001456455,"PFO GLOBAL, INC.",technology,,,False,former_or_unmapped,PFGB,1,last_filing_instance_xbrl,False,True,PFGB,2016-10-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,True,candidate_supported,PFGB,failed
0001459417,"2U, INC.",technology,,,False,former_or_unmapped,TWOU,1,last_filing_inline_xbrl,False,True,TWOU,2016-04-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,False,not_supported_for_eligible_interval,TWOU,failed
0001463172,"ZENDESK, INC.",technology,,,False,former_or_unmapped,ZEN,1,last_filing_inline_xbrl,False,True,ZEN,2016-04-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,True,candidate_supported,ZEN,failed
0001468666,SECUREWORKS CORP,technology,,,False,former_or_unmapped,SCWX,1,last_filing_inline_xbrl,False,True,SCWX,2018-04-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,True,candidate_supported,SCWX,failed
0001470099,"MOBILEIRON, INC.",technology,,,False,former_or_unmapped,MOBL,1,last_filing_inline_xbrl,False,True,MOBL,2016-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,True,candidate_supported,MOBL,failed
0001474439,"TELENAV, INC.",technology,,,False,former_or_unmapped,TNAV,1,last_filing_inline_xbrl,False,True,TNAV,2012-04-01 00:00:00+00:00,2022-04-01 00:00:00+00:00,True,candidate_supported,TNAV,failed
0001475115,"EVENTBRITE, INC.",technology,,,False,former_or_unmapped,EB,1,last_filing_inline_xbrl,False,True,EB,2020-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported,EB,failed
0001484504,GIGAMON INC.,technology,,,False,former_or_unmapped,GIMO,1,last_filing_instance_xbrl,False,True,GIMO,2015-04-01 00:00:00+00:00,2019-01-01 00:00:00+00:00,True,candidate_supported,GIMO,failed
0001496963,"SQUARESPACE, INC.",technology,,,False,former_or_unmapped,SQSP,1,last_filing_inline_xbrl,False,True,SQSP,2023-04-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,True,candidate_supported,SQSP,failed
0001506439,"SHARPSPRING, INC.",technology,,,False,former_or_unmapped,SHSP,1,last_filing_inline_xbrl,False,True,SHSP,2020-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,True,candidate_supported,SHSP,failed
0001524471,EXELIS INC.,technology,,,False,former_or_unmapped,XLS,1,last_filing_instance_xbrl,False,True,XLS,2013-04-01 00:00:00+00:00,2016-07-01 00:00:00+00:00,True,candidate_supported,XLS,failed
0001526160,FLEETMATICS GROUP PLC,technology,,,False,former_or_unmapped,FLTX,1,last_filing_instance_xbrl,False,True,FLTX,2014-04-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,True,candidate_supported,FLTX,failed
0001535379,"CLOUDERA, INC.",technology,,,False,former_or_unmapped,CLDR,1,last_filing_inline_xbrl,False,True,CLDR,2019-04-01 00:00:00+00:00,2022-10-01 00:00:00+00:00,True,candidate_supported,CLDR,failed
0001540184,"MEDALLIA, INC.",technology,,,False,former_or_unmapped,MDLA,1,last_filing_inline_xbrl,False,True,MDLA,2021-04-01 00:00:00+00:00,2022-10-01 00:00:00+00:00,True,candidate_supported,MDLA,failed
0001540400,E2OPEN INC,technology,,,False,former_or_unmapped,EOPN,1,last_filing_instance_xbrl,False,True,EOPN,2014-07-01 00:00:00+00:00,2016-04-01 00:00:00+00:00,True,candidate_supported,EOPN,failed
0001540755,"ANAPLAN, INC.",technology,,,False,former_or_unmapped,PLAN,1,last_filing_inline_xbrl,False,True,PLAN,2020-04-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,True,candidate_supported,PLAN,failed
0001543916,"FORGEROCK, INC.",technology,,,False,former_or_unmapped,FORG,1,last_filing_inline_xbrl,False,True,FORG,2023-04-01 00:00:00+00:00,2024-10-01 00:00:00+00:00,True,candidate_supported,FORG,failed
0001576169,"BENEFITFOCUS, INC.",technology,,,False,former_or_unmapped,BNFT,1,last_filing_inline_xbrl,False,True,BNFT,2015-04-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,True,candidate_supported,BNFT,failed
0001576914,MIX TELEMATICS LTD,technology,,,False,former_or_unmapped,MIXT,1,last_filing_inline_xbrl,False,True,MIXT,2020-10-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,True,candidate_supported,MIXT,failed
0001595262,"IMS HEALTH HOLDINGS, INC.",technology,,,False,former_or_unmapped,IMS,1,last_filing_instance_xbrl,False,True,IMS,2016-04-01 00:00:00+00:00,2017-10-01 00:00:00+00:00,True,candidate_supported,IMS,failed
0001626853,MAJESCO,technology,,,False,former_or_unmapped,MJCO,1,last_filing_instance_xbrl,False,True,MJCO,2018-04-01 00:00:00+00:00,2019-04-01 00:00:00+00:00,True,candidate_supported,MJCO,failed
0001631825,"PRESIDIO, INC.",technology,,,False,former_or_unmapped,PSDO,1,last_filing_inline_xbrl,False,True,PSDO,2018-10-01 00:00:00+00:00,2021-01-01 00:00:00+00:00,True,candidate_supported,PSDO,failed
0001643269,"SUMO LOGIC, INC.",technology,,,False,former_or_unmapped,SUMO,1,last_filing_inline_xbrl,False,True,SUMO,2022-04-01 00:00:00+00:00,2024-04-01 00:00:00+00:00,True,candidate_supported,SUMO,failed
0001644675,MIMECAST LTD,technology,,,False,former_or_unmapped,MIME,1,last_filing_inline_xbrl,False,True,MIME,2018-07-01 00:00:00+00:00,2023-04-01 00:00:00+00:00,True,candidate_supported,MIME,failed
0001645070,STERLING CHECK CORP.,technology,,,False,former_or_unmapped,STER,1,last_filing_inline_xbrl,False,True,STER,2023-04-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,True,candidate_supported,STER,failed
0001651235,"ACACIA COMMUNICATIONS, INC.",technology,,,False,former_or_unmapped,ACIA,1,last_filing_inline_xbrl,False,True,ACIA,2018-04-01 00:00:00+00:00,2022-04-01 00:00:00+00:00,True,candidate_supported,ACIA,failed
0001668105,TALEND S.A.,technology,,,False,former_or_unmapped,TLND,1,last_filing_inline_xbrl,False,True,TLND,2019-04-01 00:00:00+00:00,2022-10-01 00:00:00+00:00,True,candidate_supported,TLND,failed
0001679826,PING IDENTITY HOLDING CORP.,technology,,,False,former_or_unmapped,PING,1,last_filing_inline_xbrl,False,True,PING,2021-04-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,True,candidate_supported,PING,failed
0001682325,GTY TECHNOLOGY HOLDINGS INC.,technology,,,False,former_or_unmapped,GTYH,1,last_filing_inline_xbrl,False,True,GTYH,2019-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,True,candidate_supported,GTYH,failed
0001689657,"BERKELEY LIGHTS, INC.",technology,,,False,former_or_unmapped,BLI,1,last_filing_inline_xbrl,False,True,BLI,2022-04-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,False,not_supported_for_eligible_interval,BLI,failed
0001689923,"ALTERYX, INC.",technology,,,False,former_or_unmapped,AYX,1,last_filing_inline_xbrl,False,True,AYX,2019-04-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,True,candidate_supported,AYX,failed
0001699838,"CONFLUENT, INC.",technology,,,False,former_or_unmapped,CFLT,1,last_filing_inline_xbrl,False,True,CFLT,2023-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported,CFLT,failed
0001701040,CISION LTD.,technology,,,False,former_or_unmapped,CISN,1,last_filing_inline_xbrl,False,True,CISN,2017-10-01 00:00:00+00:00,2021-01-01 00:00:00+00:00,True,candidate_supported,CISN,failed
0001701732,ALTAIR ENGINEERING INC.,technology,,,False,former_or_unmapped,ALTR,1,last_filing_inline_xbrl,False,True,ALTR,2019-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported,ALTR,failed
0001710583,"SWITCH, INC.",technology,,,False,former_or_unmapped,SWCH,1,last_filing_inline_xbrl,False,True,SWCH,2019-04-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,True,candidate_supported,SWCH,failed
0001713952,"VIVINT SMART HOME, INC.",technology,,,False,former_or_unmapped,VVNT,1,last_filing_inline_xbrl,False,True,VVNT,2021-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,True,candidate_supported,VVNT,failed
0001719489,"KALEYRA, INC.",technology,,,False,former_or_unmapped,KLR,1,last_filing_inline_xbrl,False,True,KLR,2020-01-01 00:00:00+00:00,2024-10-01 00:00:00+00:00,True,candidate_supported,KLR,failed
0001720671,"HASHICORP, INC.",technology,,,False,former_or_unmapped,HCP,1,last_filing_inline_xbrl,False,True,HCP,2023-04-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,True,candidate_supported,HCP,failed
0001721947,JAMF HOLDING CORP.,technology,,,False,former_or_unmapped,JAMF,1,last_filing_inline_xbrl,False,True,JAMF,2022-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported,JAMF,failed
0001724570,DATTO HOLDING CORP.,technology,,,False,former_or_unmapped,MSP,1,last_filing_inline_xbrl,False,True,MSP,2022-04-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,True,candidate_supported,MSP,failed
0001724670,PERSPECTA INC.,technology,,,False,former_or_unmapped,PRSP,1,last_filing_inline_xbrl,False,True,PRSP,2020-07-01 00:00:00+00:00,2022-04-01 00:00:00+00:00,True,candidate_supported,PRSP,failed
0001725057,"DAYFORCE, INC.",technology,,,False,former_or_unmapped,DAY,1,last_filing_inline_xbrl,False,True,DAY,2020-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported,DAY,failed
0001739936,MOMENTIVE GLOBAL INC.,technology,,,False,former_or_unmapped,MNTV,1,last_filing_inline_xbrl,False,True,MNTV,2020-04-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,True,candidate_supported,MNTV,failed
0001739942,SOLARWINDS CORP,technology,,,False,former_or_unmapped,SWI,1,last_filing_inline_xbrl,False,True,SWI,2020-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported,SWI,failed
0001747748,QUALTRICS INTERNATIONAL INC.,technology,,,False,former_or_unmapped,XM,1,last_filing_inline_xbrl,False,True,XM,2023-04-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,True,candidate_supported,XM,failed
0001756497,CHANGE HEALTHCARE INC.,technology,,,False,former_or_unmapped,CHNG,1,last_filing_inline_xbrl,False,True,CHNG,2021-07-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,True,candidate_supported,CHNG,failed
0001760717,SCIPLAY CORP,technology,,,False,former_or_unmapped,SCPL,1,last_filing_inline_xbrl,False,True,SCPL,2021-04-01 00:00:00+00:00,2024-10-01 00:00:00+00:00,True,candidate_supported,SCPL,failed
0001764925,"SLACK TECHNOLOGIES, INC.",technology,,,False,former_or_unmapped,WORK,1,last_filing_inline_xbrl,False,True,WORK,2021-04-01 00:00:00+00:00,2022-07-01 00:00:00+00:00,True,candidate_supported,WORK,failed
0001774155,BTRS HOLDINGS INC.,technology,,,False,former_or_unmapped,BTRS,1,last_filing_inline_xbrl,False,True,BTRS,2022-04-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,True,candidate_supported,BTRS,failed
0001783317,MCAFEE CORP.,technology,,,False,former_or_unmapped,MCFE,1,last_filing_inline_xbrl,False,True,MCFE,2022-04-01 00:00:00+00:00,2023-04-01 00:00:00+00:00,True,candidate_supported,MCFE,failed
0001794905,"CYXTERA TECHNOLOGIES, INC.",technology,,,False,former_or_unmapped,CYXT,1,last_filing_inline_xbrl,False,True,CYXT,2023-04-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,False,not_supported_for_eligible_interval,CYXT,failed
0001799332,GAN LTD,technology,,,False,former_or_unmapped,GAN,1,last_filing_inline_xbrl,False,True,GAN,2023-07-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported,GAN,failed
0001800347,"E2OPEN PARENT HOLDINGS, INC.",technology,,,False,former_or_unmapped,ETWO,1,last_filing_inline_xbrl,False,True,ETWO,2022-07-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported,ETWO,failed
0001819394,"MATTERPORT, INC./DE",technology,,,False,former_or_unmapped,MTTR,1,last_filing_inline_xbrl,False,True,MTTR,2023-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported,MTTR,failed
0001823882,AIRSPAN NETWORKS HOLDINGS INC.,technology,,,False,former_or_unmapped,MIMO,1,last_filing_inline_xbrl,False,True,MIMO,2022-07-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,False,not_supported_for_eligible_interval,MIMO,failed
0001827075,CVENT HOLDING CORP.,technology,,,False,former_or_unmapped,CVT,1,last_filing_inline_xbrl,False,True,CVT,2022-04-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,True,candidate_supported,CVT,failed
0001831840,"SEMRUSH HOLDINGS, INC.",technology,,,False,former_or_unmapped,SEMR,1,last_filing_inline_xbrl,False,True,SEMR,2023-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported,SEMR,failed
0001834494,"MERIDIANLINK, INC.",technology,,,False,former_or_unmapped,MLNK,1,last_filing_inline_xbrl,False,True,MLNK,2023-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported,MLNK,failed
0001835591,VIZIO HOLDING CORP.,technology,,,False,former_or_unmapped,VZIO,1,last_filing_inline_xbrl,False,True,VZIO,2023-04-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,True,candidate_supported,VZIO,failed
0001835681,"POWERSCHOOL HOLDINGS, INC.",technology,,,False,former_or_unmapped,PWSC,1,last_filing_inline_xbrl,False,True,PWSC,2023-04-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,True,candidate_supported,PWSC,failed
0001837686,"VIMEO, INC.",technology,,,False,former_or_unmapped,VMEO,1,last_filing_inline_xbrl,False,True,VMEO,2023-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported,VMEO,failed
0001839439,"PAYCOR HCM, INC.",technology,,,False,former_or_unmapped,PYCR,1,last_filing_inline_xbrl,False,True,PYCR,2023-10-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported,PYCR,failed
0001841804,"INSTRUCTURE HOLDINGS, INC.",technology,,,False,former_or_unmapped,INST,1,last_filing_inline_xbrl,False,True,INST,2023-04-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,True,candidate_supported,INST,failed
0001845022,"COUCHBASE, INC.",technology,,,False,former_or_unmapped,BASE,1,last_filing_inline_xbrl,False,True,BASE,2023-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported,BASE,failed
0001856430,SNAP ONE HOLDINGS CORP.,technology,,,False,former_or_unmapped,SNPO,1,last_filing_inline_xbrl,False,True,SNPO,2023-04-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,True,candidate_supported,SNPO,failed
0001858257,"AVIDXCHANGE HOLDINGS, INC.",technology,,,False,former_or_unmapped,AVDX,1,last_filing_inline_xbrl,False,True,AVDX,2023-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported,AVDX,failed
0001863105,"ENGAGESMART, INC.",technology,,,False,former_or_unmapped,ESMT,1,last_filing_inline_xbrl,False,True,ESMT,2023-04-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,True,candidate_supported,ESMT,failed
0001866550,"THOUGHTWORKS HOLDING, INC.",technology,,,False,former_or_unmapped,TWKS,1,last_filing_inline_xbrl,False,True,TWKS,2023-04-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,True,candidate_supported,TWKS,failed
0001868778,INFORMATICA INC.,technology,,,False,former_or_unmapped,INFA,1,last_filing_inline_xbrl,False,True,INFA,2023-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported,INFA,failed
0001868912,"ENFUSION, INC.",technology,,,False,former_or_unmapped,ENFN,1,last_filing_inline_xbrl,False,True,ENFN,2023-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported,ENFN,failed
0001889956,"ONESTREAM, INC.",technology,,,False,former_or_unmapped,OS,1,last_filing_inline_xbrl,False,True,OS,2026-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported,OS,failed
0001897982,"ASPEN TECHNOLOGY, INC.",technology,,,False,former_or_unmapped,AZPN,1,last_filing_inline_xbrl,False,True,AZPN,2023-10-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported,AZPN,failed
