cik10,sec_company_name,sector,last_eligible_accession,last_eligible_available_at,recovered_symbols,recovery_status,primary_document,source_sha256,symbol_count,recovered_symbol,symbol_unique_across_recovered_ciks,first_eligible_decision,last_eligible_decision,recent_decision_rows,tiingo_symbol,ticker,exchange,assetType,priceCurrency,startDate,endDate,inventory_interval_overlap
0001043604,JUNIPER NETWORKS INC,technology,0001043604-25-000065,2025-05-10 00:00:00+00:00,JNPR,xbrl_symbol_recovered,jnpr-20250331.htm,84d1b2e5123a3046f03b47ee171d26b76489024017f51a5110b3adac8fe30e9a,1,JNPR,True,2023-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,11,JNPR,JNPR,NYSE,Stock,USD,1999-06-25 00:00:00+00:00,2025-07-02 00:00:00+00:00,True
0001049782,BROOKLINE BANCORP INC,finance_insurance_real_estate,0001049782-25-000016,2025-08-08 00:00:00+00:00,BRKL,xbrl_symbol_recovered,brkl-20250630.htm,22814fb41fd32a58d30213b89eca433fd078f892d1fa1cbc8e9856e876e45941,1,BRKL,True,2023-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,11,BRKL,BRKL,NASDAQ,Stock,USD,1998-03-25 00:00:00+00:00,2025-09-02 00:00:00+00:00,True
0001065837,SKECHERS USA INC,manufacturing,0000950170-25-105871,2025-08-09 00:00:00+00:00,SKX,xbrl_symbol_recovered,skx-20250630.htm,3c1d86746460094aee5508ab52764fe79336f4ce39ca986ca994389ebb67de0c,1,SKX,True,2023-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,11,SKX,SKX,NYSE,Stock,USD,1999-06-09 00:00:00+00:00,2025-09-12 00:00:00+00:00,True
0001318568,EVERI HOLDINGS INC.,services,0001318568-25-000047,2025-05-13 00:00:00+00:00,EVRI,xbrl_symbol_recovered,evri-20250331.htm,2c12e8c2b30c46c3ce7ee8a723429eab8665c95b7f0a4069c6c047619cf2a7b1,1,EVRI,True,2023-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,11,EVRI,EVRI,NYSE,Stock,USD,2015-08-24 00:00:00+00:00,2025-07-01 00:00:00+00:00,True
0001382821,REDFIN CORP,finance_insurance_real_estate,0001382821-25-000064,2025-05-07 00:00:00+00:00,RDFN,xbrl_symbol_recovered,rdfn-20250331.htm,7e979b28a9b3487dc0ff7d70cbca8fcf7bfe24c6ad265e4054f57638441f945f,1,RDFN,True,2023-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,11,RDFN,RDFN,NASDAQ,Stock,USD,2017-07-28 00:00:00+00:00,2025-07-02 00:00:00+00:00,True
0001532961,"NV5 GLOBAL, INC.",services,0001628280-25-037297,2025-08-05 00:00:00+00:00,NVEE,xbrl_symbol_recovered,nvee-20250628.htm,cbb802aaed46c680f5295bba34498c4dfddf0fb9dfeb3ed5c809d6bafb3657ab,1,NVEE,True,2023-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,11,NVEE,NVEE,NASDAQ,Stock,USD,2013-09-30 00:00:00+00:00,2025-08-04 00:00:00+00:00,True
0001593548,"PLAYAGS, INC.",manufacturing,0001437749-25-015502,2025-05-09 00:00:00+00:00,AGS,xbrl_symbol_recovered,ags20250331_10q.htm,35ea212ba6f97236c7cc7009dd9afc119e7ef48a299ea64adfe8ec1c6d9693fa,1,AGS,True,2023-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,11,AGS,AGS,NYSE,Stock,USD,2018-01-26 00:00:00+00:00,2025-06-30 00:00:00+00:00,True
0001597264,BLUEPRINT MEDICINES CORP,manufacturing,0001558370-25-006108,2025-05-02 00:00:00+00:00,BPMC,xbrl_symbol_recovered,bpmc-20250331x10q.htm,abb57851158d8a675a9bdf92de47828eb830e6793698cdf29c8a25d4a55fa2b3,1,BPMC,True,2023-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,11,BPMC,BPMC,NASDAQ,Stock,USD,2015-04-30 00:00:00+00:00,2025-07-18 00:00:00+00:00,True
0001597553,"SAGE THERAPEUTICS, INC.",manufacturing,0000950170-25-100276,2025-07-31 00:00:00+00:00,SAGE,xbrl_symbol_recovered,sage-20250630.htm,e083bd1822c5e6e0223d6751cda67803af1b060dfce32bc07e55b210774db174,1,SAGE,True,2023-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,11,SAGE,SAGE,NASDAQ,Stock,USD,2014-07-18 00:00:00+00:00,2025-07-31 00:00:00+00:00,True
0001600438,GMS INC.,wholesale_trade,0001628280-25-041282,2025-08-29 00:00:00+00:00,GMS,xbrl_symbol_recovered,gms-20250731.htm,00bd7d3c3674a4f5cd19eab3c9ee8320fff8f0ff4fb8ffe046b06bae76e09287,1,GMS,True,2023-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,11,GMS,GMS,NYSE,Stock,USD,2016-05-26 00:00:00+00:00,2025-09-04 00:00:00+00:00,True
0001723089,CHAMPIONX CORP,manufacturing,0001723089-25-000075,2025-05-01 00:00:00+00:00,CHX,xbrl_symbol_recovered,championx-20250331.htm,821d89b204b46005c157e4d7087966eea3221bcf55c3fe7bbe5357d7b4567c7d,1,CHX,True,2023-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,11,CHX,CHX,NASDAQ,Stock,USD,2018-04-27 00:00:00+00:00,2025-07-16 00:00:00+00:00,True
0001728205,PIEDMONT LITHIUM INC.,materials_and_mining,0001728205-24-000096,2024-11-13 00:00:00+00:00,PLL,xbrl_symbol_recovered,pll-20240930.htm,9c000956fd48274e11a335fd3809ee1784d1db370acb979bcd546d827f413ae0,1,PLL,True,2023-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,11,PLL,PLL,NASDAQ,Stock,USD,2018-01-02 00:00:00+00:00,2025-08-29 00:00:00+00:00,True
0001773427,"SPRINGWORKS THERAPEUTICS, INC.",manufacturing,0001773427-25-000015,2025-05-10 00:00:00+00:00,SWTX,xbrl_symbol_recovered,swtx-20250331.htm,092304d5d3b37a9ae6be0247048977d35847001c54fb2bdd71d0bb1afb2dcb80,1,SWTX,True,2023-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,11,SWTX,SWTX,NASDAQ,Stock,USD,2019-09-13 00:00:00+00:00,2025-07-01 00:00:00+00:00,True
0001782754,AZEK CO INC.,manufacturing,0001628280-25-022927,2025-05-08 00:00:00+00:00,AZEK,xbrl_symbol_recovered,azek-20250331.htm,41b86f1896f04ee5586b1cbc3089567edc05aefcacb8f1eb6e7b556592b4d40e,1,AZEK,True,2023-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,11,AZEK,AZEK,NYSE,Stock,USD,2020-06-12 00:00:00+00:00,2025-07-01 00:00:00+00:00,True
0001799208,"DUN & BRADSTREET HOLDINGS, INC.",services,0001799208-25-000031,2025-08-12 00:00:00+00:00,DNB,xbrl_symbol_recovered,dnb-20250630.htm,81ce48331e4f713b74ade3ee1713dde056a938da4836a0dba5eb32e4f1363759,1,DNB,True,2023-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,11,DNB,DNB,NYSE,Stock,USD,2020-07-01 00:00:00+00:00,2025-08-25 00:00:00+00:00,True
0001800347,"E2OPEN PARENT HOLDINGS, INC.",technology,0000950170-25-095025,2025-07-11 00:00:00+00:00,ETWO,xbrl_symbol_recovered,etwo-20250531.htm,f3ccfecd759cb0e060faba9d32001034c3edad8fc0428ff1462bf524c2374191,1,ETWO,True,2023-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,11,ETWO,ETWO,NYSE,Stock,USD,2020-06-15 00:00:00+00:00,2026-08-12 00:00:00+00:00,True
0001434868,"ESPERION THERAPEUTICS, INC.",manufacturing,0001628280-26-016522,2026-03-11 00:00:00+00:00,ESPR,xbrl_symbol_recovered,espr-20251231.htm,d24c1aab36b97b0a53b30d09642779a9763575018b212a08aad353c18ffb8f58,1,ESPR,True,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,10,ESPR,ESPR,NASDAQ,Stock,USD,2013-06-26 00:00:00+00:00,2026-07-13 00:00:00+00:00,True
0001431695,OLO INC.,services,0001431695-25-000024,2025-08-05 00:00:00+00:00,OLO,xbrl_symbol_recovered,olo-20250630.htm,3d0b63e901223137bf827ce5e7400bbb78634dd3e49f610258e8dba5887f91b4,1,OLO,True,2023-04-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,10,OLO,OLO,NYSE,Stock,USD,2021-03-17 00:00:00+00:00,2025-09-12 00:00:00+00:00,True
0001808865,"ITEOS THERAPEUTICS, INC.",manufacturing,0000950170-24-124548,2024-11-13 00:00:00+00:00,ITOS,xbrl_symbol_recovered,itos-20240930.htm,1de679eadad5054637dad0dc247e151353e2bc9388918465b7c05cc2b1fb0cf7,1,ITOS,True,2023-04-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,10,ITOS,ITOS,NASDAQ,Stock,USD,2020-07-24 00:00:00+00:00,2025-08-29 00:00:00+00:00,True
0001845022,"COUCHBASE, INC.",technology,0001845022-25-000091,2025-09-05 00:00:00+00:00,BASE,xbrl_symbol_recovered,base-20250731.htm,abb5471f87627016da997894594b3519318ae4907d22d056a3438b1479c54760,1,BASE,True,2023-04-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,10,BASE,BASE,NASDAQ,Stock,USD,2021-07-22 00:00:00+00:00,2025-09-24 00:00:00+00:00,True
0001854401,BRIDGE INVESTMENT GROUP HOLDINGS INC.,finance_insurance_real_estate,0001854401-25-000121,2025-08-09 00:00:00+00:00,BRDG,xbrl_symbol_recovered,brdg-20250630.htm,208ffb9d856bf51442e67e8e5030ea6aa11dd9dc8511aa76e05caf2847b9287f,1,BRDG,True,2023-04-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,10,BRDG,BRDG,NYSE,Stock,USD,2021-07-16 00:00:00+00:00,2025-08-29 00:00:00+00:00,True
0000072333,NORDSTROM INC,retail_trade,0000072333-25-000039,2025-03-22 00:00:00+00:00,JWN,xbrl_symbol_recovered,jwn-20250201.htm,6439b0e6786c666c285290f17b8f69428fb62ad16d8b34e8fa48fc5041a7e220,1,JWN,True,2023-01-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,10,JWN,JWN,NYSE,Stock,USD,1986-07-09 00:00:00+00:00,2025-05-20 00:00:00+00:00,True
0000713425,"LOGILITY SUPPLY CHAIN SOLUTIONS, INC",technology,0001628280-25-008931,2025-03-01 00:00:00+00:00,LGTY,xbrl_symbol_recovered,amswa-20250131.htm,8900089f4d363d7ce54ad285b89c91d6fdeca0d93888c58f575f4e4bf395d1fe,1,LGTY,True,2023-01-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,10,LGTY,LGTY,NASDAQ,Stock,USD,1984-09-07 00:00:00+00:00,2025-04-04 00:00:00+00:00,True
0000740663,FIRST OF LONG ISLAND CORP,finance_insurance_real_estate,0001437749-25-013978,2025-05-02 00:00:00+00:00,FLIC,xbrl_symbol_recovered,flic20250331_10q.htm,6c38f638456261a33b100dd739a946d14a76f7daf214372e8d9f26539ce8371a,1,FLIC,True,2023-01-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,10,FLIC,FLIC,NASDAQ,Stock,USD,1995-08-18 00:00:00+00:00,2026-08-12 00:00:00+00:00,True
0000807707,VOXX INTERNATIONAL CORP,wholesale_trade,0000950170-25-016271,2025-02-08 00:00:00+00:00,VOXX,xbrl_symbol_recovered,voxx-20241130.htm,a6e9b30db798ce0ce5775a91da6f2727173ed43cdb567ea41bf4c4c865f614de,1,VOXX,True,2023-01-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,10,VOXX,VOXX,NASDAQ,Stock,USD,1992-03-16 00:00:00+00:00,2025-04-01 00:00:00+00:00,True
0000824410,SANDY SPRING BANCORP INC,finance_insurance_real_estate,0000824410-25-000008,2025-02-21 00:00:00+00:00,SASR,xbrl_symbol_recovered,sasr-20241231.htm,209a256a8f1d7f89183faa70e3ef1fc4eb45f8b6cb56fcb7160b840bfc1ba80c,1,SASR,True,2023-01-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,10,SASR,SASR,NASDAQ,Stock,USD,1996-04-17 00:00:00+00:00,2026-08-12 00:00:00+00:00,True
0000891024,"PATTERSON COMPANIES, INC.",wholesale_trade,0000891024-25-000003,2025-02-27 00:00:00+00:00,PDCO,xbrl_symbol_recovered,pdco-20250125.htm,ea45a29393b2feec0a083e4cda4f9ba32706010c41b4ec72b121a330d9df1306,1,PDCO,True,2023-01-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,10,PDCO,PDCO,NASDAQ,Stock,USD,1992-10-28 00:00:00+00:00,2025-04-17 00:00:00+00:00,True
0000894081,"AIR TRANSPORT SERVICES GROUP, INC.",transport_communications_utilities,0001437749-25-005937,2025-03-04 00:00:00+00:00,ATSG,xbrl_symbol_recovered,atsg20241231_10k.htm,25deb48e87e4961913f0b3d053913117137c5c3ad284644926874148475e6da8,1,ATSG,True,2023-01-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,10,ATSG,ATSG,NASDAQ,Stock,USD,2003-07-23 00:00:00+00:00,2025-04-11 00:00:00+00:00,True
0000947559,FIRST BANCSHARES INC /MS/,finance_insurance_real_estate,0000947559-25-000007,2025-03-04 00:00:00+00:00,FBMS,xbrl_symbol_recovered,fbms-20241231.htm,e295ea4b5ebf70d4aa61862ba2a9b4f5411e26351c994dd2dc5e5c7514113e16,1,FBMS,True,2023-01-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,10,FBMS,FBMS,NYSE,Stock,USD,2003-01-02 00:00:00+00:00,2025-03-31 00:00:00+00:00,True
0001124941,BEACON ROOFING SUPPLY INC,wholesale_trade,0001124941-25-000038,2025-04-29 00:00:00+00:00,BECN,xbrl_symbol_recovered,becn-20250331.htm,e6a6bfc4e6e058a4ac6ecba6445229f5a05b90a5e8cddea175151470c9e66821,1,BECN,True,2023-01-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,10,BECN,BECN,NASDAQ,Stock,USD,2004-09-23 00:00:00+00:00,2025-04-29 00:00:00+00:00,True
0001163302,UNITED STATES STEEL CORP,manufacturing,0001163302-25-000030,2025-05-03 00:00:00+00:00,X,xbrl_symbol_recovered,x-20250331.htm,0b4a1621135dfc342419a19596650951df10ead592ed3e9edfc9dc092ce3e0a1,1,X,True,2023-01-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,10,X,X,NYSE,Stock,USD,1991-04-12 00:00:00+00:00,2025-06-18 00:00:00+00:00,True
0001339605,"H&E EQUIPMENT SERVICES, INC.",services,0000950170-25-060260,2025-04-30 00:00:00+00:00,HEES,xbrl_symbol_recovered,hees-20250331.htm,9740dbeb4c69c4ea16ebe2342e7676960cecfdf7a76f4f1e70d83fe4086f1f80,1,HEES,True,2023-01-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,10,HEES,HEES,NASDAQ,Stock,USD,2006-01-31 00:00:00+00:00,2025-06-02 00:00:00+00:00,True
0001378992,"BERRY GLOBAL GROUP, INC.",manufacturing,0001140361-25-016512,2025-05-01 00:00:00+00:00,BERY,xbrl_symbol_recovered,form10q.htm,622fb768150834012726688ab9638d82a4e2fd01ceb5fdffa0165d3ae706ba5b,1,BERY,True,2023-01-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,10,BERY,BERY,NYSE,Stock,USD,2012-10-04 00:00:00+00:00,2025-04-29 00:00:00+00:00,True
0001393612,DISCOVER FINANCIAL SERVICES,finance_insurance_real_estate,0001393612-25-000020,2025-05-01 00:00:00+00:00,DFS,xbrl_symbol_recovered,dfs-20250331.htm,0d5648291209fd1aea6f982af51b97f75da0c28c84f1539eadfea7403f669677,1,DFS,True,2023-01-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,10,DFS,DFS,NYSE,Stock,USD,2007-06-14 00:00:00+00:00,2025-05-16 00:00:00+00:00,True
0001412100,"MAIDEN HOLDINGS, LTD.",finance_insurance_real_estate,0001412100-25-000043,2025-05-13 00:00:00+00:00,MHLD,xbrl_symbol_recovered,mhld-20250331.htm,351dd8e33a265e33d760b13fdfa0488f30f79c658b9a76eb7eb49376c8af049d,1,MHLD,True,2023-01-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,10,MHLD,MHLD,NASDAQ,Stock,USD,2008-05-06 00:00:00+00:00,2025-05-27 00:00:00+00:00,True
0001444380,NEVRO CORP,manufacturing,0001444380-25-000024,2025-03-05 00:00:00+00:00,NVRO,xbrl_symbol_recovered,nvro-20241231.htm,67a70cff0ff9a0aee0c15c4ce627dde077f767f97317128d0125fc8011e5b304,1,NVRO,True,2023-01-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,10,NVRO,NVRO,NYSE,Stock,USD,2014-11-06 00:00:00+00:00,2025-04-02 00:00:00+00:00,True
0001481646,"ACCOLADE, INC.",services,0001481646-25-000006,2025-01-11 00:00:00+00:00,ACCD,xbrl_symbol_recovered,accd-20241130.htm,6015c7ea536f9a08426295e4a0958e9f8b3deb10a761e4ba78843618857947f0,1,ACCD,True,2023-01-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,10,ACCD,ACCD,NASDAQ,Stock,USD,2020-07-02 00:00:00+00:00,2025-04-08 00:00:00+00:00,True
0001527508,PACTIV EVERGREEN INC.,manufacturing,0000950170-25-026104,2025-02-26 00:00:00+00:00,PTVE,xbrl_symbol_recovered,ptve-20241231.htm,6eec552691131ede955b2c3bf99c5be32034a2ba95f92082676835ad05502fba,1,PTVE,True,2023-01-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,10,PTVE,PTVE,NASDAQ,Stock,USD,2020-09-17 00:00:00+00:00,2025-04-01 00:00:00+00:00,True
0001567514,"INTRA-CELLULAR THERAPIES, INC.",manufacturing,0001628280-25-006993,2025-02-22 00:00:00+00:00,ITCI,xbrl_symbol_recovered,itci-20241231.htm,88ba75001a262894b574bdc6952d5ac32c7571469ea3437865efa56f58c85588,1,ITCI,True,2023-01-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,10,ITCI,ITCI,NASDAQ,Stock,USD,2014-01-07 00:00:00+00:00,2025-04-02 00:00:00+00:00,True
0001692412,PLAYA HOTELS & RESORTS N.V.,services,0001692412-25-000062,2025-05-06 00:00:00+00:00,PLYA,xbrl_symbol_recovered,plya-20250331.htm,abbe0f11a4588b1c45fca4b0cf8e73fd4e2e0f2a6f203ba9c69cf28a1e61642b,1,PLYA,True,2023-01-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,10,PLYA,PLYA,NASDAQ,Stock,USD,2017-02-01 00:00:00+00:00,2026-08-12 00:00:00+00:00,True
0001739942,SOLARWINDS CORP,technology,0001739942-25-000013,2025-02-20 00:00:00+00:00,SWI,xbrl_symbol_recovered,swi-20241231.htm,2d21dc634a2b6ba938de2defac6bea9efd557689e6a8e0526ca6e7e40bc34e5d,1,SWI,True,2023-01-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,10,SWI,SWI,,Stock,USD,2016-01-04 00:00:00+00:00,2025-04-17 00:00:00+00:00,True
0001754820,"DESKTOP METAL, INC.",manufacturing,0001558370-24-013999,2024-11-01 00:00:00+00:00,DM,xbrl_symbol_recovered,dm-20240930x10q.htm,b409b6fdb45291d71b52a1c8b906eb852c9427a3fcda9ebae94b7e84f18a197b,1,DM,True,2023-01-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,10,DM,DM,NYSE,Stock,USD,2019-05-03 00:00:00+00:00,2025-04-02 00:00:00+00:00,True
0001600626,PEAKSTONE REALTY TRUST,finance_insurance_real_estate,0001628280-26-009056,2026-02-19 00:00:00+00:00,PKST,xbrl_symbol_recovered,pkst-20251231.htm,2c987e390f628b6cbca7a3b86b6aa15ccef5fae5c1d924407c72ea9552463285,1,PKST,True,2024-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,9,PKST,PKST,NYSE,Stock,USD,2021-02-12 00:00:00+00:00,2026-05-06 00:00:00+00:00,True
0001786205,"ARCELLX, INC.",manufacturing,0001193125-26-076876,2026-02-27 00:00:00+00:00,ACLX,xbrl_symbol_recovered,aclx-20251231.htm,b60c7e7d0e58950a9066fc8833d65ab3f812c08fc2b1c71f69ab891da2e78be1,1,ACLX,True,2024-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,9,ACLX,ACLX,NASDAQ,Stock,USD,2022-02-04 00:00:00+00:00,2026-04-28 00:00:00+00:00,True
0001803737,"ENHABIT, INC.",services,0001803737-26-000018,2026-03-06 00:00:00+00:00,EHAB,xbrl_symbol_recovered,ehab-20251231.htm,9127238fb05b63e66089547a97facaaf662d8014f468972e3e5f4f4b13e55c3f,1,EHAB,True,2024-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,9,EHAB,EHAB,NYSE,Stock,USD,2022-07-01 00:00:00+00:00,2026-05-14 00:00:00+00:00,True
0001845337,"DAY ONE BIOPHARMACEUTICALS, INC.",manufacturing,0001193125-26-066956,2026-02-25 00:00:00+00:00,DAWN,xbrl_symbol_recovered,dawn-20251231.htm,9f651f500fa61876d925c02b651fea63792324f1247aaddd274885a770bedf09,1,DAWN,True,2024-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,9,DAWN,DAWN,NASDAQ,Stock,USD,2021-05-27 00:00:00+00:00,2026-04-23 00:00:00+00:00,True
0001861560,"NUVALENT, INC.",manufacturing,0001193125-26-073317,2026-02-27 00:00:00+00:00,NUVL,xbrl_symbol_recovered,nuvl-20251231.htm,833dced74aed3c1e724206b472f35489f8ead968af5e9ffe6a0dbfb2fe9957ef,1,NUVL,True,2024-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,9,NUVL,NUVL,NASDAQ,Stock,USD,2021-07-29 00:00:00+00:00,2026-07-16 00:00:00+00:00,True
0001531978,"PARAGON 28, INC.",manufacturing,0001558370-25-002386,2025-03-07 00:00:00+00:00,FNA,xbrl_symbol_recovered,fna-20241231x10k.htm,6f78de1114756bcf9b89ec0761cf11eb5bfd16fd88ba04bff861469f70041ca5,1,FNA,True,2023-04-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,9,FNA,FNA,NYSE,Stock,USD,2021-10-15 00:00:00+00:00,2026-08-12 00:00:00+00:00,True
0001680379,"STERLING BANCORP, INC.",finance_insurance_real_estate,0001410578-25-000346,2025-03-15 00:00:00+00:00,SBT,xbrl_symbol_recovered,sbt-20241231x10k.htm,94e034d08effe0063ae5a0760111d997f87151853c118639001d3830babbc5d2,1,SBT,True,2023-04-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,9,SBT,SBT,NASDAQ,Stock,USD,2017-11-16 00:00:00+00:00,2026-08-12 00:00:00+00:00,True
0001807846,MONEYLION INC.,finance_insurance_real_estate,0000950170-25-026108,2025-02-26 00:00:00+00:00,ML,xbrl_symbol_recovered,ml-20241231.htm,5de70b696e86b41e74d33868d0e01f23cc3115e59798b748f2102b0ca0a7e6e8,1,ML,True,2023-04-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,9,ML,ML,NYSE,Stock,USD,2020-08-14 00:00:00+00:00,2025-04-17 00:00:00+00:00,True
0001868912,"ENFUSION, INC.",technology,0001558370-25-002043,2025-03-04 00:00:00+00:00,ENFN,xbrl_symbol_recovered,enfn-20241231x10k.htm,2a4e69c7f8bae88ef3e86d2a10e97e5a9acf0c153c189d1172b1be989c42afc9,1,ENFN,True,2023-04-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,9,ENFN,ENFN,NYSE,Stock,USD,2021-10-21 00:00:00+00:00,2026-08-12 00:00:00+00:00,True
0001874944,"VACASA, INC.",services,0001874944-24-000084,2024-11-09 00:00:00+00:00,VCSA,xbrl_symbol_recovered,vcsa-20240930.htm,b8baeddeb4baff4e72dae0e022112e5ac38edf0350d421403ec36c6b6e64e354,1,VCSA,True,2023-04-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,9,VCSA,VCSA,NASDAQ,Stock,USD,2021-04-08 00:00:00+00:00,2025-05-01 00:00:00+00:00,True
0000704562,"AVID BIOSERVICES, INC.",manufacturing,0001683168-24-008620,2024-12-11 00:00:00+00:00,CDMO,xbrl_symbol_recovered,avid_i10q-103124.htm,abecc074351bf5090770bde211818f12b7d90edf6174fa5647d64846be9b5a9e,1,CDMO,True,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,9,CDMO,CDMO,NASDAQ,Stock,USD,2018-01-08 00:00:00+00:00,2025-02-05 00:00:00+00:00,True
0000808326,EMCORE CORP,technology,0000808326-24-000030,2024-08-15 00:00:00+00:00,EMKR,xbrl_symbol_recovered,emkr-20240630.htm,6205fca4f526068fc7f466fda36a23fdcfd6d4abed98809c1feeca9e2d634a1b,1,EMKR,True,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,9,EMKR,EMKR,NASDAQ,Stock,USD,1997-03-07 00:00:00+00:00,2025-02-28 00:00:00+00:00,True
0000931584,UNIVERSAL STAINLESS & ALLOY PRODUCTS INC,manufacturing,0001437749-24-032576,2024-10-31 00:00:00+00:00,USAP,xbrl_symbol_recovered,usap20240930_10q.htm,a82d1de091f964ad1e5d2ea0f55449c2f962dc31d7f5275b4ee06929f2ba345b,1,USAP,True,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,9,USAP,USAP,NASDAQ,Stock,USD,1994-12-28 00:00:00+00:00,2025-01-23 00:00:00+00:00,True
0000946647,PREMIER FINANCIAL CORP,finance_insurance_real_estate,0000950170-25-029956,2025-03-01 00:00:00+00:00,PFC,xbrl_symbol_recovered,pfc-20241231.htm,6fb9e5a4acb7674b6eb45dbe24fdb1cbdb899d245650a26ec9e5841200f6e5b8,1,PFC,True,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,9,PFC,PFC,NASDAQ,Stock,USD,1993-07-21 00:00:00+00:00,2025-03-03 00:00:00+00:00,True
0001037676,"ARCH RESOURCES, INC.",energy,0001558370-24-014411,2024-11-06 00:00:00+00:00,ARCH,xbrl_symbol_recovered,arch-20240930x10q.htm,e47d848d144607f72f7a42d2db44b84dc8ab9f2081c00bf1f37ff80211528430,1,ARCH,True,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,9,ARCH,ARCH,NYSE,Stock,USD,2016-10-05 00:00:00+00:00,2025-01-14 00:00:00+00:00,True
0001138639,INFINERA CORP,technology,0001138639-25-000035,2025-03-01 00:00:00+00:00,INFN,xbrl_symbol_recovered,infn-20241228.htm,09581c9ee5203626ab64b2948262a0746c3f234c5db9d5d2bd75e74c3508942c,1,INFN,True,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,9,INFN,INFN,NASDAQ,Stock,USD,2007-06-07 00:00:00+00:00,2025-02-28 00:00:00+00:00,True
0001162461,CUTERA INC,manufacturing,0001628280-24-047301,2024-11-13 00:00:00+00:00,CUTR,xbrl_symbol_recovered,cutr-20240930.htm,55a4a39bcae7cc32ded35bf4af5b557474bd8ba978441e4d05adc6a44b7ca2ee,1,CUTR,True,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,9,CUTR,CUTR,PINK,Stock,USD,2004-03-31 00:00:00+00:00,2026-04-28 00:00:00+00:00,True
0001302028,"MANITEX INTERNATIONAL, INC.",manufacturing,0000950170-24-122863,2024-11-08 00:00:00+00:00,MNTX,xbrl_symbol_recovered,mntx-20240930.htm,913768e99263725a0ac86fdc3ef2d634fbaad3399e37f2c056336772e3c04666,1,MNTX,True,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,9,MNTX,MNTX,NASDAQ,Stock,USD,2005-02-15 00:00:00+00:00,2025-01-02 00:00:00+00:00,True
