,SPY,QQQ,EFA,VEA,LQD,HYG,GLD,TLT,PDBC,DBA,VNQ,BIL
2017-09-29,0.0,0.0,0.3298454793234451,0.37015452067655485,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2017-10-06,0.31054792770556305,0.0,0.0,0.38945207229443696,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2017-10-13,0.0,0.0,0.31671024633568834,0.38328975366431156,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2017-10-20,0.0,0.2985983819920613,0.0,0.40140161800793867,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2017-10-27,0.0,0.0,0.2052961533856902,0.24470384661430974,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2017-11-03,0.20280815887789938,0.0,0.0,0.24719184112210063,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2017-11-10,0.32800113585104895,0.0,0.0,0.37199886414895106,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2017-11-17,0.0,0.0,0.21014470847769526,0.23985529152230475,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2017-11-24,0.0,0.0,0.20828509126507344,0.24171490873492654,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2017-12-01,0.0,0.0,0.20019798904885722,0.24980201095114277,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2017-12-08,0.0,0.2185646211781333,0.0,0.2314353788218667,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2017-12-15,0.0,0.23525176578223395,0.0,0.2147482342177661,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2017-12-22,0.0,0.25746158471001956,0.0,0.19253841528998045,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2017-12-29,0.17664996350885534,0.2733500364911447,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2018-01-05,0.18915706832107348,0.2608429316789266,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2018-01-12,0.23141069326511898,0.0,0.0,0.21858930673488097,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2018-01-19,0.20073705703628467,0.2492629429637154,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2018-01-26,0.2440973482634499,0.0,0.0,0.20590265173655006,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2018-02-02,0.24119582690542102,0.0,0.0,0.20880417309457897,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2018-02-09,0.0,0.0,0.23460229160923413,0.21539770839076583,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2018-02-16,0.0,0.0,0.0,0.0,0.55,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2018-02-23,0.0,0.0,0.0,0.0,0.15,0.0,0.35,0.35,0.0,0.0,0.0,0.15
2018-03-02,0.0,0.0,0.0,0.0,0.15,0.0,0.35,0.35,0.0,0.0,0.0,0.15
2018-03-09,0.0,0.0,0.0,0.0,0.15,0.0,0.35,0.35,0.0,0.0,0.0,0.15
2018-03-16,0.0,0.0,0.0,0.0,0.15,0.0,0.35,0.35,0.0,0.0,0.0,0.15
2018-03-23,0.0,0.0,0.0,0.0,0.15,0.0,0.35,0.35,0.0,0.0,0.0,0.15
2018-03-30,0.0,0.0,0.0,0.45,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2018-04-06,0.0,0.0,0.0,0.45,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2018-04-13,0.0,0.0,0.0,0.45,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2018-04-20,0.0,0.0,0.0,0.45,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2018-04-27,0.0,0.0,0.0,0.06161458337964654,0.1,0.0,0.25,0.2,0.3883854166203535,0.0,0.0,0.0
2018-05-04,0.0,0.0,0.0,0.053201871750032784,0.1,0.0,0.25,0.2,0.39679812824996724,0.0,0.0,0.0
2018-05-11,0.0,0.0,0.0,0.047175119953039225,0.1,0.0,0.25,0.2,0.4028248800469608,0.0,0.0,0.0
2018-05-18,0.0,0.0,0.0,0.08173099473302843,0.1,0.0,0.25,0.2,0.36826900526697154,0.0,0.0,0.0
2018-05-25,0.0,0.0,0.0,0.05640829412740537,0.1,0.0,0.25,0.2,0.39359170587259457,0.0,0.0,0.0
2018-06-01,0.0,0.0,0.0,0.024909508041146337,0.1,0.0,0.25,0.2,0.4250904919588537,0.0,0.0,0.0
2018-06-08,0.0,0.0,0.0,0.0639376437199915,0.1,0.0,0.25,0.2,0.38606235628000857,0.0,0.0,0.0
2018-06-15,0.0,0.0,0.0,0.039537141509885035,0.1,0.0,0.25,0.2,0.410462858490115,0.0,0.0,0.0
2018-06-22,0.0,0.0,0.0,0.062250572985355176,0.1,0.0,0.25,0.2,0.3877494270146449,0.0,0.0,0.0
2018-06-29,0.0,0.3725339146151277,0.0,0.07746608538487236,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2018-07-06,0.0,0.0,0.0,0.45,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2018-07-13,0.0,0.0,0.0,0.0,0.15,0.0,0.35,0.35,0.0,0.0,0.0,0.15
2018-07-20,0.0,0.0,0.0,0.45,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2018-07-27,0.4095716658822267,0.0,0.0,0.040428334117773294,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2018-08-03,0.395821802546647,0.0,0.0,0.05417819745335296,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2018-08-10,0.39621359555586955,0.0,0.0,0.05378640444413046,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2018-08-17,0.6541212089719027,0.0,0.0,0.045878791028097214,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2018-08-24,0.7,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2018-08-31,0.7,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2018-09-07,0.45,0.0,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2018-09-14,0.2846205336446021,0.0,0.0,0.0,0.1,0.16537946635539794,0.25,0.2,0.0,0.0,0.0,0.0
2018-09-21,0.2960443292302141,0.0,0.0,0.0,0.1,0.15395567076978592,0.25,0.2,0.0,0.0,0.0,0.0
2018-09-28,0.31114495654364355,0.0,0.0,0.0,0.1,0.13885504345635644,0.25,0.2,0.0,0.0,0.0,0.0
2018-10-05,0.28994280568486713,0.0,0.0,0.0,0.1,0.1600571943151329,0.25,0.2,0.0,0.0,0.0,0.0
2018-10-12,0.30443799724954373,0.0,0.0,0.0,0.1,0.14556200275045625,0.25,0.2,0.0,0.0,0.0,0.0
2018-10-19,0.22804219472925066,0.0,0.0,0.0,0.1,0.2219578052707493,0.25,0.2,0.0,0.0,0.0,0.0
2018-10-26,0.24048805226412234,0.0,0.0,0.0,0.1,0.20951194773587764,0.25,0.2,0.0,0.0,0.0,0.0
2018-11-02,0.0,0.0,0.0,0.0,0.1,0.2127793601946697,0.25,0.2,0.23722063980533029,0.0,0.0,0.0
2018-11-09,0.2019971313004647,0.0,0.0,0.0,0.1,0.24800286869953528,0.25,0.2,0.0,0.0,0.0,0.0
2018-11-16,0.20717988168188578,0.0,0.0,0.0,0.1,0.24282011831811426,0.25,0.2,0.0,0.0,0.0,0.0
2018-11-23,0.19672044248638243,0.0,0.0,0.0,0.1,0.2532795575136176,0.25,0.2,0.0,0.0,0.0,0.0
2018-11-30,0.1552253013001568,0.0,0.0,0.0,0.1,0.2947746986998432,0.25,0.2,0.0,0.0,0.0,0.0
2018-12-07,0.0,0.0,0.0,0.0,0.1,0.45,0.25,0.2,0.0,0.0,0.0,0.0
2018-12-14,0.0,0.0,0.0,0.0,0.1,0.2543749093892577,0.25,0.2,0.0,0.0,0.19562509061074226,0.0
2018-12-21,0.0,0.0,0.0,0.0,0.1,0.45,0.25,0.2,0.0,0.0,0.0,0.0
2018-12-28,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.45,0.0
2019-01-04,0.0,0.0,0.0,0.0,0.1,0.20796827976479343,0.25,0.2,0.0,0.0,0.24203172023520655,0.0
2019-01-11,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.39447583240920325,0.0,0.0,0.25552416759079677,0.0
2019-01-18,0.0,0.0,0.0,0.0,0.1,0.15979441081594853,0.25,0.4902055891840515,0.0,0.0,0.0,0.0
2019-01-25,0.0,0.0,0.0,0.0,0.29322408475695183,0.0,0.25,0.4567759152430482,0.0,0.0,0.0,0.0
2019-02-01,0.0,0.0,0.0,0.0,0.29666849573329734,0.0,0.25,0.4533315042667027,0.0,0.0,0.0,0.0
2019-02-08,0.0,0.0,0.0,0.0,0.30927365837967813,0.0,0.25,0.44072634162032187,0.0,0.0,0.0,0.0
2019-02-15,0.0,0.0,0.0,0.0,0.3010658035457393,0.0,0.25,0.4489341964542607,0.0,0.0,0.0,0.0
2019-02-22,0.0,0.0,0.0,0.0,0.325779117301515,0.0,0.25,0.42422088269848507,0.0,0.0,0.0,0.0
2019-03-01,0.0,0.0,0.0,0.0,0.3361024444210937,0.0,0.25,0.4138975555789063,0.0,0.0,0.0,0.0
2019-03-08,0.0,0.0,0.0,0.0,0.35769700073276933,0.19230299926723068,0.25,0.2,0.0,0.0,0.0,0.0
2019-03-15,0.0,0.0,0.0,0.0,0.3648467336138287,0.18515326638617133,0.25,0.2,0.0,0.0,0.0,0.0
2019-03-22,0.0,0.0,0.0,0.0,0.3582596000707017,0.19174039992929828,0.25,0.2,0.0,0.0,0.0,0.0
2019-03-29,0.0,0.0,0.0,0.0,0.2687638089261237,0.0,0.25,0.2,0.0,0.0,0.28123619107387626,0.0
2019-04-05,0.0,0.0,0.0,0.0,0.1,0.18596885233714225,0.25,0.2,0.0,0.0,0.26403114766285773,0.0
2019-04-12,0.0,0.0,0.0,0.0,0.2836679123332737,0.0,0.25,0.2,0.0,0.0,0.2663320876667263,0.0
2019-04-19,0.0,0.0,0.0,0.0,0.42789307342368155,0.0,0.15,0.0,0.0,0.0,0.4221069265763184,0.0
2019-04-26,0.0,0.0,0.0,0.0,0.5718903394776759,0.2781096605223241,0.15,0.0,0.0,0.0,0.0,0.0
2019-05-03,0.0,0.0,0.0,0.0,0.5662290352586824,0.2837709647413176,0.15,0.0,0.0,0.0,0.0,0.0
2019-05-10,0.0,0.0,0.0,0.0,0.32820380043742386,0.0,0.25,0.2,0.0,0.0,0.22179619956257618,0.0
2019-05-17,0.0,0.0,0.0,0.0,0.34462949178444235,0.0,0.25,0.2,0.0,0.0,0.2053705082155577,0.0
2019-05-24,0.0,0.0,0.0,0.0,0.3464321077210358,0.0,0.25,0.2,0.0,0.0,0.2035678922789643,0.0
2019-05-31,0.0,0.0,0.0,0.0,0.342663168786303,0.0,0.25,0.2,0.0,0.0,0.2073368312136971,0.0
2019-06-07,0.0,0.0,0.0,0.0,0.3637537577834975,0.0,0.25,0.3862462422165025,0.0,0.0,0.0,0.0
2019-06-14,0.0,0.0,0.0,0.0,0.5230129320885194,0.0,0.15,0.3269870679114804,0.0,0.0,0.0,0.0
2019-06-21,0.0,0.0,0.0,0.0,0.5021511651398444,0.0,0.15,0.0,0.0,0.0,0.3478488348601556,0.0
2019-06-28,0.0,0.0,0.0,0.0,0.49646931282989293,0.0,0.15,0.0,0.0,0.0,0.35353068717010716,0.0
2019-07-05,0.0,0.0,0.0,0.0,0.5196453661791758,0.0,0.15,0.3303546338208241,0.0,0.0,0.0,0.0
2019-07-12,0.0,0.0,0.0,0.0,0.5184100504073055,0.0,0.15,0.3315899495926945,0.0,0.0,0.0,0.0
2019-07-19,0.0,0.0,0.0,0.0,0.31466869704156025,0.0,0.25,0.43533130295843975,0.0,0.0,0.0,0.0
2019-07-26,0.0,0.0,0.0,0.0,0.3335071704665479,0.0,0.46649282953345206,0.2,0.0,0.0,0.0,0.0
2019-08-02,0.0,0.0,0.0,0.0,0.318018891620964,0.0,0.25,0.43198110837903597,0.0,0.0,0.0,0.0
2019-08-09,0.0,0.0,0.0,0.0,0.3205182415088831,0.0,0.25,0.429481758491117,0.0,0.0,0.0,0.0
2019-08-16,0.0,0.0,0.0,0.0,0.33656683592802844,0.0,0.46343316407197155,0.2,0.0,0.0,0.0,0.0
2019-08-23,0.0,0.0,0.0,0.0,0.3292450163449327,0.0,0.4707549836550673,0.2,0.0,0.0,0.0,0.0
2019-08-30,0.0,0.0,0.0,0.0,0.3218443467791757,0.0,0.47815565322082426,0.2,0.0,0.0,0.0,0.0
2019-09-06,0.0,0.0,0.0,0.0,0.3123023669807437,0.0,0.4876976330192563,0.2,0.0,0.0,0.0,0.0
2019-09-13,0.0,0.0,0.0,0.0,0.3348961864846386,0.0,0.4651038135153614,0.2,0.0,0.0,0.0,0.0
2019-09-20,0.0,0.0,0.0,0.0,0.43775705618438066,0.0,0.5622429438156192,0.0,0.0,0.0,0.0,0.0
2019-09-27,0.0,0.0,0.0,0.0,0.3062236540742519,0.0,0.4937763459257481,0.2,0.0,0.0,0.0,0.0
2019-10-04,0.0,0.0,0.0,0.0,0.1,0.0,0.48486644434822523,0.2,0.0,0.0,0.21513355565177475,0.0
2019-10-11,0.0,0.0,0.0,0.0,0.1,0.0,0.46677981129681556,0.2,0.0,0.0,0.23322018870318442,0.0
2019-10-18,0.0,0.0,0.0,0.0,0.15,0.0,0.47020202593775784,0.0,0.0,0.0,0.3797979740622421,0.0
2019-10-25,0.0,0.0,0.0,0.0,0.15,0.0,0.4411860513539081,0.0,0.0,0.0,0.40881394864609194,0.0
2019-11-01,0.0,0.0,0.0,0.0,0.15,0.0,0.4496568774423324,0.0,0.0,0.0,0.40034312255766763,0.0
2019-11-08,0.0,0.0,0.0,0.0,0.3817815536592768,0.0,0.15,0.0,0.0,0.0,0.4682184463407231,0.0
2019-11-15,0.0,0.0,0.0,0.0,0.5405513854760553,0.0,0.15,0.0,0.0,0.0,0.30944861452394473,0.0
2019-11-22,0.32484565222615225,0.0,0.0,0.0,0.5251543477738477,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2019-11-29,0.386948961059366,0.0,0.0,0.0,0.46305103894063393,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2019-12-06,0.3579339640437873,0.0,0.0,0.0,0.4920660359562127,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2019-12-13,0.451128900568592,0.0,0.0,0.0,0.39887109943140797,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2019-12-20,0.41424375308420575,0.0,0.0,0.0,0.4357562469157943,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2019-12-27,0.49869380256368206,0.0,0.0,0.0,0.35130619743631786,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2020-01-03,0.5236830213390068,0.0,0.0,0.0,0.32631697866099324,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2020-01-10,0.5316762136491089,0.0,0.0,0.0,0.3183237863508912,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2020-01-17,0.4783360152539896,0.0,0.0,0.0,0.3716639847460103,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2020-01-24,0.4699063103348661,0.0,0.0,0.0,0.3800936896651339,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2020-01-31,0.3357569473691956,0.3642430526308045,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2020-02-07,0.3035441380216095,0.3964558619783905,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2020-02-14,0.4458453576294231,0.0,0.0,0.0,0.40415464237057697,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2020-02-21,0.2918104311855578,0.0,0.0,0.0,0.2581895688144423,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2020-02-28,0.25828369937608026,0.0,0.0,0.0,0.29171630062391973,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2020-03-06,0.0,0.0,0.0,0.0,0.1,0.0,0.4819165455272366,0.4180834544727634,0.0,0.0,0.0,0.0
2020-03-13,0.0,0.0,0.0,0.0,0.3214114202554902,0.0,0.47858857974450975,0.2,0.0,0.0,0.0,0.0
2020-03-20,0.0,0.0,0.0,0.0,0.1,0.0,0.46685307609658755,0.4331469239034125,0.0,0.0,0.0,0.0
2020-03-27,0.0,0.0,0.0,0.0,0.1,0.0,0.4667040214133401,0.43329597858665997,0.0,0.0,0.0,0.0
2020-04-03,0.0,0.0,0.0,0.0,0.1,0.0,0.44914798914045556,0.4508520108595444,0.0,0.0,0.0,0.0
2020-04-10,0.0,0.0,0.0,0.0,0.1,0.0,0.4509197649675988,0.44908023503240124,0.0,0.0,0.0,0.0
2020-04-17,0.0,0.0,0.0,0.0,0.1,0.0,0.4543587076296917,0.4456412923703083,0.0,0.0,0.0,0.0
2020-04-24,0.0,0.0,0.0,0.0,0.1,0.0,0.4543587076296917,0.4456412923703083,0.0,0.0,0.0,0.0
2020-05-01,0.0,0.0,0.0,0.0,0.1,0.0,0.4560272894968242,0.44397271050317577,0.0,0.0,0.0,0.0
2020-05-08,0.0,0.0,0.0,0.0,0.1,0.0,0.4543587076296917,0.4456412923703083,0.0,0.0,0.0,0.0
2020-05-15,0.0,0.0,0.0,0.0,0.1,0.0,0.46243284817870733,0.43756715182129274,0.0,0.0,0.0,0.0
2020-05-22,0.0,0.0,0.0,0.0,0.1,0.0,0.4543587076296917,0.4456412923703083,0.0,0.0,0.0,0.0
2020-05-29,0.0,0.0,0.0,0.0,0.1,0.0,0.4662029881272294,0.43379701187277064,0.0,0.0,0.0,0.0
2020-06-05,0.0,0.0,0.0,0.0,0.1,0.0,0.4789659339839091,0.42103406601609095,0.0,0.0,0.0,0.0
2020-06-12,0.0,0.2233543145603219,0.0,0.0,0.1,0.0,0.47664568543967817,0.2,0.0,0.0,0.0,0.0
2020-06-19,0.0,0.0,0.0,0.0,0.1,0.0,0.48514511242587854,0.4148548875741215,0.0,0.0,0.0,0.0
2020-06-26,0.0,0.21578686659446403,0.0,0.0,0.1,0.0,0.25,0.4342131334055359,0.0,0.0,0.0,0.0
2020-07-03,0.0,0.21790833061589443,0.0,0.0,0.1,0.0,0.4820916693841056,0.2,0.0,0.0,0.0,0.0
2020-07-10,0.0,0.21138637446488104,0.0,0.0,0.1,0.0,0.488613625535119,0.2,0.0,0.0,0.0,0.0
2020-07-17,0.0,0.22060863896405739,0.0,0.0,0.1,0.0,0.4793913610359426,0.2,0.0,0.0,0.0,0.0
2020-07-24,0.0,0.22403866351968216,0.0,0.0,0.1,0.0,0.4759613364803178,0.2,0.0,0.0,0.0,0.0
2020-07-31,0.0,0.21193098648676473,0.0,0.0,0.1,0.0,0.4880690135132353,0.2,0.0,0.0,0.0,0.0
2020-08-07,0.0,0.229547394938412,0.0,0.0,0.1,0.0,0.47045260506158804,0.2,0.0,0.0,0.0,0.0
2020-08-14,0.0,0.22620162533833585,0.0,0.0,0.1,0.0,0.4737983746616642,0.2,0.0,0.0,0.0,0.0
2020-08-21,0.0,0.265441865483914,0.0,0.0,0.1,0.0,0.43455813451608605,0.2,0.0,0.0,0.0,0.0
2020-08-28,0.0,0.27966577554504624,0.0,0.0,0.1,0.0,0.4203342244549537,0.2,0.0,0.0,0.0,0.0
2020-09-04,0.0,0.2575096605666283,0.0,0.0,0.1,0.0,0.4424903394333717,0.2,0.0,0.0,0.0,0.0
2020-09-11,0.0,0.0,0.0,0.0,0.1,0.0,0.5235987132591582,0.37640128674084183,0.0,0.0,0.0,0.0
2020-09-18,0.0,0.0,0.0,0.2496688137364962,0.6003311862635038,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2020-09-25,0.1360279668975828,0.0,0.0,0.0,0.41397203310241726,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2020-10-02,0.2999564568819313,0.0,0.0,0.0,0.5500435431180687,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2020-10-09,0.3161935894282811,0.0,0.0,0.0,0.5338064105717188,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2020-10-16,0.3135202613933954,0.0,0.0,0.0,0.5364797386066046,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2020-10-23,0.3041069118368905,0.0,0.0,0.0,0.5458930881631094,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2020-10-30,0.2096523446342787,0.0,0.0,0.0,0.3403476553657213,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2020-11-06,0.0,0.0,0.0,0.0,0.39851894244454067,0.0,0.25,0.35148105755545933,0.0,0.0,0.0,0.0
2020-11-13,0.0,0.0,0.0,0.0,0.4030582275234469,0.0,0.25,0.3469417724765531,0.0,0.0,0.0,0.0
2020-11-20,0.2378937302069461,0.0,0.0,0.0,0.6121062697930539,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2020-11-27,0.0,0.0,0.0,0.0,0.70091160038041,0.0,0.15,0.1490883996195899,0.0,0.0,0.0,0.0
2020-12-04,0.11517972801524498,0.0,0.0,0.0,0.43482027198475504,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2020-12-11,0.1554909975736152,0.0,0.0,0.0,0.39450900242638476,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2020-12-18,0.2124648722042417,0.0,0.0,0.0,0.3375351277957583,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2020-12-25,0.2720762989317466,0.0,0.0,0.0,0.5779237010682533,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.0,0.0,0.0,0.0,0.55,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2021-01-08,0.0,0.0,0.0,0.0,0.55,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2021-01-15,0.29278488056510404,0.0,0.0,0.0,0.25721511943489594,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2021-01-22,0.2581271405193704,0.0,0.0,0.0,0.2918728594806296,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2021-01-29,0.45,0.0,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2021-02-05,0.45,0.0,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2021-02-12,0.3592812850335079,0.0,0.0,0.340718714966492,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2021-02-19,0.35133005319248456,0.0,0.3486699468075154,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2021-02-26,0.2777920013574747,0.0,0.1722079986425253,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2021-03-05,0.45,0.0,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2021-03-12,0.20170411022507767,0.0,0.0,0.0,0.1,0.0,0.25,0.2,0.24829588977492234,0.0,0.0,0.0
2021-03-19,0.26673670302200864,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.4332632969779912,0.0,0.0,0.0
2021-03-26,0.2673601909958835,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.4326398090041164,0.0,0.0,0.0
2021-04-02,0.2666341682127603,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.43336583178723964,0.0,0.0,0.0
2021-04-09,0.3277710262373761,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.3722289737626238,0.0,0.0,0.0
2021-04-16,0.0,0.0,0.0,0.24266095443498337,0.15,0.0,0.15,0.0,0.4573390455650166,0.0,0.0,0.0
2021-04-23,0.19855917423039365,0.0,0.0,0.5014408257696064,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2021-04-30,0.20192144129276854,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.4980785587072314,0.0,0.0,0.0
2021-05-07,0.3861117198955458,0.0,0.0,0.31388828010445413,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2021-05-14,0.38601221987312595,0.0,0.0,0.3139877801268739,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2021-05-21,0.3623815601470134,0.0,0.0,0.33761843985298645,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2021-05-28,0.38526202762786116,0.0,0.0,0.31473797237213885,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2021-06-04,0.42622317108752156,0.0,0.0,0.27377682891247834,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2021-06-11,0.47933051443366836,0.0,0.0,0.22066948556633165,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2021-06-18,0.419031577321027,0.0,0.0,0.280968422678973,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2021-06-25,0.4112925576118862,0.0,0.0,0.28870744238811374,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2021-07-02,0.4444267523721744,0.0,0.0,0.2555732476278255,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2021-07-09,0.4562577498319145,0.0,0.0,0.24374225016808543,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2021-07-16,0.33493537636319837,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.36506462363680164,0.0
2021-07-23,0.3240559223382219,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.37594407766177806,0.0
2021-07-30,0.34406913309897796,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.35593086690102205,0.0
2021-08-06,0.42662490876649384,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.27337509123350606,0.0
2021-08-13,0.5148025864296686,0.0,0.0,0.18519741357033143,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2021-08-20,0.3324504957363867,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.3675495042636132,0.0
2021-08-27,0.34593157314624573,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.35406842685375417,0.0
2021-09-03,0.32358681758354874,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.37641318241645116,0.0
2021-09-10,0.33813465687766103,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.3618653431223389,0.0
2021-09-17,0.3866598441368873,0.3133401558631127,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2021-09-24,0.3788099456319978,0.3211900543680022,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2021-10-01,0.41890137095510205,0.2810986290448979,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2021-10-08,0.2707102156801827,0.17928978431981724,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2021-10-15,0.43206600434477493,0.2679339956552251,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2021-10-22,0.4466551978630116,0.2533448021369883,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2021-10-29,0.4357654352317135,0.2642345647682864,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2021-11-05,0.4453801883345119,0.25461981166548814,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2021-11-12,0.6113749196389549,0.0,0.08862508036104515,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2021-11-19,0.7,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2021-11-26,0.4260355657297302,0.0,0.0,0.02396443427026977,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
