cik10,company_name_as_filed,sector,current_tickers,current_exchanges,has_current_sec_ticker,identity_status
0001071993,CONTANGO OIL & GAS CO,energy,,,False,former_or_unmapped
0001092289,TRANSATLANTIC PETROLEUM LTD.,energy,,,False,former_or_unmapped
0001096339,SARATOGA RESOURCES INC /TX,energy,,,False,former_or_unmapped
0001102392,"ROYAL ENERGY RESOURCES, INC.",energy,,,False,former_or_unmapped
0001108827,"QEP RESOURCES, INC.",energy,,,False,former_or_unmapped
0001109189,"BASIC ENERGY SERVICES, INC.",energy,,,False,former_or_unmapped
0001111817,LONGWEI PETROLEUM INVESTMENT HOLDING LTD,energy,,,False,former_or_unmapped
0001112412,ENDEAVOUR INTERNATIONAL CORP,energy,,,False,former_or_unmapped
0001123647,ATP OIL & GAS CORP,energy,,,False,former_or_unmapped
0001124024,FAR EAST ENERGY CORP,energy,,,False,former_or_unmapped
0001127342,GMX RESOURCES INC,energy,,,False,former_or_unmapped
0001133260,UNION DRILLING INC,energy,,,False,former_or_unmapped
0001137083,"L & L ENERGY, INC.",energy,,,False,former_or_unmapped
0001144945,PENN VIRGINIA RESOURCE PARTNERS L P,energy,,,False,former_or_unmapped
0001157806,ENCANA CORP,energy,,,False,former_or_unmapped
0001166036,MARKWEST ENERGY PARTNERS L P,energy,,,False,former_or_unmapped
0001168054,CIMAREX ENERGY CO,energy,,,False,former_or_unmapped
0001170154,GASTAR EXPLORATION LTD,energy,,,False,former_or_unmapped
0001172139,BILL BARRETT CORP,energy,,,False,former_or_unmapped
0001173911,ENBRIDGE ENERGY MANAGEMENT L L C,energy,,,False,former_or_unmapped
0001179060,CROSSTEX ENERGY LP,energy,,,False,former_or_unmapped
0001209821,CROSSTEX ENERGY INC,energy,,,False,former_or_unmapped
0001255474,WHITING PETROLEUM CORP,energy,,,False,former_or_unmapped
0001281922,TRIANGLE PETROLEUM CORP,energy,,,False,former_or_unmapped
0001283843,"EMERALD OIL, INC.",energy,,,False,former_or_unmapped
0001289790,MACQUARIE INFRASTRUCTURE CORP,energy,,,False,former_or_unmapped
0001297720,JAMES RIVER COAL CO,energy,,,False,former_or_unmapped
0001301063,"ALPHA NATURAL RESOURCES, INC.",energy,,,False,former_or_unmapped
0001311486,GLOBAL GEOPHYSICAL SERVICES INC,energy,,,False,former_or_unmapped
0001313024,"VENOCO, INC.",energy,,,False,former_or_unmapped
0001322866,KODIAK OIL & GAS CORP,energy,,,False,former_or_unmapped
0001325955,"ALON USA ENERGY, INC.",energy,,,False,former_or_unmapped
0001326089,SUNDANCE ENERGY INC.,energy,,,False,former_or_unmapped
0001326428,"LINN ENERGY, INC.",energy,,,False,former_or_unmapped
0001330849,"HERCULES OFFSHORE, INC.",energy,,,False,former_or_unmapped
0001335190,MAGNUM HUNTER RESOURCES CORP,energy,,,False,former_or_unmapped
0001338613,REGENCY ENERGY PARTNERS LP,energy,,,False,former_or_unmapped
0001339048,"WESTERN REFINING, INC.",energy,,,False,former_or_unmapped
0001340122,"CALUMET SPECIALTY PRODUCTS PARTNERS, L.P.",energy,,,False,former_or_unmapped
0001340282,ROSETTA RESOURCES INC.,energy,,,False,former_or_unmapped
0001341726,"GULFSLOPE ENERGY, INC.",energy,,,False,former_or_unmapped
0001343719,ENERGY XXI LTD,energy,,,False,former_or_unmapped
0001344980,"ALLIANCE HOLDINGS GP, L.P.",energy,,,False,former_or_unmapped
0001346980,"CHAPARRAL ENERGY, INC.",energy,,,False,former_or_unmapped
0001349976,AMERICAN STANDARD ENERGY CORP.,energy,,,False,former_or_unmapped
0001351541,"DELEK US HOLDINGS, INC.",energy,,,False,former_or_unmapped
0001357371,BREITBURN ENERGY PARTNERS LP,energy,,,False,former_or_unmapped
0001358071,CONCHO RESOURCES INC,energy,,,False,former_or_unmapped
0001358831,LEGACY RESERVES LP,energy,,,False,former_or_unmapped
0001361937,"EV ENERGY PARTNERS, LP",energy,,,False,former_or_unmapped
0001362705,SANCHEZ MIDSTREAM PARTNERS LP,energy,,,False,former_or_unmapped
0001364100,"CAL DIVE INTERNATIONAL, INC.",energy,,,False,former_or_unmapped
0001364541,EAGLE ROCK ENERGY PARTNERS L P,energy,,,False,former_or_unmapped
0001367311,"DAKOTA PLAINS HOLDINGS, INC.",energy,,,False,former_or_unmapped
0001376812,PATRIOT COAL CORP,energy,,,False,former_or_unmapped
0001382231,FORTEM RESOURCES INC.,energy,,,False,former_or_unmapped
0001384072,"VANGUARD NATURAL RESOURCES, INC.",energy,,,False,former_or_unmapped
0001397516,REX ENERGY CORP,energy,,,False,former_or_unmapped
0001402281,ERIN ENERGY CORP.,energy,,,False,former_or_unmapped
0001403853,"NUVERRA ENVIRONMENTAL SOLUTIONS, INC.",energy,,,False,former_or_unmapped
0001404079,SAMSON OIL & GAS LTD,energy,,,False,former_or_unmapped
0001404636,NIMIN ENERGY CORP.,energy,,,False,former_or_unmapped
0001404973,"ENERGY XXI GULF COAST, INC.",energy,,,False,former_or_unmapped
0001405073,APPROACH RESOURCES INC,energy,,,False,former_or_unmapped
0001407463,PIONEER SOUTHWEST ENERGY PARTNERS L.P.,energy,,,False,former_or_unmapped
0001412347,OXFORD RESOURCE PARTNERS LP,energy,,,False,former_or_unmapped
0001413507,SRC ENERGY INC.,energy,,,False,former_or_unmapped
0001419428,VANTAGE DRILLING CO,energy,,,False,former_or_unmapped
0001419583,"EOS PETRO, INC.",energy,,,False,former_or_unmapped
0001431372,GASTAR EXPLORATION INC.,energy,,,False,former_or_unmapped
0001437557,"LILIS ENERGY, INC.",energy,,,False,former_or_unmapped
0001441849,CLOUD PEAK ENERGY INC.,energy,,,False,former_or_unmapped
0001449488,CSI COMPRESSCO LP,energy,,,False,former_or_unmapped
0001449732,"WILLBROS GROUP, INC.NEW",energy,,,False,former_or_unmapped
0001453090,WEATHERFORD INTERNATIONAL LTD./SWITZERLAND,energy,,,False,former_or_unmapped
0001458891,NOBLE CORP,energy,,,False,former_or_unmapped
0001469510,RESOLUTE ENERGY CORP,energy,,,False,former_or_unmapped
0001471261,"COBALT INTERNATIONAL ENERGY, INC.",energy,,,False,former_or_unmapped
0001478535,ABBY INC.,energy,,,False,former_or_unmapped
0001483496,"RED MOUNTAIN RESOURCES, INC.",energy,,,False,former_or_unmapped
0001489136,SEMGROUP CORP,energy,,,False,former_or_unmapped
0001490630,RHINO RESOURCE PARTNERS LP,energy,,,False,former_or_unmapped
0001492832,EQUAL ENERGY LTD.,energy,,,False,former_or_unmapped
0001493144,CLOUD PEAK ENERGY RESOURCES LLC,energy,,,False,former_or_unmapped
0001502012,"QR ENERGY, LP",energy,,,False,former_or_unmapped
0001506932,LONE PINE RESOURCES INC.,energy,,,False,former_or_unmapped
0001509273,"C&J ENERGY SERVICES, INC.",energy,,,False,former_or_unmapped
0001509589,"CIVITAS RESOURCES, INC.",energy,,,False,former_or_unmapped
0001517342,PACIFIC DRILLING S.A.,energy,,,False,former_or_unmapped
0001518832,"WPX ENERGY, INC.",energy,,,False,former_or_unmapped
0001519632,"LRR ENERGY, L.P.",energy,,,False,former_or_unmapped
0001521847,AMPLIFY ENERGY CORP,energy,,,False,former_or_unmapped
0001523404,JP ENERGY PARTNERS LP,energy,,,False,former_or_unmapped
0001525287,SPRAGUE RESOURCES LP,energy,,,False,former_or_unmapped
0001527709,"MID-CON ENERGY PARTNERS, LP",energy,,,False,former_or_unmapped
0001528129,"VITAL ENERGY, INC.",energy,,,False,former_or_unmapped
0001528837,SANCHEZ ENERGY CORP,energy,,,False,former_or_unmapped
0001529463,"FTS INTERNATIONAL, INC.",energy,,,False,former_or_unmapped
0001532750,"TITAN ENERGY, LLC",energy,,,False,former_or_unmapped
0001532930,SEVENTY SEVEN ENERGY INC.,energy,,,False,former_or_unmapped
0001533454,NORTHERN TIER ENERGY LP,energy,,,False,former_or_unmapped
0001537028,"INDEPENDENCE CONTRACT DRILLING, INC.",energy,,,False,former_or_unmapped
0001540729,FORESIGHT ENERGY LP,energy,,,False,former_or_unmapped
0001549756,"LINNCO, LLC",energy,,,False,former_or_unmapped
0001555177,EMERGE ENERGY SERVICES LP,energy,,,False,former_or_unmapped
0001556766,"ALON USA PARTNERS, LP",energy,,,False,former_or_unmapped
0001558785,"CVR REFINING, LP",energy,,,False,former_or_unmapped
0001560443,NEW SOURCE ENERGY PARTNERS L.P.,energy,,,False,former_or_unmapped
0001573166,"JONES ENERGY, INC.",energy,,,False,former_or_unmapped
0001574963,"WORLD POINT TERMINALS, LP",energy,,,False,former_or_unmapped
0001575828,EXPRO GROUP HOLDINGS N.V.,energy,,,False,former_or_unmapped
0001583744,ARC LOGISTICS PARTNERS LP,energy,,,False,former_or_unmapped
0001584952,EP ENERGY CORP,energy,,,False,former_or_unmapped
0001588216,"RSP PERMIAN, INC.",energy,,,False,former_or_unmapped
0001588238,RICE ENERGY INC.,energy,,,False,former_or_unmapped
0001594466,"PARSLEY ENERGY, INC.",energy,,,False,former_or_unmapped
0001594590,PARAGON OFFSHORE PLC,energy,,,False,former_or_unmapped
0001597131,GLORI ENERGY INC.,energy,,,False,former_or_unmapped
0001599222,MEMORIAL RESOURCE DEVELOPMENT CORP.,energy,,,False,former_or_unmapped
0001600470,MONTAGE RESOURCES CORP,energy,,,False,former_or_unmapped
0001602065,"VIPER ENERGY, INC.",energy,,,False,former_or_unmapped
0001607250,TRANSOCEAN PARTNERS LLC,energy,,,False,former_or_unmapped
0001615817,"C&J ENERGY SERVICES, INC.",energy,,,False,former_or_unmapped
0001619739,HESS MIDSTREAM PARTNERS LP,energy,,,False,former_or_unmapped
0001623595,"ATLAS ENERGY GROUP, LLC",energy,,,False,former_or_unmapped
0001637558,CONSOL COAL RESOURCES LP,energy,,,False,former_or_unmapped
0001652133,OASIS MIDSTREAM PARTNERS LP,energy,,,False,former_or_unmapped
0001655020,"EXTRACTION OIL & GAS, INC.",energy,,,False,former_or_unmapped
0001661920,LONESTAR RESOURCES US INC.,energy,,,False,former_or_unmapped
0001670349,"U.S. WELL SERVICES, INC.",energy,,,False,former_or_unmapped
0001681714,WILDHORSE RESOURCE DEVELOPMENT CORP,energy,,,False,former_or_unmapped
0001685715,JAGGED PEAK ENERGY INC.,energy,,,False,former_or_unmapped
0001688476,NEXTIER OILFIELD SOLUTIONS INC.,energy,,,False,former_or_unmapped
0001690769,"ALTA MESA RESOURCES, INC. /DE",energy,,,False,former_or_unmapped
0001703785,SITIO ROYALTIES CORP.,energy,,,False,former_or_unmapped
0001705873,BERRY CORP (BRY),energy,,,False,former_or_unmapped
0001725526,HIGHPOINT RESOURCES CORP,energy,,,False,former_or_unmapped
0001735828,LEGACY RESERVES INC.,energy,,,False,former_or_unmapped
0001737204,"RIVIERA RESOURCES, INC.",energy,,,False,former_or_unmapped
0001745797,"BRIGHAM MINERALS, INC.",energy,,,False,former_or_unmapped
0001845290,"MACQUARIE INFRASTRUCTURE HOLDINGS, LLC",energy,,,False,former_or_unmapped
0001865187,"ARIS WATER SOLUTIONS, INC.",energy,,,False,former_or_unmapped
0001949543,SITIO ROYALTIES CORP.,energy,,,False,former_or_unmapped
0000002491,"BALLY TECHNOLOGIES, INC.",technology,,,False,former_or_unmapped
0000006284,ANALOGIC CORP,technology,,,False,former_or_unmapped
0000006314,ANAREN INC,technology,,,False,former_or_unmapped
0000021510,COHERENT INC,technology,,,False,former_or_unmapped
0000023082,COMPUTER SCIENCES CORP,technology,,,False,former_or_unmapped
0000023111,COMPUTER TASK GROUP INC,technology,,,False,former_or_unmapped
0000026076,CUBIC CORP /DE/,technology,,,False,former_or_unmapped
0000030822,DYNAMICS RESEARCH CORP,technology,,,False,former_or_unmapped
0000031347,ECHELON CORP,technology,,,False,former_or_unmapped
0000033619,ESTERLINE TECHNOLOGIES CORP,technology,,,False,former_or_unmapped
0000036047,"CORELOGIC, INC.",technology,,,False,former_or_unmapped
0000055772,KIMBALL INTERNATIONAL INC,technology,,,False,former_or_unmapped
0000067279,MOCON INC,technology,,,False,former_or_unmapped
0000067472,MOLEX INC,technology,,,False,former_or_unmapped
0000068709,MTS SYSTEMS CORP,technology,,,False,former_or_unmapped
0000082628,SYMMETRICOM INC,technology,,,False,former_or_unmapped
0000088790,INTRICON CORP,technology,,,False,former_or_unmapped
0000089270,SL INDUSTRIES INC,technology,,,False,former_or_unmapped
0000092679,SPARTON CORP,technology,,,False,former_or_unmapped
0000093384,STANDARD MICROSYSTEMS CORP,technology,,,False,former_or_unmapped
0000096763,PULSE ELECTRONICS CORP,technology,,,False,former_or_unmapped
0000108772,XEROX CORP,technology,,,False,former_or_unmapped
0000215419,CHECKPOINT SYSTEMS INC,technology,,,False,former_or_unmapped
0000225263,NEWPORT CORP,technology,,,False,former_or_unmapped
0000310568,MICROSEMI CORP,technology,,,False,former_or_unmapped
0000315449,UQM TECHNOLOGIES INC,technology,,,False,former_or_unmapped
0000316793,INTERNATIONAL RECTIFIER CORP /DE/,technology,,,False,former_or_unmapped
0000317771,TELLABS INC,technology,,,False,former_or_unmapped
0000319240,IRIS INTERNATIONAL INC,technology,,,False,former_or_unmapped
0000320340,INTELLIGENT SYSTEMS CORP,technology,,,False,former_or_unmapped
0000320345,MICROS SYSTEMS INC,technology,,,False,former_or_unmapped
0000350868,"ITERIS, INC.",technology,,,False,former_or_unmapped
0000350917,EMULEX CORP /DE/,technology,,,False,former_or_unmapped
0000354908,FLIR SYSTEMS INC,technology,,,False,former_or_unmapped
0000355777,LOJACK CORP,technology,,,False,former_or_unmapped
0000356028,"CA, INC.",technology,,,False,former_or_unmapped
0000357020,XCERRA CORP,technology,,,False,former_or_unmapped
0000701811,MENTOR GRAPHICS CORP,technology,,,False,former_or_unmapped
0000703360,LSI CORP,technology,,,False,former_or_unmapped
0000703361,INTEGRATED DEVICE TECHNOLOGY INC,technology,,,False,former_or_unmapped
0000708818,"NEXTGEN HEALTHCARE, INC.",technology,,,False,former_or_unmapped
0000711065,APPLIED MICRO CIRCUITS CORP,technology,,,False,former_or_unmapped
0000713425,"LOGILITY SUPPLY CHAIN SOLUTIONS, INC",technology,,,False,former_or_unmapped
0000714603,DST SYSTEMS INC,technology,,,False,former_or_unmapped
0000718877,"ACTIVISION BLIZZARD, INC.",technology,,,False,former_or_unmapped
0000727207,"ACCELERATE DIAGNOSTICS, INC",technology,,,False,former_or_unmapped
0000730000,SUPERTEX INC,technology,,,False,former_or_unmapped
0000730255,CALAMP CORP.,technology,,,False,former_or_unmapped
0000730716,ZYGO CORP,technology,,,False,former_or_unmapped
0000743316,MAXIM INTEGRATED PRODUCTS INC,technology,,,False,former_or_unmapped
0000743988,XILINX INC,technology,,,False,former_or_unmapped
0000752431,NETWORK EQUIPMENT TECHNOLOGIES INC,technology,,,False,former_or_unmapped
0000753568,EXAR CORP,technology,,,False,former_or_unmapped
0000767920,PMC SIERRA INC,technology,,,False,former_or_unmapped
0000768251,ALTERA CORP,technology,,,False,former_or_unmapped
0000768411,CYBEROPTICS CORP,technology,,,False,former_or_unmapped
0000772897,HUTCHINSON TECHNOLOGY INC,technology,,,False,former_or_unmapped
0000778734,MEASUREMENT SPECIALTIES INC,technology,,,False,former_or_unmapped
0000790070,EMC CORP,technology,,,False,former_or_unmapped
0000790703,TECH DATA CORP,technology,,,False,former_or_unmapped
0000790715,SIGMA DESIGNS INC,technology,,,False,former_or_unmapped
0000790818,X RITE INC,technology,,,False,former_or_unmapped
0000791907,LINEAR TECHNOLOGY CORP /CA/,technology,,,False,former_or_unmapped
0000791915,CYPRESS SEMICONDUCTOR CORP /DE/,technology,,,False,former_or_unmapped
0000792130,DATAWATCH CORP,technology,,,False,former_or_unmapped
0000800459,HARMAN INTERNATIONAL INDUSTRIES INC /DE/,technology,,,False,former_or_unmapped
0000803014,COMVERSE TECHNOLOGY INC/NY/,technology,,,False,former_or_unmapped
0000804753,CERNER CORP,technology,,,False,former_or_unmapped
0000808326,EMCORE CORP,technology,,,False,former_or_unmapped
0000814549,EBIX INC,technology,,,False,former_or_unmapped
0000820736,ORBITAL SCIENCES CORP /DE/,technology,,,False,former_or_unmapped
0000825410,LANDAUER INC,technology,,,False,former_or_unmapped
0000826083,DELL INC,technology,,,False,former_or_unmapped
0000830916,MULTI FINELINE ELECTRONIX INC,technology,,,False,former_or_unmapped
0000835729,BMC SOFTWARE INC,technology,,,False,former_or_unmapped
0000849502,RAMTRON INTERNATIONAL CORP,technology,,,False,former_or_unmapped
0000849547,BLACK BOX CORP,technology,,,False,former_or_unmapped
0000850579,PLX TECHNOLOGY INC,technology,,,False,former_or_unmapped
0000854701,INTEGRATED SILICON SOLUTION INC,technology,,,False,former_or_unmapped
0000855612,ZIX CORP,technology,,,False,former_or_unmapped
0000859014,COMPUWARE CORP,technology,,,False,former_or_unmapped
0000859163,AVX CORP,technology,,,False,former_or_unmapped
0000864559,CASCADE MICROTECH INC,technology,,,False,former_or_unmapped
0000865570,THQ INC,technology,,,False,former_or_unmapped
0000867374,ELECTRONICS FOR IMAGING INC,technology,,,False,former_or_unmapped
0000867773,SUNPOWER CORP,technology,,,False,former_or_unmapped
0000870753,NUMEREX CORP /PA/,technology,,,False,former_or_unmapped
0000872448,ATMEL CORP,technology,,,False,former_or_unmapped
0000873044,RADISYS CORP,technology,,,False,former_or_unmapped
0000877890,CITRIX SYSTEMS INC,technology,,,False,former_or_unmapped
0000880177,PEREGRINE SEMICONDUCTOR CORP,technology,,,False,former_or_unmapped
0000880432,MISONIX INC,technology,,,False,former_or_unmapped
0000880446,VITESSE SEMICONDUCTOR CORP,technology,,,False,former_or_unmapped
0000881890,ABAXIS INC,technology,,,False,former_or_unmapped
0000887226,PERCEPTRON INC/MI,technology,,,False,former_or_unmapped
0000887730,KEMET CORP,technology,,,False,former_or_unmapped
0000887969,MRV COMMUNICATIONS INC,technology,,,False,former_or_unmapped
0000889423,SATCON TECHNOLOGY CORP,technology,,,False,former_or_unmapped
0000890264,EXA CORP,technology,,,False,former_or_unmapped
0000892482,QUMU CORP,technology,,,False,former_or_unmapped
0000894738,EASYLINK SERVICES INTERNATIONAL CORP,technology,,,False,former_or_unmapped
0000896429,"CANTALOUPE, INC.",technology,,,False,former_or_unmapped
0000896841,"AVID TECHNOLOGY, INC.",technology,,,False,former_or_unmapped
0000911160,RF MICRO DEVICES INC,technology,,,False,former_or_unmapped
0000911650,"SPEED COMMERCE, INC.",technology,,,False,former_or_unmapped
0000913077,AFFYMETRIX INC,technology,,,False,former_or_unmapped
0000913885,TRIQUINT SEMICONDUCTOR INC,technology,,,False,former_or_unmapped
0000914025,PLANTRONICS INC /CA/,technology,,,False,former_or_unmapped
0000914329,FEI CO,technology,,,False,former_or_unmapped
0000915324,TELULAR CORP,technology,,,False,former_or_unmapped
0000915735,STRATASYS INC,technology,,,False,former_or_unmapped
0000915778,DSP GROUP INC /DE/,technology,,,False,former_or_unmapped
0000917491,FARO TECHNOLOGIES INC,technology,,,False,former_or_unmapped
0000918386,QLOGIC CORP,technology,,,False,former_or_unmapped
0000918581,CIBER INC,technology,,,False,former_or_unmapped
0000919013,WAVE SYSTEMS CORP,technology,,,False,former_or_unmapped
0000922521,FALCONSTOR SOFTWARE INC,technology,,,False,former_or_unmapped
0000929940,ASPEN TECHNOLOGY INC /DE/,technology,,,False,former_or_unmapped
0000932111,MICREL INC,technology,,,False,former_or_unmapped
0000935494,NATIONAL INSTRUMENTS CORP,technology,,,False,former_or_unmapped
0000940332,ANADIGICS INC,technology,,,False,former_or_unmapped
0000941685,IMAGEWARE SYSTEMS INC,technology,,,False,former_or_unmapped
0000943580,LECROY CORP,technology,,,False,former_or_unmapped
0000944739,TRANSWITCH CORP /DE,technology,,,False,former_or_unmapped
0000944765,MERGE HEALTHCARE INC,technology,,,False,former_or_unmapped
0000945436,"SUNEDISON, INC.",technology,,,False,former_or_unmapped
0000945699,IXYS CORP /DE/,technology,,,False,former_or_unmapped
0000946454,"BALLANTYNE STRONG, INC.",technology,,,False,former_or_unmapped
0000949158,CRAY INC,technology,,,False,former_or_unmapped
0001000180,SANDISK CORP,technology,,,False,former_or_unmapped
0001001288,LEXMARK INTERNATIONAL INC /KY/,technology,,,False,former_or_unmapped
0001001426,PERICOM SEMICONDUCTOR CORP,technology,,,False,former_or_unmapped
0001002135,WESTELL TECHNOLOGIES INC,technology,,,False,former_or_unmapped
0001002225,ADVENT SOFTWARE INC /DE/,technology,,,False,former_or_unmapped
0001002388,"ACCELRYS, INC.",technology,,,False,former_or_unmapped
0001002517,"NUANCE COMMUNICATIONS, INC.",technology,,,False,former_or_unmapped
0001003214,SILICON IMAGE INC,technology,,,False,former_or_unmapped
0001005757,CSG SYSTEMS INTERNATIONAL INC,technology,,,False,former_or_unmapped
0001006269,LORAL SPACE & COMMUNICATIONS INC.,technology,,,False,former_or_unmapped
0001006892,JDA SOFTWARE GROUP INC,technology,,,False,former_or_unmapped
0001008586,STREAMLINE HEALTH SOLUTIONS INC.,technology,,,False,former_or_unmapped
0001008817,SAPIENT CORP,technology,,,False,former_or_unmapped
0001009626,BROCADE COMMUNICATIONS SYSTEMS INC,technology,,,False,former_or_unmapped
0001010552,POLYCOM INC,technology,,,False,former_or_unmapped
0001010612,SYKES ENTERPRISES INC,technology,,,False,former_or_unmapped
0001011006,YAHOO INC,technology,,,False,former_or_unmapped
0001011452,"MEDICAL INFORMATION TECHNOLOGY, INC.",technology,,,False,former_or_unmapped
0001013462,ANSYS INC,technology,,,False,former_or_unmapped
0001016125,ULTIMATE SOFTWARE GROUP INC,technology,,,False,former_or_unmapped
0001017968,EDGEWATER TECHNOLOGY INC/DE/,technology,,,False,former_or_unmapped
0001018003,INGRAM MICRO INC,technology,,,False,former_or_unmapped
0001019671,SEACHANGE INTERNATIONAL INC,technology,,,False,former_or_unmapped
0001022225,OPLINK COMMUNICATIONS INC,technology,,,False,former_or_unmapped
0001023362,POWERWAVE TECHNOLOGIES INC,technology,,,False,former_or_unmapped
0001023364,"AUTOWEB, INC.",technology,,,False,former_or_unmapped
0001024732,IGATE CORP,technology,,,False,former_or_unmapped
0001027207,EPIQ SYSTEMS INC,technology,,,False,former_or_unmapped
0001029299,"DELTEK, INC",technology,,,False,former_or_unmapped
0001031028,GLOBECOMM SYSTEMS INC,technology,,,False,former_or_unmapped
0001035748,CALLIDUS SOFTWARE INC,technology,,,False,former_or_unmapped
0001036188,QAD INC,technology,,,False,former_or_unmapped
0001036960,FAIRCHILD SEMICONDUCTOR INTERNATIONAL INC,technology,,,False,former_or_unmapped
0001037760,CEPHEID,technology,,,False,former_or_unmapped
0001039101,"L3 TECHNOLOGIES, INC.",technology,,,False,former_or_unmapped
0001040426,SYNTEL INC,technology,,,False,former_or_unmapped
0001042783,DOT HILL SYSTEMS CORP,technology,,,False,former_or_unmapped
0001042825,POWER ONE INC,technology,,,False,former_or_unmapped
0001043604,JUNIPER NETWORKS INC,technology,,,False,former_or_unmapped
0001044590,"INTERMEC, INC.",technology,,,False,former_or_unmapped
0001045150,"OFFICIAL PAYMENTS HOLDINGS, INC.",technology,,,False,former_or_unmapped
0001046327,REALNETWORKS INC,technology,,,False,former_or_unmapped
0001046995,EMAGIN CORP,technology,,,False,former_or_unmapped
0001047122,RAYTHEON CO/,technology,,,False,former_or_unmapped
0001050550,VOLTERRA SEMICONDUCTOR CORP,technology,,,False,former_or_unmapped
0001053374,IPASS INC,technology,,,False,former_or_unmapped
0001054374,BROADCOM CORP,technology,,,False,former_or_unmapped
0001056239,L 3 COMMUNICATIONS HOLDINGS INC,technology,,,False,former_or_unmapped
0001056386,INTERNAP CORP,technology,,,False,former_or_unmapped
0001056923,DATALINK CORP,technology,,,False,former_or_unmapped
0001057083,PC TEL INC,technology,,,False,former_or_unmapped
0001058057,MARVELL TECHNOLOGY GROUP LTD,technology,,,False,former_or_unmapped
0001059786,MIPS TECHNOLOGIES INC,technology,,,False,former_or_unmapped
0001062047,CONVERGYS CORP,technology,,,False,former_or_unmapped
0001062478,ACTUATE CORP,technology,,,False,former_or_unmapped
0001062530,DIGITAL RIVER INC /DE,technology,,,False,former_or_unmapped
0001066026,CONCUR TECHNOLOGIES INC,technology,,,False,former_or_unmapped
0001068874,IMPLANT SCIENCES CORP,technology,,,False,former_or_unmapped
0001068875,"BLUCORA, INC.",technology,,,False,former_or_unmapped
0001070380,SABA SOFTWARE INC,technology,,,False,former_or_unmapped
0001073349,BOTTOMLINE TECHNOLOGIES INC,technology,,,False,former_or_unmapped
0001076481,SEQUENOM INC,technology,,,False,former_or_unmapped
0001076682,MAJESCO ENTERTAINMENT CO,technology,,,False,former_or_unmapped
0001080099,INFORMATICA CORP,technology,,,False,former_or_unmapped
0001080747,GREENWAY MEDICAL TECHNOLOGIES INC,technology,,,False,former_or_unmapped
0001081078,API TECHNOLOGIES CORP.,technology,,,False,former_or_unmapped
0001082506,"GREAT ELM CAPITAL GROUP, INC.",technology,,,False,former_or_unmapped
0001082526,SCIQUEST INC,technology,,,False,former_or_unmapped
0001084384,PARETEUM CORP,technology,,,False,former_or_unmapped
0001084755,ARIBA INC,technology,,,False,former_or_unmapped
0001084817,RESPONSYS INC,technology,,,False,former_or_unmapped
0001085280,TIBCO SOFTWARE INC,technology,,,False,former_or_unmapped
0001085621,ACTUA CORP,technology,,,False,former_or_unmapped
0001085869,PERFICIENT INC,technology,,,False,former_or_unmapped
0001086909,"BROADSOFT, INC.",technology,,,False,former_or_unmapped
0001087423,RED HAT INC,technology,,,False,former_or_unmapped
0001087934,"INCONTACT, INC.",technology,,,False,former_or_unmapped
0001088033,QUEST SOFTWARE INC,technology,,,False,former_or_unmapped
0001092367,SYCAMORE NETWORKS INC,technology,,,False,former_or_unmapped
0001094348,MATTERSIGHT CORP,technology,,,False,former_or_unmapped
0001094392,RUDOLPH TECHNOLOGIES INC,technology,,,False,former_or_unmapped
0001094739,FINISAR CORP,technology,,,False,former_or_unmapped
0001095277,INTERSECTIONS INC,technology,,,False,former_or_unmapped
0001095291,"WEB.COM GROUP, INC.",technology,,,False,former_or_unmapped
0001096325,INTERSIL CORP/DE,technology,,,False,former_or_unmapped
0001096738,EPOCRATES INC,technology,,,False,former_or_unmapped
0001100969,"ASIAINFO-LINKAGE, INC",technology,,,False,former_or_unmapped
0001101169,VIASYSTEMS GROUP INC,technology,,,False,former_or_unmapped
0001101680,DZS INC.,technology,,,False,former_or_unmapped
0001102541,EARTHLINK HOLDINGS CORP.,technology,,,False,former_or_unmapped
0001102741,"STEC, INC.",technology,,,False,former_or_unmapped
0001102934,"CMC MATERIALS, INC.",technology,,,False,former_or_unmapped
0001104042,ADVANCED ANALOGIC TECHNOLOGIES INC,technology,,,False,former_or_unmapped
0001104188,SOHU COM INC,technology,,,False,former_or_unmapped
0001104252,DDI CORP,technology,,,False,former_or_unmapped
0001104855,"SUPPORT.COM, INC.",technology,,,False,former_or_unmapped
0001105472,SONUS NETWORKS INC,technology,,,False,former_or_unmapped
0001106851,OMNIVISION TECHNOLOGIES INC,technology,,,False,former_or_unmapped
0001107694,"RACKSPACE HOSTING, INC.",technology,,,False,former_or_unmapped
0001108320,SMTC CORP,technology,,,False,former_or_unmapped
0001108924,OPNET TECHNOLOGIES INC,technology,,,False,former_or_unmapped
0001110611,ON24 INC.,technology,,,False,former_or_unmapped
0001110647,"OCLARO, INC.",technology,,,False,former_or_unmapped
0001110903,NETWORK ENGINES INC,technology,,,False,former_or_unmapped
0001111665,TELECOMMUNICATION SYSTEMS INC /FA/,technology,,,False,former_or_unmapped
0001112920,GLOBALSCAPE INC,technology,,,False,former_or_unmapped
0001114714,KENEXA CORP,technology,,,False,former_or_unmapped
0001117106,NETSUITE INC,technology,,,False,former_or_unmapped
0001118417,"MODEL N, INC.",technology,,,False,former_or_unmapped
0001120295,IXIA,technology,,,False,former_or_unmapped
