,dual_momentum_topn,composite_selective_signals,composite_regime_conditioned,taa_10m_sma,cash::BIL
2021-09-17,0.19869809726934543,0.19556664913710212,0.4253097338789663,0.18042551971458617,0.0
2021-09-24,0.19882638833791164,0.19549131886525573,0.4253071164684029,0.1803751763284298,0.0
2021-10-01,0.19882638833791164,0.19549131886525573,0.4253071164684029,0.1803751763284298,0.0
2021-10-08,0.19882638833791164,0.19549131886525573,0.4253071164684029,0.1803751763284298,0.0
2021-10-15,0.19882638833791164,0.19549131886525573,0.4253071164684029,0.1803751763284298,0.0
2021-10-22,0.19882638833791164,0.19549131886525573,0.4253071164684029,0.1803751763284298,0.0
2021-10-29,0.20071453547857404,0.19352974051012525,0.4253107455610211,0.18044497845027968,0.0
2021-11-05,0.20071453547857404,0.19352974051012525,0.4253107455610211,0.18044497845027968,0.0
2021-11-12,0.20071453547857404,0.19352974051012525,0.4253107455610211,0.18044497845027968,0.0
2021-11-19,0.20071453547857404,0.19352974051012525,0.4253107455610211,0.18044497845027968,0.0
2021-11-26,0.19528062914668148,0.18657967818489754,0.4351864473366127,0.18295324533180835,0.0
2021-12-03,0.19528062914668148,0.18657967818489754,0.4351864473366127,0.18295324533180835,0.0
2021-12-10,0.19528062914668148,0.18657967818489754,0.4351864473366127,0.18295324533180835,0.0
2021-12-17,0.19528062914668148,0.18657967818489754,0.4351864473366127,0.18295324533180835,0.0
2021-12-24,0.19528062914668148,0.18657967818489754,0.4351864473366127,0.18295324533180835,0.0
2021-12-31,0.17979835628293875,0.1695098097259728,0.4146451562978495,0.17604667769323892,0.06000000000000005
2022-01-07,0.17979835628293875,0.1695098097259728,0.4146451562978495,0.17604667769323892,0.06000000000000005
2022-01-14,0.17979835628293875,0.1695098097259728,0.4146451562978495,0.17604667769323892,0.06000000000000005
2022-01-21,0.17979835628293875,0.1695098097259728,0.4146451562978495,0.17604667769323892,0.06000000000000005
2022-01-28,0.15028709913889937,0.14176023886936592,0.3557336968329445,0.1522189651587903,0.19999999999999984
2022-02-04,0.15028709913889937,0.14176023886936592,0.3557336968329445,0.1522189651587903,0.19999999999999984
2022-02-11,0.15028709913889937,0.14176023886936592,0.3557336968329445,0.1522189651587903,0.19999999999999984
2022-02-18,0.15028709913889937,0.14176023886936592,0.3557336968329445,0.1522189651587903,0.19999999999999984
2022-02-25,0.1500146842175374,0.14310867651183923,0.35744021809976667,0.14943642117085668,0.20000000000000007
2022-03-04,0.1500146842175374,0.14310867651183923,0.35744021809976667,0.14943642117085668,0.20000000000000007
2022-03-11,0.1500146842175374,0.14310867651183923,0.35744021809976667,0.14943642117085668,0.20000000000000007
2022-03-18,0.1500146842175374,0.14310867651183923,0.35744021809976667,0.14943642117085668,0.20000000000000007
2022-03-25,0.0733502023013656,0.0710683686319509,0.17923206542993003,0.07634936363675351,0.6
2022-04-01,0.0733502023013656,0.0710683686319509,0.17923206542993003,0.07634936363675351,0.6
2022-04-08,0.0733502023013656,0.0710683686319509,0.17923206542993003,0.07634936363675351,0.6
2022-04-15,0.0733502023013656,0.0710683686319509,0.17923206542993003,0.07634936363675351,0.6
2022-04-22,0.0733502023013656,0.0710683686319509,0.17923206542993003,0.07634936363675351,0.6
2022-04-29,0.07232607874082213,0.07089558010879171,0.179539239257958,0.07723910189242816,0.6
2022-05-06,0.07232607874082213,0.07089558010879171,0.179539239257958,0.07723910189242816,0.6
2022-05-13,0.07232607874082213,0.07089558010879171,0.179539239257958,0.07723910189242816,0.6
2022-05-20,0.07232607874082213,0.07089558010879171,0.179539239257958,0.07723910189242816,0.6
2022-05-27,0.07115726419189813,0.07122559685827998,0.17972354355477482,0.07789359539504709,0.6
2022-06-03,0.07115726419189813,0.07122559685827998,0.17972354355477482,0.07789359539504709,0.6
2022-06-10,0.07115726419189813,0.07122559685827998,0.17972354355477482,0.07789359539504709,0.6
2022-06-17,0.07115726419189813,0.07122559685827998,0.17972354355477482,0.07789359539504709,0.6
2022-06-24,0.06957897083060445,0.07214581163324434,0.17983412613286492,0.07844109140328635,0.5999999999999999
2022-07-01,0.06957897083060445,0.07214581163324434,0.17983412613286492,0.07844109140328635,0.5999999999999999
2022-07-08,0.06957897083060445,0.07214581163324434,0.17983412613286492,0.07844109140328635,0.5999999999999999
2022-07-15,0.06957897083060445,0.07214581163324434,0.17983412613286492,0.07844109140328635,0.5999999999999999
2022-07-22,0.06957897083060445,0.07214581163324434,0.17983412613286492,0.07844109140328635,0.5999999999999999
2022-07-29,0.0695625270366517,0.07338028610765823,0.17990047567971895,0.07715671117597117,0.5999999999999999
2022-08-05,0.0695625270366517,0.07338028610765823,0.17990047567971895,0.07715671117597117,0.5999999999999999
2022-08-12,0.0695625270366517,0.07338028610765823,0.17990047567971895,0.07715671117597117,0.5999999999999999
2022-08-19,0.0695625270366517,0.07338028610765823,0.17990047567971895,0.07715671117597117,0.5999999999999999
2022-08-26,0.07032033601970612,0.07435655848030585,0.17994028540783136,0.07538282009215667,0.6
2022-09-02,0.07032033601970612,0.07435655848030585,0.17994028540783136,0.07538282009215667,0.6
2022-09-09,0.07032033601970612,0.07435655848030585,0.17994028540783136,0.07538282009215667,0.6
2022-09-16,0.07032033601970612,0.07435655848030585,0.17994028540783136,0.07538282009215667,0.6
2022-09-23,0.07032033601970612,0.07435655848030585,0.17994028540783136,0.07538282009215667,0.6
2022-09-30,0.0711528056910371,0.07490247634849329,0.17996417124469885,0.0739805467157708,0.6
2022-10-07,0.0711528056910371,0.07490247634849329,0.17996417124469885,0.0739805467157708,0.6
2022-10-14,0.0711528056910371,0.07490247634849329,0.17996417124469885,0.0739805467157708,0.6
2022-10-21,0.0711528056910371,0.07490247634849329,0.17996417124469885,0.0739805467157708,0.6
2022-10-28,0.07189730478198018,0.07507758832170973,0.1799785027468193,0.07304660414949082,0.6
2022-11-04,0.07189730478198018,0.07507758832170973,0.1799785027468193,0.07304660414949082,0.6
2022-11-11,0.07189730478198018,0.07507758832170973,0.1799785027468193,0.07304660414949082,0.6
2022-11-18,0.07189730478198018,0.07507758832170973,0.1799785027468193,0.07304660414949082,0.6
2022-11-25,0.07243849387248372,0.07499839732670986,0.1799871016480916,0.07257600715271487,0.6
2022-12-02,0.07243849387248372,0.07499839732670986,0.1799871016480916,0.07257600715271487,0.6
2022-12-09,0.07243849387248372,0.07499839732670986,0.1799871016480916,0.07257600715271487,0.6
2022-12-16,0.07243849387248372,0.07499839732670986,0.1799871016480916,0.07257600715271487,0.6
2022-12-23,0.07243849387248372,0.07499839732670986,0.1799871016480916,0.07257600715271487,0.6
2022-12-30,0.14559378709870976,0.15017130235048365,0.3599845219777099,0.14425038857309674,0.19999999999999996
2023-01-06,0.14559378709870976,0.15017130235048365,0.3599845219777099,0.14425038857309674,0.19999999999999996
2023-01-13,0.14559378709870976,0.15017130235048365,0.3599845219777099,0.14425038857309674,0.19999999999999996
2023-01-20,0.14559378709870976,0.15017130235048365,0.3599845219777099,0.14425038857309674,0.19999999999999996
2023-01-27,0.19510276854158307,0.19740461163984044,0.41327233677148517,0.1542202830470913,0.040000000000000036
2023-02-03,0.19510276854158307,0.19740461163984044,0.41327233677148517,0.1542202830470913,0.040000000000000036
2023-02-10,0.19510276854158307,0.19740461163984044,0.41327233677148517,0.1542202830470913,0.040000000000000036
2023-02-17,0.19510276854158307,0.19740461163984044,0.41327233677148517,0.1542202830470913,0.040000000000000036
2023-02-24,0.16146606396508353,0.1600670457229032,0.35063616838574263,0.1278307219262707,0.19999999999999996
2023-03-03,0.16146606396508353,0.1600670457229032,0.35063616838574263,0.1278307219262707,0.19999999999999996
2023-03-10,0.16146606396508353,0.1600670457229032,0.35063616838574263,0.1278307219262707,0.19999999999999996
2023-03-17,0.16146606396508353,0.1600670457229032,0.35063616838574263,0.1278307219262707,0.19999999999999996
2023-03-24,0.16146606396508353,0.1600670457229032,0.35063616838574263,0.1278307219262707,0.19999999999999996
2023-03-31,0.1852438561600205,0.2787405355969363,0.36422569207879696,0.131789916164246,0.04000000000000026
2023-04-07,0.1852438561600205,0.2787405355969363,0.36422569207879696,0.131789916164246,0.04000000000000026
2023-04-14,0.1852438561600205,0.2787405355969363,0.36422569207879696,0.131789916164246,0.04000000000000026
2023-04-21,0.1852438561600205,0.2787405355969363,0.36422569207879696,0.131789916164246,0.04000000000000026
2023-04-28,0.17502131486126854,0.27857060355649216,0.3570856955083804,0.1293223860738588,0.06000000000000005
2023-05-05,0.17502131486126854,0.27857060355649216,0.3570856955083804,0.1293223860738588,0.06000000000000005
2023-05-12,0.17502131486126854,0.27857060355649216,0.3570856955083804,0.1293223860738588,0.06000000000000005
2023-05-19,0.17502131486126854,0.27857060355649216,0.3570856955083804,0.1293223860738588,0.06000000000000005
2023-05-26,0.18948333067197345,0.3249917717584118,0.351067613016838,0.1344572845527768,0.0
2023-06-02,0.18948333067197345,0.3249917717584118,0.351067613016838,0.1344572845527768,0.0
2023-06-09,0.18948333067197345,0.3249917717584118,0.351067613016838,0.1344572845527768,0.0
2023-06-16,0.18948333067197345,0.3249917717584118,0.351067613016838,0.1344572845527768,0.0
2023-06-23,0.18948333067197345,0.3249917717584118,0.351067613016838,0.1344572845527768,0.0
2023-06-30,0.19037086502665929,0.32636313298657876,0.34606826761736864,0.13719773436939328,0.0
2023-07-07,0.19037086502665929,0.32636313298657876,0.34606826761736864,0.13719773436939328,0.0
2023-07-14,0.19037086502665929,0.32636313298657876,0.34606826761736864,0.13719773436939328,0.0
2023-07-21,0.19037086502665929,0.32636313298657876,0.34606826761736864,0.13719773436939328,0.0
2023-07-28,0.19244228308104183,0.3320596966647847,0.3367757423946858,0.13872227785948776,0.0
2023-08-04,0.19244228308104183,0.3320596966647847,0.3367757423946858,0.13872227785948776,0.0
2023-08-11,0.19244228308104183,0.3320596966647847,0.3367757423946858,0.13872227785948776,0.0
2023-08-18,0.19244228308104183,0.3320596966647847,0.3367757423946858,0.13872227785948776,0.0
2023-08-25,0.1965960162955227,0.3380800910497551,0.3278073505720307,0.13751654208269154,0.0
2023-09-01,0.1965960162955227,0.3380800910497551,0.3278073505720307,0.13751654208269154,0.0
2023-09-08,0.1965960162955227,0.3380800910497551,0.3278073505720307,0.13751654208269154,0.0
2023-09-15,0.1965960162955227,0.3380800910497551,0.3278073505720307,0.13751654208269154,0.0
2023-09-22,0.1965960162955227,0.3380800910497551,0.3278073505720307,0.13751654208269154,0.0
2023-09-29,0.17316244030651318,0.2988208903212281,0.306042834135236,0.12796383229299968,0.09401000294402306
2023-10-06,0.17316244030651318,0.2988208903212281,0.306042834135236,0.12796383229299968,0.09401000294402306
2023-10-13,0.17316244030651318,0.2988208903212281,0.306042834135236,0.12796383229299968,0.09401000294402306
2023-10-20,0.17316244030651318,0.2988208903212281,0.306042834135236,0.12796383229299968,0.09401000294402306
2023-10-27,0.1498702001758561,0.2565900327242817,0.276701331458602,0.11683843564126031,0.19999999999999996
2023-11-03,0.1498702001758561,0.2565900327242817,0.276701331458602,0.11683843564126031,0.19999999999999996
2023-11-10,0.1498702001758561,0.2565900327242817,0.276701331458602,0.11683843564126031,0.19999999999999996
2023-11-17,0.1498702001758561,0.2565900327242817,0.276701331458602,0.11683843564126031,0.19999999999999996
2023-11-24,0.1946815357738233,0.32610262056660466,0.3304530376326095,0.1487628060269626,0.0
2023-12-01,0.1946815357738233,0.32610262056660466,0.3304530376326095,0.1487628060269626,0.0
2023-12-08,0.1946815357738233,0.32610262056660466,0.3304530376326095,0.1487628060269626,0.0
2023-12-15,0.1946815357738233,0.32610262056660466,0.3304530376326095,0.1487628060269626,0.0
2023-12-22,0.1946815357738233,0.32610262056660466,0.3304530376326095,0.1487628060269626,0.0
2023-12-29,0.1961294693967507,0.32646802221187543,0.3288947710553982,0.14850773733597564,0.0
2024-01-05,0.1961294693967507,0.32646802221187543,0.3288947710553982,0.14850773733597564,0.0
2024-01-12,0.1961294693967507,0.32646802221187543,0.3288947710553982,0.14850773733597564,0.0
2024-01-19,0.1961294693967507,0.32646802221187543,0.3288947710553982,0.14850773733597564,0.0
2024-01-26,0.18012252165993203,0.29571102310796993,0.321806141409626,0.142360313822472,0.06000000000000005
2024-02-02,0.18012252165993203,0.29571102310796993,0.321806141409626,0.142360313822472,0.06000000000000005
2024-02-09,0.18012252165993203,0.29571102310796993,0.321806141409626,0.142360313822472,0.06000000000000005
2024-02-16,0.18012252165993203,0.29571102310796993,0.321806141409626,0.142360313822472,0.06000000000000005
2024-02-23,0.209724313444486,0.30301581801692284,0.33699772411749485,0.15026214442109626,0.0
2024-03-01,0.209724313444486,0.30301581801692284,0.33699772411749485,0.15026214442109626,0.0
2024-03-08,0.209724313444486,0.30301581801692284,0.33699772411749485,0.15026214442109626,0.0
2024-03-15,0.209724313444486,0.30301581801692284,0.33699772411749485,0.15026214442109626,0.0
2024-03-22,0.209724313444486,0.30301581801692284,0.33699772411749485,0.15026214442109626,0.0
2024-03-29,0.2105023381880665,0.2985820114351779,0.33849137835742893,0.15242427201932673,0.0
2024-04-05,0.2105023381880665,0.2985820114351779,0.33849137835742893,0.15242427201932673,0.0
2024-04-12,0.2105023381880665,0.2985820114351779,0.33849137835742893,0.15242427201932673,0.0
2024-04-19,0.2105023381880665,0.2985820114351779,0.33849137835742893,0.15242427201932673,0.0
2024-04-26,0.19031039652694445,0.274352799705264,0.3293785006335422,0.14595830313424935,0.06000000000000005
2024-05-03,0.19031039652694445,0.274352799705264,0.3293785006335422,0.14595830313424935,0.06000000000000005
2024-05-10,0.19031039652694445,0.274352799705264,0.3293785006335422,0.14595830313424935,0.06000000000000005
2024-05-17,0.19031039652694445,0.274352799705264,0.3293785006335422,0.14595830313424935,0.06000000000000005
2024-05-24,0.19031039652694445,0.274352799705264,0.3293785006335422,0.14595830313424935,0.06000000000000005
2024-05-31,0.20475962974634151,0.2968708217433234,0.34933364598156863,0.14903590252876647,0.0
2024-06-07,0.20475962974634151,0.2968708217433234,0.34933364598156863,0.14903590252876647,0.0
2024-06-14,0.20475962974634151,0.2968708217433234,0.34933364598156863,0.14903590252876647,0.0
2024-06-21,0.20475962974634151,0.2968708217433234,0.34933364598156863,0.14903590252876647,0.0
2024-06-28,0.2052336208048009,0.29155689536539636,0.3545599124738172,0.1486495713559856,0.0
2024-07-05,0.2052336208048009,0.29155689536539636,0.3545599124738172,0.1486495713559856,0.0
2024-07-12,0.2052336208048009,0.29155689536539636,0.3545599124738172,0.1486495713559856,0.0
2024-07-19,0.2052336208048009,0.29155689536539636,0.3545599124738172,0.1486495713559856,0.0
2024-07-26,0.20492184810824846,0.29434025561225113,0.3515981937894898,0.14913970249001057,0.0
2024-08-02,0.20492184810824846,0.29434025561225113,0.3515981937894898,0.14913970249001057,0.0
2024-08-09,0.20492184810824846,0.29434025561225113,0.3515981937894898,0.14913970249001057,0.0
2024-08-16,0.20492184810824846,0.29434025561225113,0.3515981937894898,0.14913970249001057,0.0
2024-08-23,0.20492184810824846,0.29434025561225113,0.3515981937894898,0.14913970249001057,0.0
2024-08-30,0.18444808480147123,0.2661618818080891,0.34899605507591647,0.14039397831452316,0.06000000000000005
2024-09-06,0.18444808480147123,0.2661618818080891,0.34899605507591647,0.14039397831452316,0.06000000000000005
2024-09-13,0.18444808480147123,0.2661618818080891,0.34899605507591647,0.14039397831452316,0.06000000000000005
2024-09-20,0.18444808480147123,0.2661618818080891,0.34899605507591647,0.14039397831452316,0.06000000000000005
2024-09-27,0.17927231194111942,0.2600323902119723,0.3596538134993704,0.1410414843475378,0.06000000000000005
2024-10-04,0.17927231194111942,0.2600323902119723,0.3596538134993704,0.1410414843475378,0.06000000000000005
2024-10-11,0.17927231194111942,0.2600323902119723,0.3596538134993704,0.1410414843475378,0.06000000000000005
2024-10-18,0.17927231194111942,0.2600323902119723,0.3596538134993704,0.1410414843475378,0.06000000000000005
2024-10-25,0.17644209285904758,0.2562274496934042,0.36568252239568105,0.14164793505186707,0.06000000000000005
2024-11-01,0.17644209285904758,0.2562274496934042,0.36568252239568105,0.14164793505186707,0.06000000000000005
2024-11-08,0.17644209285904758,0.2562274496934042,0.36568252239568105,0.14164793505186707,0.06000000000000005
2024-11-15,0.17644209285904758,0.2562274496934042,0.36568252239568105,0.14164793505186707,0.06000000000000005
2024-11-22,0.17644209285904758,0.2562274496934042,0.36568252239568105,0.14164793505186707,0.06000000000000005
2024-11-29,0.1745962903383135,0.2496492466748407,0.3742024911223373,0.1415519718645084,0.06000000000000005
2024-12-06,0.1745962903383135,0.2496492466748407,0.3742024911223373,0.1415519718645084,0.06000000000000005
2024-12-13,0.1745962903383135,0.2496492466748407,0.3742024911223373,0.1415519718645084,0.06000000000000005
2024-12-20,0.1745962903383135,0.2496492466748407,0.3742024911223373,0.1415519718645084,0.06000000000000005
2024-12-27,0.17401673910693605,0.2455096066528662,0.3788065595155343,0.14166709472466335,0.060000000000000164
2025-01-03,0.17401673910693605,0.2455096066528662,0.3788065595155343,0.14166709472466335,0.060000000000000164
2025-01-10,0.17401673910693605,0.2455096066528662,0.3788065595155343,0.14166709472466335,0.060000000000000164
2025-01-17,0.17401673910693605,0.2455096066528662,0.3788065595155343,0.14166709472466335,0.060000000000000164
2025-01-24,0.17401673910693605,0.2455096066528662,0.3788065595155343,0.14166709472466335,0.060000000000000164
2025-01-31,0.17458668376382966,0.24241137710549437,0.38150558536473006,0.14149635376594594,0.06000000000000005
2025-02-07,0.17458668376382966,0.24241137710549437,0.38150558536473006,0.14149635376594594,0.06000000000000005
2025-02-14,0.17458668376382966,0.24241137710549437,0.38150558536473006,0.14149635376594594,0.06000000000000005
2025-02-21,0.17458668376382966,0.24241137710549437,0.38150558536473006,0.14149635376594594,0.06000000000000005
2025-02-28,0.1739241534989651,0.2399520167430875,0.3773351392672054,0.148788690490742,0.06000000000000005
2025-03-07,0.1739241534989651,0.2399520167430875,0.3773351392672054,0.148788690490742,0.06000000000000005
2025-03-14,0.1739241534989651,0.2399520167430875,0.3773351392672054,0.148788690490742,0.06000000000000005
2025-03-21,0.1739241534989651,0.2399520167430875,0.3773351392672054,0.148788690490742,0.06000000000000005
2025-03-28,0.06980436189913738,0.09876609082391577,0.16544762498068463,0.06598192229626225,0.5999999999999999
2025-04-04,0.06980436189913738,0.09876609082391577,0.16544762498068463,0.06598192229626225,0.5999999999999999
2025-04-11,0.06980436189913738,0.09876609082391577,0.16544762498068463,0.06598192229626225,0.5999999999999999
2025-04-18,0.06980436189913738,0.09876609082391577,0.16544762498068463,0.06598192229626225,0.5999999999999999
2025-04-25,0.06633020736967582,0.09719546330095219,0.1688048729999704,0.06766945632940159,0.6
2025-05-02,0.06633020736967582,0.09719546330095219,0.1688048729999704,0.06766945632940159,0.6
2025-05-09,0.06633020736967582,0.09719546330095219,0.1688048729999704,0.06766945632940159,0.6
2025-05-16,0.06633020736967582,0.09719546330095219,0.1688048729999704,0.06766945632940159,0.6
2025-05-23,0.06633020736967582,0.09719546330095219,0.1688048729999704,0.06766945632940159,0.6
2025-05-30,0.06620908065883983,0.09605166385214538,0.16905685516691357,0.06868240032210125,0.6
2025-06-06,0.06620908065883983,0.09605166385214538,0.16905685516691357,0.06868240032210125,0.6
2025-06-13,0.06620908065883983,0.09605166385214538,0.16905685516691357,0.06868240032210125,0.6
2025-06-20,0.06620908065883983,0.09605166385214538,0.16905685516691357,0.06868240032210125,0.6
2025-06-27,0.18847344456160942,0.259752987242108,0.3549500943302489,0.15682347386603365,0.040000000000000036
2025-07-04,0.18847344456160942,0.259752987242108,0.3549500943302489,0.15682347386603365,0.040000000000000036
2025-07-11,0.18847344456160942,0.259752987242108,0.3549500943302489,0.15682347386603365,0.040000000000000036
2025-07-18,0.18847344456160942,0.259752987242108,0.3549500943302489,0.15682347386603365,0.040000000000000036
2025-07-25,0.1914400026982567,0.2756602588929646,0.29404449704766744,0.15885524136111126,0.07999999999999996
2025-08-01,0.1914400026982567,0.2756602588929646,0.29404449704766744,0.15885524136111126,0.07999999999999996
2025-08-08,0.1914400026982567,0.2756602588929646,0.29404449704766744,0.15885524136111126,0.07999999999999996
2025-08-15,0.1914400026982567,0.2756602588929646,0.29404449704766744,0.15885524136111126,0.07999999999999996
2025-08-22,0.1914400026982567,0.2756602588929646,0.29404449704766744,0.15885524136111126,0.07999999999999996
2025-08-29,0.18550185010137646,0.2948608090208415,0.31668933135970895,0.20294800951807312,0.0
2025-09-05,0.18550185010137646,0.2948608090208415,0.31668933135970895,0.20294800951807312,0.0
2025-09-12,0.18550185010137646,0.2948608090208415,0.31668933135970895,0.20294800951807312,0.0
2025-09-19,0.18550185010137646,0.2948608090208415,0.31668933135970895,0.20294800951807312,0.0
2025-09-26,0.1680737510048155,0.3021925953697189,0.2723458843329706,0.17738776929249508,0.07999999999999996
2025-10-03,0.1680737510048155,0.3021925953697189,0.2723458843329706,0.17738776929249508,0.07999999999999996
2025-10-10,0.1680737510048155,0.3021925953697189,0.2723458843329706,0.17738776929249508,0.07999999999999996
2025-10-17,0.1680737510048155,0.3021925953697189,0.2723458843329706,0.17738776929249508,0.07999999999999996
2025-10-24,0.1680737510048155,0.3021925953697189,0.2723458843329706,0.17738776929249508,0.07999999999999996
2025-10-31,0.16291468329648406,0.30146869830945594,0.2879620382248034,0.18765458016925657,0.06000000000000005
2025-11-07,0.16291468329648406,0.30146869830945594,0.2879620382248034,0.18765458016925657,0.06000000000000005
2025-11-14,0.16291468329648406,0.30146869830945594,0.2879620382248034,0.18765458016925657,0.06000000000000005
2025-11-21,0.16291468329648406,0.30146869830945594,0.2879620382248034,0.18765458016925657,0.06000000000000005
2025-11-28,0.1562778537952113,0.2996403027136456,0.2944941274958395,0.18958771599530355,0.06000000000000005
2025-12-05,0.1562778537952113,0.2996403027136456,0.2944941274958395,0.18958771599530355,0.06000000000000005
2025-12-12,0.1562778537952113,0.2996403027136456,0.2944941274958395,0.18958771599530355,0.06000000000000005
2025-12-19,0.1562778537952113,0.2996403027136456,0.2944941274958395,0.18958771599530355,0.06000000000000005
2025-12-26,0.15094777186778002,0.29726869012952417,0.2996766243648866,0.19210691363780913,0.06000000000000005
2026-01-02,0.15094777186778002,0.29726869012952417,0.2996766243648866,0.19210691363780913,0.06000000000000005
2026-01-09,0.15094777186778002,0.29726869012952417,0.2996766243648866,0.19210691363780913,0.06000000000000005
2026-01-16,0.15094777186778002,0.29726869012952417,0.2996766243648866,0.19210691363780913,0.06000000000000005
2026-01-23,0.15094777186778002,0.29726869012952417,0.2996766243648866,0.19210691363780913,0.06000000000000005
2026-01-30,0.14519192417132357,0.2980259787009084,0.3018612890135428,0.19492080811422519,0.06000000000000005
2026-02-06,0.14519192417132357,0.2980259787009084,0.3018612890135428,0.19492080811422519,0.06000000000000005
2026-02-13,0.14519192417132357,0.2980259787009084,0.3018612890135428,0.19492080811422519,0.06000000000000005
2026-02-20,0.14519192417132357,0.2980259787009084,0.3018612890135428,0.19492080811422519,0.06000000000000005
2026-02-27,0.1376457671748618,0.30074558851142785,0.29995140510062185,0.20165723921308842,0.06000000000000005
2026-03-06,0.1376457671748618,0.30074558851142785,0.29995140510062185,0.20165723921308842,0.06000000000000005
2026-03-13,0.1376457671748618,0.30074558851142785,0.29995140510062185,0.20165723921308842,0.06000000000000005
2026-03-20,0.1376457671748618,0.30074558851142785,0.29995140510062185,0.20165723921308842,0.06000000000000005
2026-03-27,0.11076884740832652,0.25290631395840063,0.26013329367171634,0.17619154496155653,0.19999999999999996
2026-04-03,0.11076884740832652,0.25290631395840063,0.26013329367171634,0.17619154496155653,0.19999999999999996
2026-04-10,0.1279953107517164,0.32177632665452355,0.28026669903003576,0.1899616635637244,0.07999999999999985
