register,cik10,company_name,sec_terminal_date,terminal_reason,weekly_observations_after,distinct_values_after,last_observation,probable_successor_continuation,continuation_kind,safe_to_treat_as_continuing
sec_broad_terminal_membership_v2,0001417398,"HILLENBRAND, INC.",2026-02-10,completion_8k,25,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001320695,"TREEHOUSE FOODS, INC.",2026-02-11,completion_8k,25,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001012477,AVADEL PHARMACEUTICALS PLC,2026-02-12,completion_8k,25,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000917470,OLYMPIC STEEL INC,2026-02-13,completion_8k,24,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001131554,SYNCHRONOSS TECHNOLOGIES INC,2026-02-13,completion_8k,24,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001412665,"MIDWESTONE FINANCIAL GROUP, INC.",2026-02-20,completion_8k,23,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001827821,"FORGE GLOBAL HOLDINGS, INC.",2026-03-02,completion_8k,22,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001851194,"VENTYX BIOSCIENCES, INC.",2026-03-04,completion_8k,22,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001475115,"EVENTBRITE, INC.",2026-03-10,completion_8k,21,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001540013,QUIPT HOME MEDICAL CORP.,2026-03-16,completion_8k,20,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001545654,"ALEXANDER & BALDWIN, INC.",2026-03-17,completion_8k,20,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001699838,"CONFLUENT, INC.",2026-03-17,completion_8k,20,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000039899,TEGNA INC,2026-03-20,completion_8k,19,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001124140,EXACT SCIENCES CORP,2026-03-23,completion_8k,19,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001372020,GREAT LAKES DREDGE & DOCK CORP,2026-04-01,completion_8k,18,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001413837,FIRST FOUNDATION INC.,2026-04-01,completion_8k,18,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000859737,HOLOGIC INC,2026-04-07,completion_8k,17,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001012100,SEALED AIR CORP/DE,2026-04-09,completion_8k,17,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001053352,HERITAGE COMMERCE CORP,2026-04-21,completion_8k,15,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000909108,DIAMOND HILL INVESTMENT GROUP INC,2026-04-22,completion_8k,15,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001845337,"DAY ONE BIOPHARMACEUTICALS, INC.",2026-04-23,completion_8k,15,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001178879,"AMICUS THERAPEUTICS, INC.",2026-04-27,completion_8k,14,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001786205,"ARCELLX, INC.",2026-04-28,completion_8k,14,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001071255,"GOLDEN ENTERTAINMENT, INC.",2026-04-30,completion_8k,14,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001756701,"LINKBANCORP, INC.",2026-05-01,completion_8k,13,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000351834,SUNOPTA INC.,2026-05-04,completion_8k,13,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001830188,"UNITED HOMES GROUP, INC.",2026-05-04,completion_8k,13,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000034563,FARMER BROTHERS CO,2026-05-05,completion_8k,13,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001600626,PEAKSTONE REALTY TRUST,2026-05-06,completion_8k,13,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001856236,"EUROPEAN WAX CENTER, INC.",2026-05-08,completion_8k,12,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001607939,"UDEMY, INC.",2026-05-11,completion_8k,12,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001743907,"SUN COUNTRY AIRLINES HOLDINGS, INC.",2026-05-13,completion_8k,12,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001492422,"APELLIS PHARMACEUTICALS, INC.",2026-05-14,completion_8k,12,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001129155,MARINE PRODUCTS CORP,2026-05-15,completion_8k,11,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001803737,"ENHABIT, INC.",2026-05-15,completion_8k,11,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001484565,SOLENO THERAPEUTICS INC,2026-05-18,completion_8k,11,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001853513,"MISTER CAR WASH, INC.",2026-05-19,completion_8k,11,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000924901,"VERIS RESIDENTIAL, INC.",2026-05-27,completion_8k,10,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000794619,AMERICAN WOODMARK CORP,2026-05-28,completion_8k,10,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001133470,CALAVO GROWERS INC,2026-05-29,completion_8k,9,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000045876,ENVIRI CORP,2026-06-01,completion_8k,11,11,2026-09-04,True,probable_reorganisation,True
sec_broad_terminal_membership_v2,0000923139,FLUSHING FINANCIAL CORP,2026-06-01,completion_8k,9,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001489096,"THERMON GROUP HOLDINGS, INC.",2026-06-01,completion_8k,9,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000355019,FONAR CORP,2026-06-03,completion_8k,9,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000937556,MASIMO CORP,2026-06-10,completion_8k,8,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001408100,"KENNEDY-WILSON HOLDINGS, INC.",2026-06-16,completion_8k,7,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001802457,"ORIGIN MATERIALS, INC.",2026-06-23,form25_plus_form15_no_later_periodic,6,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001866368,"CLEARWATER ANALYTICS HOLDINGS, INC.",2026-06-25,completion_8k,6,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001127703,PROASSURANCE CORP,2026-06-26,completion_8k,5,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000034088,EXXON MOBIL CORP,2026-07-01,completion_8k,7,7,2026-09-04,True,probable_reorganisation,True
sec_broad_terminal_membership_v2,0001274173,JANUS HENDERSON GROUP PLC,2026-07-01,form25_plus_form15_no_later_periodic,5,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001320414,SELECT MEDICAL HOLDINGS CORP,2026-07-01,completion_8k,5,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001473844,"STELLAR BANCORP, INC.",2026-07-01,completion_8k,5,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001567925,"SILA REALTY TRUST, INC.",2026-07-01,completion_8k,5,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001633931,TOPBUILD CORP,2026-07-01,completion_8k,5,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001808665,"ASSERTIO HOLDINGS, INC.",2026-07-07,form25_plus_form15_no_later_periodic,4,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001868726,"OLAPLEX HOLDINGS, INC.",2026-07-07,completion_8k,4,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001169445,"TRUBRIDGE, INC.",2026-07-09,completion_8k,4,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001434868,"ESPERION THERAPEUTICS, INC.",2026-07-13,completion_8k,3,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001175535,WHITESTONE REIT,2026-07-14,completion_8k,3,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001579214,"EMERALD HOLDING, INC.",2026-07-14,completion_8k,3,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001861560,"NUVALENT, INC.",2026-07-15,completion_8k,3,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000892553,CHART INDUSTRIES INC,2026-07-16,completion_8k,3,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001369568,"CATALYST PHARMACEUTICALS, INC.",2026-07-16,completion_8k,3,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001160791,GOLD RESOURCE CORP,2026-07-20,completion_8k,4,4,2026-09-04,True,probable_reorganisation,True
sec_broad_terminal_membership_v2,0001855457,"KORE GROUP HOLDINGS, INC.",2026-07-21,completion_8k,2,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001493225,"NORTHFIELD BANCORP, INC.",2026-07-22,completion_8k,2,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001618563,NATIONAL STORAGE AFFILIATES TRUST,2026-07-22,completion_8k,2,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001562476,TAYLOR MORRISON HOME CORP,2026-07-24,completion_8k,1,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001141103,CROSS COUNTRY HEALTHCARE INC,2026-07-28,completion_8k,1,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001606498,"AVANOS MEDICAL, INC.",2026-07-30,completion_8k,1,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001806201,OPEN LENDING CORP,2026-07-30,completion_8k,1,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001858681,"APOLLO GLOBAL MANAGEMENT, INC.",2026-07-31,form25_plus_form15_no_later_periodic,2,2,2026-09-04,False,not_flagged,False
sec_broad_terminal_membership_v2,0000801337,WEBSTER FINANCIAL CORP,2026-08-20,completion_8k,0,0,,False,not_flagged,False
sec_broad_terminal_membership_v2,0001611983,LIBERTY BROADBAND CORP,2026-08-21,completion_8k,0,0,,False,not_flagged,False
