cik10,company_name_as_filed,sector,last_eligible_accession,last_eligible_available_at,recovered_symbols,recovery_status,primary_document,source_sha256,first_recent_decision_x,last_recent_decision_x,recent_decision_rows_x,symbol_count,current_tickers,first_recent_decision_y,last_recent_decision_y,recent_decision_rows_y,first_recent_decision,last_recent_decision,recent_decision_rows,recovered_symbol,current_primary,selection_basis,candidate_format_valid,candidate_unique_across_ciks,audit_status
0000077281,PENNSYLVANIA REAL ESTATE INVESTMENT TRUST,finance_insurance_real_estate,0000950170-22-022928,2022-11-09 00:00:00+00:00,PEI|PEIPRB|PEIPRC|PEIPRD,xbrl_symbol_recovered,pei-20220930.htm,6e4796d0bf644f7590657d4bdd696da0f3a036f972f1665b9a7e96ae95f883d0,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,4,,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,PEI,,sec_xbrl_first_reported_symbol,True,True,accepted_primary_candidate
0000719739,SVB FINANCIAL GROUP,finance_insurance_real_estate,0000719739-23-000021,2023-02-25 00:00:00+00:00,SIVB|SIVBP,xbrl_symbol_recovered,sivb-20221231.htm,9f95bfaa99b189ea5b42abc4c050d2a45ebaef354646bf1b43a532ac2dd01400,2023-01-01 00:00:00+00:00,2024-04-01 00:00:00+00:00,6,2,,2023-01-01 00:00:00+00:00,2024-04-01 00:00:00+00:00,6,2023-01-01 00:00:00+00:00,2024-04-01 00:00:00+00:00,6,SIVB,,sec_xbrl_first_reported_symbol,True,True,accepted_primary_candidate
0000761648,"CEDAR REALTY TRUST, INC.",finance_insurance_real_estate,0000761648-23-000012,2023-11-08 00:00:00+00:00,CDRPB|CDRPC,xbrl_symbol_recovered,cdr-20230930.htm,1d6a42dd3a75e1f2b7c282cd0f6a1c0672c6f6d625e64bed44a189e1539816f7,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,9,2,CDR-PB|CDR-PC,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,9,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,9,CDRPB,CDR-PB,sec_xbrl_first_reported_symbol,True,True,accepted_primary_candidate
0000842183,RPT REALTY,finance_insurance_real_estate,0000842183-23-000063,2023-11-03 00:00:00+00:00,RPT|RPT.PRD,xbrl_symbol_recovered,rpt-20230930.htm,cb2971b7fd75c908f09d3746a72aef83e68a9609d75f578dd202bb247f63cbdb,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,9,2,,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,RPT,,sec_xbrl_first_reported_symbol,True,True,accepted_primary_candidate
0000920112,HEARTLAND FINANCIAL USA INC,finance_insurance_real_estate,0000920112-24-000200,2024-11-09 00:00:00+00:00,HTLF|HTLFP,xbrl_symbol_recovered,htlf-20240930.htm,6c0dfaffe308c91d7d113a7023dba4d804b03373cc539f4476a26ec6563be78d,2023-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,13,2,,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,9,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,9,HTLF,,sec_xbrl_first_reported_symbol,True,True,accepted_primary_candidate
0001029800,URSTADT BIDDLE PROPERTIES INC,finance_insurance_real_estate,0001029800-23-000052,2023-06-08 00:00:00+00:00,UBP|UBA|UBPPRH|UBPPRK,xbrl_symbol_recovered,form10q2q2023.htm,64fd9dd93a70451778ea2bfb54b885c4c946ad022023d5c0b4d33816ad18b81b,2023-01-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,7,4,,2023-01-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,3,2023-01-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,3,UBP,,sec_xbrl_first_reported_symbol,True,True,accepted_primary_candidate
0001063344,HERSHA HOSPITALITY TRUST,finance_insurance_real_estate,0001063344-23-000116,2023-11-10 00:00:00+00:00,HT|HT-PC|HT-PD|HT-PE,xbrl_symbol_recovered,ht-20230930.htm,50f03450da805c79a6c6c35e3ad9fa2ec0a3e0c65fc723f1ba1f45df12f020fd,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,9,4,,2023-01-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,4,2023-01-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,4,HT,,sec_xbrl_first_reported_symbol,True,True,accepted_primary_candidate
0001091748,"ARGO GROUP INTERNATIONAL HOLDINGS, LTD.",finance_insurance_real_estate,0001628280-23-038054,2023-11-10 00:00:00+00:00,ARGO|ARGD|ARGOPRA,xbrl_symbol_recovered,argo-20230930.htm,d97949fa0648e441ca586882d3a8925c977b90e8a6a07c4d9e5a1b97007375b2,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,9,3,,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,9,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,9,ARGO,,sec_xbrl_first_reported_symbol,True,True,accepted_primary_candidate
0001102112,PACWEST BANCORP,finance_insurance_real_estate,0001628280-23-038297,2023-11-10 00:00:00+00:00,PACW|PACWP,xbrl_symbol_recovered,pacw-20230930.htm,18d929f5d570da49e4bced17ef9d4546606770c60ea27443c61cbf5c04b28538,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,9,2,,2023-01-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,4,2023-01-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,4,PACW,,sec_xbrl_first_reported_symbol,True,True,accepted_primary_candidate
0001209028,ARLINGTON ASSET INVESTMENT CORP.,finance_insurance_real_estate,0001564590-21-055798,2021-11-10 00:00:00+00:00,AAIC|AAIN|AIC,xbrl_symbol_recovered,ai-10q_20210930.htm,7156523f1edf7cfc46b028d63ca032666ec4550e066fde2a0719fa519d32b136,2023-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,1,3,,2023-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,1,2023-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,1,AAIC,,sec_xbrl_first_reported_symbol,True,True,accepted_primary_candidate
0001232582,ASHFORD HOSPITALITY TRUST INC,finance_insurance_real_estate,0001232582-24-000148,2024-11-13 00:00:00+00:00,AHT|AHT-PD|AHT-PF|AHT-PG|AHT-PH|AHT-PI,xbrl_symbol_recovered,aht-20240930.htm,ef475dda9be414f2982c01f5a84b16a922532e88603928b0a8753a4e6d9c7aea,2023-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,13,6,AHT|AHT-PD|AHT-PF|AHT-PG|AHT-PH|AHT-PI,2023-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,13,2023-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,13,AHT,AHT,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0001308606,"SPIRIT REALTY CAPITAL, INC.",finance_insurance_real_estate,0000950170-23-057717,2023-11-03 00:00:00+00:00,SRC|SRC-A,xbrl_symbol_recovered,src-20230930.htm,aa9e18b549903359a328f9e51875ea0c364b00385563abcc6f83f72e88a79494,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,9,2,,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,SRC,,sec_xbrl_first_reported_symbol,True,True,accepted_primary_candidate
0001356115,NEXPOINT DIVERSIFIED REAL ESTATE TRUST,finance_insurance_real_estate,0001356115-24-000022,2024-11-09 00:00:00+00:00,NXDT|NXDT-PA,xbrl_symbol_recovered,nxdt-20240930.htm,165b59158e28a1b2ad59f86fb3f847031331ced65196bed71b0eee99f8d80314,2024-04-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,8,2,NXDT|NXDT-PA,2024-04-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,8,2024-04-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,8,NXDT,NXDT,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0001364742,BLACKROCK INC.,finance_insurance_real_estate,0000950170-24-091706,2024-08-07 00:00:00+00:00,BLK|BLK25,xbrl_symbol_recovered,blk-20240630.htm,9aadceca746629aee67a69645f2b85980bd9cd11ac4e552a9f7659bb2ea105e1,2023-01-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,12,2,,2023-01-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,12,2023-01-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,12,BLK,,sec_xbrl_first_reported_symbol,True,True,accepted_primary_candidate
0001412707,LEVEL ONE BANCORP INC,finance_insurance_real_estate,0001412707-22-000013,2022-03-12 00:00:00+00:00,LEVL|LEVLP,xbrl_symbol_recovered,levl-20211231.htm,596595a0bda1d22585e212ac9f9ea9cea42c36ba9c8b96af047ceb6c0a8264bc,2023-01-01 00:00:00+00:00,2023-04-01 00:00:00+00:00,2,2,,2023-01-01 00:00:00+00:00,2023-04-01 00:00:00+00:00,2,2023-01-01 00:00:00+00:00,2023-04-01 00:00:00+00:00,2,LEVL,,sec_xbrl_first_reported_symbol,True,True,accepted_primary_candidate
0001423689,AGNC INVESTMENT CORP.,finance_insurance_real_estate,0001423689-26-000043,2026-02-24 00:00:00+00:00,AGNC|AGNCN|AGNCM|AGNCO|AGNCP|AGNCL|AGNCZ,xbrl_symbol_recovered,agnc-20251231.htm,01c3de4ce70377d66be35d47e0af2b4294756369239af774047fe207de2a35e8,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,7,AGNC|AGNCL|AGNCM|AGNCN|AGNCO|AGNCP|AGNCZ,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,AGNC,AGNC,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0001464343,ATLANTICUS HOLDINGS CORP,finance_insurance_real_estate,0001437749-26-007972,2026-03-13 00:00:00+00:00,ATLC|ATLCP|ATLCL|ATLCZ,xbrl_symbol_recovered,atlc20251231_10k.htm,9fcc2384e16a45ea2d47c8cc02a79fe250c21ed7871ff8c75d2860e0d165231a,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,4,ATLC|ATLCL|ATLCP|ATLCZ,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,ATLC,ATLC,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0001464423,PENNYMAC MORTGAGE INVESTMENT TRUST,finance_insurance_real_estate,0001193125-26-057041,2026-02-19 00:00:00+00:00,PMT|PMTU|PMTV|PMTW,xbrl_symbol_recovered,pmt-20251231.htm,09e3ab58100b136e6bdcf3d082ad7dacb00d7cd6c871819c5f071792e5795bd1,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,4,PMT|PMT-PA|PMT-PB|PMT-PC|PMTU|PMTV|PMTW,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,PMT,PMT,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0001464790,"BRC GROUP HOLDINGS, INC.",finance_insurance_real_estate,0001464790-26-000024,2026-04-01 00:00:00+00:00,RILY|RILYP|RILYL|RILYG|RILYN|RILYZ|RILYT,xbrl_symbol_recovered,rily-20251231.htm,6d15525f4dd03339666f3b547c974ab90731678f9e2ac1a28cf41b78771b5442,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,7,RILY|RILYG|RILYL|RILYN|RILYP|RILYT|RILYZ,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,RILY,RILY,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0001465740,TWO HARBORS INVESTMENT CORP.,finance_insurance_real_estate,0001465740-26-000009,2026-02-18 00:00:00+00:00,TWO|TWOD,xbrl_symbol_recovered,two-20251231.htm,40dc00a75f0771c49480042c37bf775e41da3107a5f8c49c7774df6467479a7b,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2,TWO|TWO-PA|TWO-PB|TWO-PC|TWOD,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,TWO,TWO,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0001466026,"MIDLAND STATES BANCORP, INC.",finance_insurance_real_estate,0001466026-26-000020,2026-03-03 00:00:00+00:00,MSBI|MSBIP,xbrl_symbol_recovered,msbi-20251231.htm,4970705587fa67dd469b672e7378acf5b6048c82e14c0a98bf3880db3771d592,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2,MSBI|MSBIP,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,MSBI,MSBI,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0001466538,COWEN INC.,finance_insurance_real_estate,0001466538-23-000018,2023-03-01 00:00:00+00:00,COWN|COWNL,xbrl_symbol_recovered,cown-20221231.htm,9eb3019de06b3cd1530c40531333caf372e4fd2c4a4600608233c00ac5a76608,2023-01-01 00:00:00+00:00,2024-04-01 00:00:00+00:00,6,2,,2023-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,1,2023-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,1,COWN,,sec_xbrl_first_reported_symbol,True,True,accepted_primary_candidate
0001474098,PEBBLEBROOK HOTEL TRUST,finance_insurance_real_estate,0001474098-26-000015,2026-02-26 00:00:00+00:00,PEB|PEB-PE|PEB-PF|PEB-PG|PEB-PH,xbrl_symbol_recovered,peb-20251231.htm,97e9421bbcdd4b9bbd9a98a00cf1172c3c693e658c6f604ae074cf3f53f4f3f4,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,5,PEB|PEB-PE|PEB-PF|PEB-PG|PEB-PH,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,PEB,PEB,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0001476045,CHATHAM LODGING TRUST,finance_insurance_real_estate,0001437749-26-006103,2026-02-28 00:00:00+00:00,CLDT|CLDT-PA,xbrl_symbol_recovered,cldt20251231_10k.htm,42d5c075aad91ce756f14d93eaf38114a75919b3fcbb75b3a8437f20b1eac096,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2,CLDT|CLDT-PA,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,CLDT,CLDT,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0001479247,UNITED STATES COMMODITY INDEX FUNDS TRUST,finance_insurance_real_estate,0001104659-26-021525,2026-02-28 00:00:00+00:00,USCI|CPER,xbrl_symbol_recovered,usci-20251231x10k.htm,a0c01151828390b34fb0efeff2a277ffb85290e5fc5a6e3d6c2a22d4a4f58729,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2,CPER|USCI,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,USCI,CPER,sec_xbrl_first_reported_symbol,True,True,accepted_primary_candidate
0001488813,"CUSTOMERS BANCORP, INC.",finance_insurance_real_estate,0001488813-26-000029,2026-02-28 00:00:00+00:00,CUBI|CUBB,xbrl_symbol_recovered,cubi-20251231.htm,83163349e33c23361578d6f62242f64ec72595abdef18ce3a1404fa8f7c5369f,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2,CUBB|CUBI,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,CUBI,CUBB,sec_xbrl_first_reported_symbol,True,True,accepted_primary_candidate
0001495240,GLADSTONE LAND CORP,finance_insurance_real_estate,0001495240-24-000028,2024-11-07 00:00:00+00:00,LAND|LANDO|LANDP|LANDM,xbrl_symbol_recovered,land-20240930.htm,f4e03a7d8fb80c3d69363654f8dd22d22f4832ae3a9e45d4eb1579a7c89dbcc0,2023-04-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,12,4,LAND|LANDO|LANDP,2023-04-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,12,2023-04-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,12,LAND,LAND,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0001497645,"SUMMIT HOTEL PROPERTIES, INC.",finance_insurance_real_estate,0001497645-26-000015,2026-02-26 00:00:00+00:00,INN|INN-PE|INN-PF,xbrl_symbol_recovered,inn-20251231.htm,f36901a96c8f47cd039951f689e02995f1bff0fa385c01db360898c3bc16f01d,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,3,INN|INN-PE|INN-PF,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,INN,INN,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0001511337,RLJ LODGING TRUST,finance_insurance_real_estate,0001511337-26-000007,2026-02-28 00:00:00+00:00,RLJ|RLJ-A,xbrl_symbol_recovered,rlj-20251231.htm,f163f6fdfb07695a9c2557ab2d604211e978c52d1d0cf5a45afb8d09a690d108,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2,RLJ|RLJ-PA,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,RLJ,RLJ,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0001514281,"TPG MORTGAGE INVESTMENT TRUST, INC.",finance_insurance_real_estate,0001628280-26-011775,2026-02-26 00:00:00+00:00,MITT|MITN|MITP,xbrl_symbol_recovered,mitt-20251231.htm,8887f768fa914f74de68abe3a5c86f5801bf5b0972f70e4fb1b7505536365911,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,3,MITN|MITP|MITT|MITT-PA|MITT-PB|MITT-PC,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,MITT,MITN,sec_xbrl_first_reported_symbol,True,True,accepted_primary_candidate
0001527166,CARLYLE GROUP INC.,finance_insurance_real_estate,0001527166-26-000009,2026-02-28 00:00:00+00:00,CG|CGABL,xbrl_symbol_recovered,cg-20251231.htm,c7898375b55f91ffc365e958aa0cfd0a8314bd03d0d61b92bdfe1031fde5a027,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2,CG|CGABL,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,CG,CG,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0001527469,ATHENE HOLDING LTD,finance_insurance_real_estate,0001527469-22-000067,2022-11-09 00:00:00+00:00,ATHPRA|ATHPRB|ATHPRC|ATHPRD,xbrl_symbol_recovered,ahl-20220930.htm,89302935168e067f1b411f9eaa04dd55b41585163f8e153f364b1f8625256c98,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,4,ATH-PA|ATH-PB|ATH-PD|ATH-PE|ATHS,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,ATHPRA,ATH-PA,sec_xbrl_first_reported_symbol,True,True,accepted_primary_candidate
0001527590,READY CAPITAL CORP,finance_insurance_real_estate,0001628280-26-013256,2026-03-03 00:00:00+00:00,RC|RCB|RCD,xbrl_symbol_recovered,rc-20251231.htm,d44e2c0a6943ca6390187f1a5f6f3f4872c7f6d805c646205a6d8f682d4631dd,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,3,RC|RC-PC|RC-PE|RCD,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,RC,RC,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0001528930,"FRANCHISE GROUP, INC.",finance_insurance_real_estate,0001528930-23-000016,2023-08-09 00:00:00+00:00,FRG|FRGAP,xbrl_symbol_recovered,frg-20230701.htm,3d725274f3a3e4c092419341508b37033853135215d54803b1d7d3b1a85541b8,2023-01-01 00:00:00+00:00,2024-10-01 00:00:00+00:00,8,2,,2023-01-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,3,2023-01-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,3,FRG,,sec_xbrl_first_reported_symbol,True,True,accepted_primary_candidate
0001535929,"VOYA FINANCIAL, INC.",finance_insurance_real_estate,0001535929-26-000043,2026-02-21 00:00:00+00:00,VOYA|VOYAPRB,xbrl_symbol_recovered,voya-20251231.htm,e4131443c970b3f74e818c8311565523ae2e84d77d7845c202d9f7e245c01fd8,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2,VOYA|VOYA-PB,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,VOYA,VOYA,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0001553079,"EMPIRE STATE REALTY OP, L.P.",finance_insurance_real_estate,0001553079-26-000003,2026-03-03 00:00:00+00:00,ESBA|OGCP|FISK,xbrl_symbol_recovered,esrt-20251231.htm,2235e1fe20ced786a385e41ee54d9b4185fdf36a911eec8bfece0b4e1101cb75,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,3,ESBA|FISK|OGCP,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,ESBA,ESBA,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0001562401,AMERICAN HOMES 4 RENT,finance_insurance_real_estate,0001562401-26-000010,2026-02-21 00:00:00+00:00,AMH|AMH-G|AMH-H,xbrl_symbol_recovered,amh-20251231.htm,e3748d88b7c0c940731fe67bf0fdc6c6119b316a9393424e95bc04053ad707bb,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,3,AMH|AMH-PG|AMH-PH,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,AMH,AMH,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0001562463,FIRST INTERNET BANCORP,finance_insurance_real_estate,0001562463-26-000022,2026-03-12 00:00:00+00:00,INBK|INBKZ,xbrl_symbol_recovered,inbk-20251231.htm,4031b52f50bc45c25cee3e31a34d2efb91bf474d9223fda299ca2b0ea4306305,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2,INBK|INBKZ,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,INBK,INBK,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0001568162,"NECESSITY RETAIL REIT, INC.",finance_insurance_real_estate,0001568162-23-000025,2023-08-04 00:00:00+00:00,RTL|RTLPP|RTLPO,xbrl_symbol_recovered,afin-20230630.htm,26a42323f63b70904883a4d1f68be08a5e637d8206c3e07b6a6e3375dd0d1702,2023-01-01 00:00:00+00:00,2024-10-01 00:00:00+00:00,8,3,,2023-01-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,3,2023-01-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,3,RTL,,sec_xbrl_first_reported_symbol,True,True,accepted_primary_candidate
0001569187,"ARMADA HOFFLER PROPERTIES, INC.",finance_insurance_real_estate,0001569187-26-000019,2026-02-27 00:00:00+00:00,AHH|AHHPRA,xbrl_symbol_recovered,ahh-20251231.htm,140f4a28f2db8752e47dc42fe4562409611781bda2f1abdbb22d8c8a22c841cd,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2,AHRT|AHRT-PA,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,AHH,AHRT,sec_xbrl_first_reported_symbol,True,True,accepted_primary_candidate
0001571283,"REXFORD INDUSTRIAL REALTY, INC.",finance_insurance_real_estate,0001571283-26-000006,2026-02-12 00:00:00+00:00,REXR|REXR-PB|REXR-PC,xbrl_symbol_recovered,rexr-20251231.htm,c296dab250715a99a088c2b5f9b99a18a42c79869096c5adf714c15b2e400dd9,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,3,REXR|REXR-PB|REXR-PC,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,REXR,REXR,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0001571776,CHERRY HILL MORTGAGE INVESTMENT CORP,finance_insurance_real_estate,0001140361-26-008094,2026-03-06 00:00:00+00:00,CHMI|CHMI-PRA|CHMI-PRB,xbrl_symbol_recovered,ef20060666_10k.htm,fba67d095d778adad42c596a101941fe2f9f67d6265a2a889bf26f214c13e17a,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,11,3,CHMI|CHMI-PA|CHMI-PB,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,11,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,11,CHMI,CHMI,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0001574085,BRAEMAR HOTELS & RESORTS INC.,finance_insurance_real_estate,0001574085-26-000038,2026-03-13 00:00:00+00:00,BHR|BHR-PB|BHR-PD,xbrl_symbol_recovered,bhr-20251231.htm,fa5c491b624608bba841c7e0213da6a665b93248a42b20800e1ae9143a6fa806,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,3,BHR|BHR-PB|BHR-PD,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,BHR,BHR,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0001587987,"NEWTEKONE, INC.",finance_insurance_real_estate,0001628280-26-016503,2026-03-11 00:00:00+00:00,NEWT|NEWTI|NEWTG|NEWTH|NEWTO|NEWTP,xbrl_symbol_recovered,newt-20251231.htm,f45b1d8313e506473fb401659be80c160141a63e3895ab94426a3b0d632e919e,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,6,NEWT|NEWTG|NEWTH|NEWTI|NEWTO|NEWTP,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,NEWT,NEWT,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
